pk,jsondata,language_pk,source_pk,version
331,,2280,1091,1
332,,1048,3121,1
333,,783,4023,1
334,,2516,4272,1
335,,2401,4374,1
336,,1147,1155,1
337,,827,5673,1
338,,988,1400,1
339,,2331,935,1
340,,2516,119,1
341,,2508,758,1
342,,2488,2009,1
343,,2525,4503,1
344,,2047,2597,1
345,,1113,4317,1
346,,2400,156,1
347,,2342,540,1
348,,2435,4050,1
349,,2355,1795,1
350,,2411,4999,1
351,,2464,3396,1
352,,783,4163,1
353,,2264,5556,1
354,,2213,4050,1
355,,1597,5461,1
356,,1347,2524,1
357,,1883,2419,1
358,,1388,5070,1
359,,1393,3323,1
360,,93,4003,1
361,,1108,831,1
362,,1003,4664,1
363,,2400,2944,1
364,,2374,2567,1
365,,1703,2944,1
366,,881,1760,1
367,,2603,6682,1
368,,2544,5673,1
369,,2447,1742,1
370,,2145,1368,1
371,,2300,908,1
372,,2095,2170,1
373,,2287,3710,1
374,,1866,70,1
375,,2511,3510,1
376,,2401,4623,1
377,,345,5445,1
378,,1252,4527,1
379,,1545,3277,1
380,,1313,502,1
381,,2410,3190,1
382,,2080,2559,1
383,,1633,346,1
384,,1838,4357,1
385,,1004,4964,1
386,,1496,3211,1
387,,1855,3886,1
388,,2552,4567,1
389,,1864,1232,1
390,,1141,3272,1
391,,2401,4272,1
392,,2545,3067,1
393,,2022,6857,1
394,,2327,5211,1
395,,2544,4272,1
396,,2076,2435,1
397,,350,3553,1
398,,2347,1956,1
399,,1722,4962,1
400,,1964,1837,1
401,,2498,4050,1
402,,817,1426,1
403,,2236,3664,1
404,,2207,3380,1
405,,2519,1266,1
406,,1775,5260,1
407,,2541,327,1
408,,1355,289,1
409,,2151,4050,1
410,,2176,4261,1
411,,387,3871,1
412,,2475,760,1
413,,432,5391,1
414,,2351,1795,1
415,,2453,614,1
416,,207,5674,1
417,,1247,149,1
418,,2471,4321,1
419,,2522,5219,1
420,,1951,2913,1
421,,821,1910,1
422,,2521,4539,1
423,,2537,1018,1
424,,1898,5673,1
425,,2210,2972,1
426,,1584,2400,1
427,,2122,4160,1
428,,2203,2129,1
429,,1716,3195,1
430,,1910,1589,1
431,,2345,3710,1
432,,1438,378,1
433,,1759,2345,1
435,,2540,5673,1
436,,996,4919,1
437,,1626,3213,1
438,,491,5268,1
439,,1904,848,1
440,,1847,1045,1
441,,2219,4020,1
442,,2392,2300,1
443,,2307,2518,1
444,,2471,1931,1
445,,2382,914,1
446,,2539,2922,1
447,,1592,2550,1
448,,847,4256,1
449,,928,3642,1
450,,2222,2340,1
451,,2308,751,1
452,,1348,3933,1
453,,937,1610,1
454,,2055,191,1
455,,2486,768,1
456,,1360,5625,1
457,,1942,1296,1
458,,2158,3327,1
459,,643,1434,1
460,,7,1135,1
461,,2505,210,1
462,,1754,926,1
463,,2341,4207,1
464,,2317,4165,1
465,,2045,4414,1
466,,1892,3448,1
467,,1198,154,1
468,,2166,1713,1
469,,2315,2425,1
470,,2548,5304,1
471,,2577,848,1
472,,2521,897,1
473,,1311,4752,1
474,,2238,1616,1
475,,2439,142,1
476,,2054,4684,1
477,,1958,897,1
478,,1869,4294,1
479,,2231,5422,1
480,,2387,1084,1
481,,2400,155,1
482,,2526,2136,1
483,,1004,5133,1
484,,126,5209,1
485,,2403,116,1
486,,2528,5222,1
487,,2126,2488,1
488,,1998,2606,1
489,,2507,22,1
490,,2502,5001,1
491,,2228,103,1
492,,2532,1593,1
493,,2126,96,1
494,,2091,2804,1
495,,786,1772,1
496,,754,995,1
497,,1499,3147,1
498,,2536,5588,1
499,,1771,216,1
500,,341,3585,1
501,,814,5161,1
502,,1034,2538,1
503,,2391,1562,1
504,,1409,2193,1
505,,1583,5496,1
506,,2639,6468,1
507,,2471,3053,1
508,,2260,3417,1
509,,1252,3933,1
510,,2405,1160,1
511,,2531,1319,1
512,,415,4444,1
513,,2214,2722,1
514,,1572,4272,1
515,,2533,722,1
516,,1037,1056,1
517,,974,4790,1
518,,2282,5673,1
519,,2268,3902,1
520,,2211,3918,1
521,,1790,2751,1
522,,2160,4717,1
523,,194,1254,1
524,,2459,701,1
525,,2065,2667,1
526,,912,3694,1
527,,1534,2063,1
528,,2199,1040,1
529,,566,1503,1
530,,777,1613,1
531,,729,3933,1
532,,2493,4363,1
533,,2100,3751,1
534,,2211,1876,1
535,,2513,639,1
536,,1892,2134,1
537,,1487,6551,1
538,,2138,1847,1
539,,1676,1560,1
540,,1230,1250,1
541,,2469,381,1
542,,38,5675,1
543,,2039,2130,1
544,,2412,4862,1
545,,2147,446,1
546,,2533,1977,1
547,,2436,1324,1
548,,1979,2762,1
549,,1535,4096,1
550,,1890,2585,1
551,,1194,4838,1
552,,2166,2407,1
553,,1711,5391,1
554,,2529,1970,1
555,,1630,3289,1
556,,2050,2255,1
557,,2095,4050,1
558,,2602,6440,1
559,,21,1318,1
560,,66,5626,1
561,,1851,4415,1
562,,396,5284,1
563,,1241,745,1
564,,971,1119,1
565,,2062,2185,1
566,,2492,5207,1
567,,2548,1795,1
568,,1304,389,1
569,,2514,422,1
570,,569,5634,1
571,,2359,7249,1
572,,2342,885,1
573,,2366,4658,1
574,,1389,848,1
575,,855,4449,1
576,,1236,89,1
577,,1787,2982,1
578,,2238,448,1
580,,2665,6360,1
581,,1812,1097,1
582,,370,2978,1
583,,1222,2117,1
584,,2364,122,1
585,,2649,6195,1
586,,1514,4039,1
587,,1985,4050,1
588,,1223,4265,1
589,,2103,2075,1
590,,1356,270,1
591,,2456,512,1
592,,1288,4501,1
593,,1281,3631,1
594,,1412,3189,1
595,,1347,2525,1
596,,1848,848,1
597,,665,3991,1
598,,1989,1962,1
599,,2234,2810,1
600,,2191,3649,1
601,,1501,4244,1
602,,2331,5009,1
604,,1012,4279,1
605,,2398,686,1
606,,2355,3662,1
607,,667,1191,1
608,,1988,2549,1
609,,2522,4592,1
610,,1319,3130,1
611,,2015,5499,1
612,,1223,2825,1
613,,2215,2749,1
614,,2483,524,1
615,,2352,336,1
616,,2394,1380,1
617,,2529,5180,1
618,,1770,4630,1
619,,2235,4692,1
620,,2528,3559,1
621,,2007,4968,1
622,,1634,2192,1
623,,2287,88,1
624,,2389,1635,1
625,,2185,848,1
626,,248,1237,1
627,,302,5391,1
628,,2281,3577,1
629,,2672,3243,1
630,,730,1409,1
631,,765,4624,1
632,,1830,1749,1
633,,2219,4538,1
634,,1422,2212,1
635,,1953,5391,1
636,,2132,843,1
637,,2018,5280,1
638,,1693,2399,1
639,,2304,5118,1
640,,2249,1342,1
641,,2311,5294,1
642,,2353,1664,1
643,,1013,4119,1
644,,1950,5673,1
645,,2256,2901,1
646,,622,1693,1
647,,2507,1985,1
648,,1923,2356,1
649,,1814,3088,1
650,,2232,2988,1
651,,2447,5034,1
652,,2332,2285,1
653,,2110,2944,1
654,,2250,4310,1
655,,1719,4185,1
656,,2062,936,1
657,,1875,3938,1
658,,1792,370,1
659,,2336,3604,1
660,,1426,3366,1
661,,2193,5673,1
662,,462,3438,1
663,,2239,3707,1
664,,2451,762,1
665,,368,5702,1
666,,663,4178,1
667,,1779,2072,1
668,,476,2916,1
669,,1587,4258,1
670,,2496,3998,1
671,,386,9,1
672,,845,7056,1
673,,2531,3640,1
674,,1692,5652,1
675,,948,5503,1
676,,1761,3807,1
677,,1512,2675,1
678,,955,4463,1
679,,2186,1751,1
680,,2346,3784,1
681,,2478,5673,1
682,,1944,4073,1
683,,2400,717,1
684,,2545,4272,1
685,,2134,1138,1
686,,1760,5054,1
687,,1036,2053,1
688,,2400,1437,1
689,,2176,2396,1
690,,2160,2790,1
691,,1677,3218,1
692,,2160,4343,1
693,,274,5698,1
694,,2355,1390,1
695,,1838,4708,1
696,,2544,1060,1
697,,1773,2552,1
698,,803,3933,1
699,,2522,4239,1
700,,979,2117,1
701,,2282,5413,1
702,,2268,1656,1
703,,1919,2106,1
704,,2097,113,1
705,,2345,4710,1
706,,1347,2526,1
707,,922,1567,1
708,,1305,3896,1
709,,2518,432,1
710,,2385,766,1
711,,2342,4571,1
712,,1237,622,1
713,,763,4741,1
714,,1758,3026,1
715,,2456,3381,1
716,,2434,1743,1
717,,2209,1448,1
718,,1860,2413,1
719,,1541,3224,1
720,,2238,4935,1
721,,520,4163,1
722,,2527,3710,1
723,,2353,5673,1
724,,2344,3085,1
725,,2495,5316,1
726,,2508,3068,1
727,,2525,3013,1
728,,2622,6892,1
729,,1852,4895,1
730,,2135,685,1
731,,1177,3855,1
732,,2370,5673,1
733,,2492,4390,1
734,,789,5244,1
735,,2532,5651,1
736,,2536,1244,1
737,,2410,3601,1
738,,2291,641,1
739,,2471,463,1
740,,1710,1602,1
741,,1954,268,1
742,,395,5282,1
743,,2384,30,1
744,,87,5681,1
745,,1986,2820,1
746,,1870,5647,1
747,,2333,5127,1
748,,1770,3885,1
749,,812,4890,1
750,,1626,4073,1
751,,2118,4561,1
752,,724,4079,1
753,,814,5171,1
754,,2262,848,1
755,,528,3945,1
756,,2416,2380,1
757,,2347,941,1
758,,865,3262,1
759,,446,5465,1
760,,1725,848,1
761,,6,1135,1
762,,2283,1993,1
763,,195,5570,1
764,,2131,2995,1
765,,2534,4455,1
766,,1015,4201,1
767,,2323,3783,1
768,,2537,5014,1
769,,2174,2061,1
770,,1627,983,1
771,,1537,3258,1
772,,2210,2672,1
773,,2414,5637,1
774,,2628,6959,1
775,,835,4210,1
776,,2106,541,1
777,,2488,3713,1
778,,1569,3483,1
779,,1721,1019,1
780,,2267,4050,1
781,,2307,738,1
782,,787,3352,1
783,,1737,4050,1
784,,636,4474,1
785,,2079,1768,1
786,,1399,3716,1
787,,540,5691,1
788,,2416,4697,1
789,,2342,4426,1
790,,2236,3951,1
791,,2471,4948,1
792,,2155,1820,1
793,,2511,5673,1
794,,908,5644,1
795,,2136,5673,1
797,,1951,2156,1
798,,2607,7105,1
799,,1254,692,1
800,,645,1835,1
801,,1935,1430,1
802,,2528,3062,1
803,,1762,3303,1
804,,1220,828,1
805,,2522,2616,1
806,,2379,4751,1
807,,2028,4073,1
808,,2193,3674,1
809,,2648,6297,1
810,,1832,326,1
811,,1814,5673,1
812,,2016,4625,1
813,,2427,4050,1
814,,2590,6569,1
815,,807,1177,1
816,,2314,4050,1
817,,1707,1414,1
818,,1428,3456,1
819,,2074,3184,1
820,,2414,719,1
821,,2259,1734,1
822,,1255,3295,1
823,,2350,2395,1
824,,1139,1578,1
825,,2239,2115,1
826,,1416,888,1
827,,937,3860,1
828,,99,3012,1
829,,2485,1945,1
830,,2239,4050,1
831,,2543,317,1
832,,900,4707,1
833,,2355,1557,1
834,,2550,978,1
835,,2363,2247,1
836,,2315,5073,1
837,,1572,2677,1
838,,1896,5685,1
839,,2490,2942,1
840,,785,953,1
841,,562,1124,1
842,,2514,5038,1
843,,1935,1878,1
844,,1983,3971,1
845,,1656,3192,1
846,,1182,4798,1
847,,2170,286,1
848,,2525,83,1
849,,2331,438,1
850,,1051,848,1
851,,2355,3907,1
853,,2261,5423,1
854,,613,1806,1
855,,993,4647,1
856,,1617,4050,1
857,,1581,1103,1
858,,1129,3259,1
859,,2409,345,1
860,,1159,1193,1
861,,834,1896,1
862,,2527,3897,1
863,,2406,474,1
864,,2450,2280,1
865,,277,5255,1
866,,1770,3196,1
867,,2209,4050,1
868,,2420,2143,1
869,,1799,518,1
870,,1397,923,1
871,,1994,2748,1
872,,2394,5240,1
873,,675,1075,1
874,,2412,241,1
875,,820,5587,1
876,,1284,4034,1
877,,2178,4232,1
878,,957,1201,1
879,,1416,5598,1
880,,1405,3595,1
881,,2362,1527,1
882,,297,5391,1
883,,2155,3446,1
884,,1765,2313,1
885,,2115,1034,1
886,,2525,3924,1
887,,103,5688,1
888,,1717,1873,1
889,,2468,5016,1
890,,463,5391,1
891,,17,3933,1
892,,2452,1039,1
893,,1977,1240,1
894,,608,4073,1
895,,2510,1816,1
896,,2148,5654,1
897,,2556,2471,1
898,,2191,4870,1
899,,1312,94,1
900,,1928,2014,1
901,,2030,1188,1
902,,2228,1739,1
903,,2357,2297,1
904,,2353,3878,1
905,,1553,3825,1
906,,2527,2200,1
907,,2358,4270,1
908,,1295,3264,1
909,,2205,2428,1
910,,2465,4270,1
911,,2252,4484,1
912,,2401,1372,1
913,,326,1334,1
914,,2290,5094,1
915,,1775,3015,1
916,,2287,4617,1
917,,2395,566,1
918,,2199,2389,1
919,,2004,1637,1
920,,852,3306,1
921,,2414,718,1
922,,2477,3509,1
923,,1986,839,1
924,,2528,2919,1
925,,1142,2452,1
926,,2396,1175,1
927,,453,5714,1
928,,2244,1779,1
929,,349,5438,1
930,,2547,4229,1
931,,2159,1610,1
932,,204,4964,1
933,,2442,1952,1
934,,362,4076,1
935,,2528,3521,1
936,,2546,4272,1
937,,1508,3225,1
938,,1035,2053,1
939,,1556,3156,1
940,,2013,4469,1
941,,1733,2759,1
942,,2192,1187,1
943,,1524,5882,1
944,,1853,4523,1
945,,2198,1585,1
946,,783,5012,1
947,,1282,747,1
948,,2149,4050,1
949,,2516,209,1
950,,917,4037,1
951,,2050,5689,1
952,,2292,4050,1
953,,1857,1641,1
954,,2293,4094,1
955,,869,5657,1
956,,2176,2001,1
957,,2454,267,1
958,,274,5718,1
959,,1631,699,1
960,,2199,5134,1
961,,1388,3336,1
962,,2424,946,1
963,,1322,4788,1
964,,2544,5264,1
965,,2528,3461,1
966,,732,5248,1
967,,2351,3710,1
968,,1060,4494,1
969,,1756,2746,1
970,,155,5392,1
971,,2514,5673,1
972,,1492,781,1
973,,2532,52,1
974,,1932,2650,1
975,,1424,5053,1
976,,1227,458,1
977,,2153,1213,1
978,,2147,5673,1
979,,2526,1798,1
980,,2523,5119,1
981,,1981,364,1
982,,1302,1304,1
983,,1906,848,1
984,,1969,4545,1
985,,2317,1394,1
986,,1459,531,1
987,,1495,53,1
988,,1148,971,1
989,,2521,3398,1
990,,2412,1262,1
991,,802,3166,1
992,,634,1762,1
993,,2023,2276,1
994,,1330,3278,1
995,,2531,2492,1
996,,1423,1089,1
997,,2546,4204,1
998,,382,4955,1
999,,1931,3990,1
1000,,2163,166,1
1001,,1709,681,1
1002,,2071,4365,1
1003,,1061,4843,1
1004,,2390,730,1
1005,,1010,3975,1
1006,,1,1135,1
1007,,2421,817,1
1008,,2235,2800,1
1009,,2223,2914,1
1010,,2137,2908,1
1011,,1780,5106,1
1012,,2540,1684,1
1013,,2417,919,1
1014,,2237,1916,1
1015,,2523,627,1
1016,,2516,1489,1
1017,,2217,2358,1
1018,,314,5372,1
1019,,870,5596,1
1020,,2486,4050,1
1021,,2139,2532,1
1022,,739,5301,1
1023,,2121,4050,1
1024,,1506,4253,1
1025,,1786,5391,1
1026,,2516,1255,1
1027,,2192,3714,1
1028,,2332,3933,1
1029,,2052,2765,1
1030,,2214,2721,1
1031,,2260,1194,1
1032,,2640,6284,1
1033,,2292,735,1
1034,,2420,4398,1
1035,,2160,2443,1
1036,,1944,5391,1
1037,,58,4967,1
1038,,1598,3933,1
1039,,236,1241,1
1040,,2416,2692,1
1041,,2454,5061,1
1042,,2068,2770,1
1043,,2379,1611,1
1044,,2364,2478,1
1045,,1764,4270,1
1046,,2084,1453,1
1047,,2522,1112,1
1048,,1441,848,1
1049,,2541,450,1
1050,,597,5593,1
1051,,2280,690,1
1052,,1342,4289,1
1053,,2521,1251,1
1054,,1130,3863,1
1055,,2109,3031,1
1056,,2366,2228,1
1057,,1844,40,1
1058,,2357,823,1
1059,,1659,35,1
1060,,1509,5041,1
1061,,744,1181,1
1062,,1296,5385,1
1063,,2453,848,1
1064,,2375,1057,1
1065,,2520,4073,1
1066,,2532,1748,1
1067,,1142,3131,1
1068,,2201,1767,1
1069,,888,1610,1
1070,,811,5664,1
1071,,625,4469,1
1072,,2120,4935,1
1073,,2183,812,1
1074,,2350,3656,1
1076,,1978,3701,1
1077,,2427,1025,1
1078,,1936,3698,1
1079,,2162,4050,1
1080,,2266,1486,1
1081,,2592,6766,1
1082,,1018,1015,1
1083,,2546,2613,1
1084,,2412,1225,1
1085,,2626,7116,1
1086,,2595,6900,1
1087,,2295,3866,1
1088,,2494,4194,1
1089,,1719,2686,1
1090,,2516,4977,1
1091,,2315,4050,1
1092,,2526,869,1
1093,,866,35,1
1094,,2158,539,1
1095,,2540,1285,1
1096,,1341,2512,1
1097,,611,1719,1
1098,,2310,2083,1
1099,,1411,4767,1
1100,,141,1143,1
1101,,100,1218,1
1102,,2443,644,1
1103,,2093,4050,1
1104,,2159,2151,1
1105,,1606,2218,1
1106,,2146,2771,1
1107,,2160,5388,1
1108,,2315,1976,1
1109,,1519,4126,1
1110,,1839,2944,1
1111,,2013,3548,1
1112,,1447,851,1
1113,,2313,1404,1
1114,,2301,4457,1
1115,,1205,4005,1
1116,,2317,1900,1
1117,,2299,5309,1
1118,,1868,638,1
1119,,1633,347,1
1120,,1906,2828,1
1121,,2149,4914,1
1122,,276,5346,1
1123,,1838,1675,1
1124,,524,4624,1
1125,,2514,305,1
1126,,1384,3185,1
1127,,1039,3317,1
1128,,1757,5107,1
1129,,532,3299,1
1130,,394,5283,1
1131,,2226,1696,1
1132,,2340,2823,1
1133,,1428,5467,1
1134,,1747,5673,1
1135,,2235,5673,1
1136,,764,4209,1
1137,,2368,1536,1
1138,,2510,4338,1
1139,,2465,4975,1
1140,,2454,1533,1
1141,,939,2304,1
1142,,1374,4506,1
1143,,2378,2421,1
1144,,2521,3102,1
1145,,882,3612,1
1146,,2410,1259,1
1147,,2074,54,1
1148,,2519,4272,1
1149,,270,5035,1
1150,,577,5592,1
1151,,2240,4452,1
1152,,451,1615,1
1153,,2533,2834,1
1154,,1181,4272,1
1155,,2329,5063,1
1156,,2308,661,1
1157,,1721,5348,1
1158,,2303,4032,1
1159,,2236,3114,1
1160,,1914,3680,1
1161,,2369,231,1
1162,,2354,739,1
1163,,608,4624,1
1164,,2448,2033,1
1165,,2174,4050,1
1166,,2343,5643,1
1168,,2221,5409,1
1169,,2532,4193,1
1170,,2372,2796,1
1171,,2447,375,1
1172,,1842,5391,1
1173,,2397,1164,1
1174,,2372,3933,1
1175,,241,226,1
1176,,2384,1294,1
1177,,578,1897,1
1178,,2527,3753,1
1179,,2329,1928,1
1180,,2040,2797,1
1181,,2061,5036,1
1182,,2458,2028,1
1183,,2263,7248,1
1184,,697,3731,1
1185,,2417,4245,1
1186,,2162,245,1
1187,,1669,4355,1
1188,,1800,3933,1
1189,,2549,5673,1
1190,,661,5148,1
1191,,2314,21,1
1192,,989,3597,1
1193,,1185,2839,1
1194,,2472,4997,1
1195,,1898,4896,1
1196,,2262,338,1
1197,,2367,848,1
1198,,2605,6732,1
1199,,2665,6359,1
1200,,2190,2511,1
1201,,1630,4188,1
1202,,1995,4689,1
1203,,1458,3363,1
1204,,2656,6122,1
1205,,2493,5221,1
1206,,2193,3836,1
1207,,605,1835,1
1208,,2284,612,1
1209,,2346,4565,1
1210,,2547,4272,1
1211,,2532,5195,1
1212,,1708,4786,1
1213,,1300,5392,1
1214,,1732,2622,1
1215,,2276,3933,1
1216,,2291,447,1
1217,,2251,520,1
1218,,1906,2126,1
1219,,1516,5561,1
1220,,1612,2367,1
1221,,801,3933,1
1222,,881,4667,1
1223,,2543,217,1
1224,,2125,2005,1
1225,,102,971,1
1227,,2328,1389,1
1228,,1360,10,1
1229,,921,5531,1
1230,,2540,4925,1
1231,,2284,2111,1
1232,,2391,4824,1
1233,,2187,4531,1
1234,,1494,3617,1
1235,,2620,6926,1
1236,,2523,1711,1
1237,,1863,1083,1
1238,,2331,956,1
1239,,2248,3732,1
1241,,1364,1235,1
1242,,1446,2960,1
1243,,1154,342,1
1244,,2383,2944,1
1245,,2447,5200,1
1246,,2533,2137,1
1247,,828,4086,1
1248,,1237,948,1
1249,,2157,2944,1
1250,,2199,3979,1
1252,,1494,365,1
1253,,1262,199,1
1254,,2248,2944,1
1255,,2372,4590,1
1256,,1413,1170,1
1257,,1785,3899,1
1258,,1069,2117,1
1259,,1571,4349,1
1260,,2045,2828,1
1261,,2361,3357,1
1262,,2178,827,1
1263,,232,2929,1
1264,,1424,3223,1
1265,,665,4397,1
1266,,2179,2569,1
1267,,1746,2112,1
1268,,2509,782,1
1269,,1005,4111,1
1270,,1713,2522,1
1271,,2207,3506,1
1272,,447,3182,1
1273,,1245,480,1
1274,,1313,577,1
1275,,2272,4580,1
1276,,789,3937,1
1277,,2137,86,1
1278,,1831,2357,1
1279,,2508,1452,1
1280,,1700,3265,1
1281,,1637,442,1
1282,,222,4044,1
1283,,570,1866,1
1284,,2193,5525,1
1285,,157,4091,1
1286,,2097,3472,1
1287,,995,1554,1
1288,,1573,4878,1
1289,,1463,2209,1
1290,,1385,3260,1
1291,,2456,5609,1
1292,,1134,2053,1
1293,,2496,994,1
