ID,NameOLD,NameNEW,MacroareaOLD,MacroareaNEW,LatitudeOLD,LatitudeNEW,LongitudeOLD,LongitudeNEW,GlottocodeOLD,GlottocodeNEW,ISO639P3code,FamilyOLD,FamilyNEW,SubfamilyOLD,SubfamilyNEW,GenusOLD,GenusNEW,GenusIcon,ISO_codesOLD,ISO_codesNEW,Samples_100,Samples_200,Country_IDOLD,Country_IDNEW,Source
pnu,Bunu (Younuo),Bunu (Younuo),Eurasia,Eurasia,24,24,107,107,youn1235,youn1235,buh,Hmong-Mien,Hmong-Mien,,,Hmong-Mien,Mienic,tffffcc,buh,buh,0,0,CN,CN,Mao-and-Tsu-yao-1972
bul,Bulgarian,Bulgarian,Eurasia,Eurasia,42.5,42.5,25,25,bulg1262,bulg1262,bul,Indo-European,Indo-European,,,Slavic,Slavic,cffff00,bul,bul,0,0,BG,BG,Aronson-1968 Beaulieux-1950 Beaulieux-and-Mladenov-1933 Bidwell-1968 Dahl-1985 Dyer-1992 Feuillet-1995 Friedman-1986 Haspelmath-1997 Hubenova-et-al-1968 Klagstad-1958 Malherbe-and-Rosenberg-1996 Penchev-2007 Scatton-1984 Scatton-1993 Stojanov-1964 Ternes-and-Vladimirova-Buhtz-1999
buw,Bulu,Bulu,Africa,Africa,3,3,11,11,bulu1251,bulu1251,bum,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,bum,bum,0,0,CM,CM,Alexandre-1966 Bates-1904
bun,Buin,Buin,Papunesia,Papunesia,-6.75,-6.75,155.75,155.75,tere1278,tere1278,buo,East Bougainville,South Bougainville,,,East Bougainville,South Bougainville,sffffcc,buo,buo,0,0,PG,PG,Grisward-and-Kieta-1910
bdu,Budu,Budu,Africa,Africa,2,2,28,28,budu1250,budu1250,buu,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,buu,buu,0,0,CD,CD,Asangama-1983
bub,Bubi,Bubi,Africa,Africa,3.5,3.5,8.666666667,8.666666667,bube1242,bube1242,bvb,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,bvb,bvb,0,0,GQ,GQ,Abad-1928
brz,Birri,Birri,Africa,Africa,5.5,5.5,25.16666667,25.16666667,birr1240,birr1240,bvq,Central Sudanic,Central Sudanic,,,Bongo-Bagirmi,Birri,fffffcc,bvq,bvq,0,0,CF,CF,Santandrea-1966
bua,Burarra,Burarra,Australia,Australia,-12.25,-12.25,134.5833333,134.5833333,bura1267,bura1267,bvr,Mangrida,Mangrida,,,Burarran,Burarran,dffcc00,bvr,bvr,0,0,AU,AU,Fabricius-1998 Glasgow-1981 Glasgow-1984 Glasgow-1994 Glasgow-and-Garner-1980 Glasgow-and-Glasgow-1967
bnv,Baniva,Baniva,South America,South America,5.26,5.26,-67.56,-67.56,bani1254,bani1254,bvv,Arawakan,Arawakan,,,Alto-Orinoco,Alto-Orinoco,cffffcc,bvv,bvv,0,0,,,Aikhenvald-1998 Tavera-Acosta-1907
bbl,Babole,Babole,Africa,Africa,1.083333333,1.083333333,17.25,17.25,dibo1245,dibo1245,bvx,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,bvx,bvx,0,0,CG,CG,Leitch-1994
bzi,Bauzi,Bauzi,Papunesia,Papunesia,-2.5,-2.5,137.5,137.5,bauz1241,bauz1241,bvz,East Geelvink Bay,Geelvink Bay,,,East Geelvink Bay,Geelvink Bay,sffffff,bvz,bvz,0,0,ID,ID,Briley-1997 Kuleti-1980
kbw,Karen (Bwe),Karen (Bwe),Eurasia,Eurasia,19.5,19.5,97,97,bwek1238,bwek1238,bwe,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Karen,Karen,f66ff33,bwe,bwe,0,0,MM,MM,Henderson-1997
bnw,Baniwa,Baniwa,South America,South America,2.666666667,2.666666667,-66.83333333,-66.83333333,bani1255,bani1255,bwi,Arawakan,Arawakan,,,Inland Northern Maipuran,Japura-Colombia,fcccccc,bwi,bwi,0,0,BR VR,BR VR,Aikhenvald-1998 Aikhenvald-2007b Tavera-Acosta-1907
ssh,Shinassha,Shinassha,Africa,Africa,10.41666667,10.41666667,36.16666667,36.16666667,boro1277,boro1277,bwo,Afro-Asiatic,Afro-Asiatic,Omotic,Omotic,North Omotic,Ta-Ne-Omotic,cff66ff,bwo,bwo,0,0,ET,ET,Lamberti-1993a
bpa,Bura-Pabir,Bura-Pabir,Africa,Africa,10.5,10.5,12.25,12.25,bura1292,bura1292,bwr,Afro-Asiatic,Afro-Asiatic,Chadic,Chadic,Biu-Mandara,Biu-Mandara,c990099,bwr,bwr,0,0,NG,NG,Gil-1982
buy,Buli (in Ghana),Buli (in Ghana),Africa,Africa,10.5,10.5,-1.25,-1.25,buli1254,buli1254,bwu,Niger-Congo,Niger-Congo,Gur,Gur,Northern-Central Gur,Oti-Volta,f646464,bwu,bwu,0,0,GH,GH,Kroger-1992
bxj,Bayungu,Bayungu,Australia,Australia,-23,-23,114,114,bayu1240,bayu1240,bxj,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,bxj,bxj,0,0,AU,AU,
buk,Bukusu,Bukusu,Africa,Africa,0.75,0.75,34.66666667,34.66666667,buku1249,buku1249,bxk,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,bxk,bxk,0,0,KE,KE,Austen-1974
but,Buriat,Buriat,Eurasia,Eurasia,52,52,108,108,mong1330,mong1330,bxm,Altaic,Altaic,,,Mongolic,Mongolic,d009900,bxm,bxm,0,0,CN RU MN,CN RU MN,Anonymous-1954 Bybee-et-al-1994 Cydenbambaev-and-Imechenov-1962 Darbeeva-1997 Kuzmenkov-et-al-2007 Poppe-1960 Sanzheev-et-al-1962 Skribnik-1988 Skribnik-2003
bat,Batak,Batak,Papunesia,Papunesia,10.25,10.25,119.0833333,119.0833333,bata1301,bata1301,bya,Austronesian,Austronesian,,,Greater Central Philippine,Greater Central Philippine,cffffcc,bya,bya,0,0,PH,PH,Llamzon-1978
bln,Bilin,Bilin,Africa,Africa,15.75,15.75,38.5,38.5,bili1260,bili1260,byn,Afro-Asiatic,Afro-Asiatic,Cushitic,Cushitic,Central Cushitic,Central Cushitic,c99ffff,byn,byn,0,0,ER,ER,Hetzron-1976 Palmer-1958 Palmer-1965 Reinisch-1882 Tucker-and-Bryan-1966
bry,Baruya,Baruya,Papunesia,Papunesia,-6.916666667,-6.916666667,145.9166667,145.9166667,baru1267,baru1267,byr,Trans-New Guinea,Trans-New Guinea,,,Angan,Nuclear Angan,d99ffff,byr,byr,0,0,PG,PG,Lloyd-1969 Lloyd-1989 Lloyd-1992
bel,Belhare,Belhare,Eurasia,Eurasia,26.96666667,26.96666667,87.3,87.3,belh1239,belh1239,byw,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Mahakiranti,Himalayish,c0000dd,byw,byw,0,0,NP,NP,Bickel-1996 Bickel-2001 Bickel-2003 Bickel-and-Nichols-2007
bng,Qaget,Qaqet,Papunesia,Papunesia,-4.583333333,-4.583333333,152,152,qaqe1238,qaqe1238,byx,Baining,Baining,,,Baining,Baining,d0000dd,byx,byx,0,0,PG,PG,Bybee-et-al-1994 Parker-and-Parker-1974
bnd,Bandi,Bandi,Africa,Africa,8.083333333,8.083333333,-10.25,-10.25,band1352,band1352,bza,Mande,Mande,,,Western Mande,Western Mande,f009900,bza,bza,0,0,LR,LR,
bri,Bribri,Bribri,North America,North America,9.416666667,9.416666667,-83,-83,brib1243,brib1243,bzd,Chibchan,Chibchan,,,Talamanca,Western Isthumus Chibchan,f66ff33,bzd,bzd,0,1,CR,CR,Arroyo-1972 Constenla-Umana-and-Margery-Pena-1979 Constenla-Umana-et-al-1979 Constenla-Umana-et-al-1998 Lehmann-1920 Margery-Pena-1982 Margery-Pena-1996 Pittier-de-Fabrega-1898 Schlablach-and-Levinsohn-1983 Wilson-et-al-1982 Yasugi-1995
boi,Boiken,Boiken,Papunesia,Papunesia,-3.5,-3.5,143.5,143.5,boik1241,boik1241,bzf,Sepik,Sepik,,,Ndu,Ndu,fcccccc,bzf,bzf,0,0,PG,PG,Laycock-1965a
biu,Bisu,Bisu,Eurasia,Eurasia,19.75,19.75,100,100,bisu1246,bisu1246,,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Burmese-Lolo,Burmese-Lolo,f9999ff,bzi lwm,bzi lwm,0,0,TH,TH,Nishida-1973 Shixuan-2001
mce,Mískito Coast English Creole,Mískito Coast English Creole,North America,North America,16.25,16.25,-88.83333333,-88.83333333,beli1260,nica1252,bzj,other,other,,,Creoles and Pidgins,Creoles and Pidgins,taa0000,bzj,bzk,0,0,BZ,BZ,Holm-1988
bui,Buli (in Indonesia),Buli (in Indonesia),Papunesia,Papunesia,1,1,128.5,128.5,buli1255,buli1255,bzq,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,South Halmahera - West New Guinea,tff4400,bzq,bzq,0,0,ID,ID,Bybee-et-al-1994 Maan-1951
bii,Biri,Biri,Australia,Australia,-20.5,-20.5,146.5,146.5,biri1256,biri1256,bzr,Pama-Nyungan,Pama-Nyungan,,,Northern Pama-Nyungan,Northern Pama-Nyungan,taa0000,bzr,bzr,0,0,AU,AU,Terrill-1998
lsb,Língua de Sinais Brasileira,Língua de Sinais Brasileira,South America,South America,-15,-15,-48,-48,braz1236,braz1236,bzs,other,other,,,Sign Languages,Sign Languages,t99ffff,bzs,bzs,0,0,BR,BR,
coi,Chortí,Chortí,North America,North America,14.83333333,14.83333333,-89.25,-89.25,chor1273,chor1273,caa,Mayan,Mayan,,,Mayan,Mayan,tff6600,caa,caa,0,0,GT HN,GT HN,Lubeck-and-Cowie-1989 Perez-Martinez-1994
grf,Garífuna,Garífuna,North America,North America,15.66666667,15.66666667,-88,-88,gari1256,gari1256,cab,Arawakan,Arawakan,,,Caribbean Arawakan,Antillean Arawakan,cffcc00,cab,cab,0,0,GT BZ HN,GT BZ HN,Bybee-et-al-1994 Stolz-1996 Taylor-1955 Taylor-1956a Taylor-1956b Taylor-1958 Taylor-1977
chj,Chuj,Chuj,North America,North America,15.91666667,15.91666667,-91.58333333,-91.58333333,chuj1249,chuj1250,,Mayan,Mayan,,,Mayan,Mayan,tff6600,cac cnm,cac,0,0,GT,GT,Buenrostros-1991 Diego-1998 Hopkins-1967
cad,Caddo,Caddo,North America,North America,33.33333333,33.33333333,-93.5,-93.5,cadd1256,cadd1256,cad,Caddoan,Caddoan,,,Caddoan,Caddo,dff66ff,cad,cad,0,0,US,US,Chafe-1976 Chafe-1979
chu,Nivacle,Nivacle,South America,South America,-23.5,-23.5,-60.5,-60.5,niva1238,niva1238,cag,Matacoan,Matacoan,,,Matacoan,Matacoan,tff4400,cag,cag,0,0,PY,PY,Hunt-1915 Stell-1972
cak,Cakchiquel,Cakchiquel,North America,North America,14.5,14.5,-91,-91,kaqc1270,kaqc1270,cak,Mayan,Mayan,,,Mayan,Mayan,tff6600,cak,cak,0,0,GT,GT,Brinton-1884 Garcia-Matzar-and-Rodriguez-Guajan-1997 Garcia-Matzar-et-al-1992 Macario-et-al-1998 Townsend-1961
crl,Carolinian,Carolinian,Papunesia,Papunesia,15.2,15.2,145.75,145.75,caro1242,caro1242,cal,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,cal,cal,0,0,MP,MP,Jackson-and-Marck-1991
cem,Cèmuhî,Cèmuhî,Papunesia,Papunesia,-20.83333333,-20.83333333,165.1666667,165.1666667,cemu1238,cemu1238,cam,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,cam,cam,0,0,NC,NC,Lynch-2002c Rivierre-1980 Ross-1998
chb,Chambri,Chambri,Papunesia,Papunesia,-4.166666667,-4.166666667,143.0833333,143.0833333,cham1313,cham1313,can,Lower Sepik-Ramu,Lower Sepik-Ramu,,,Lower Sepik,Lower Sepik,sdd0000,can,can,0,0,PG,PG,Laycock-and-Zgraggen-1975
cbo,Chácobo,Chácobo,South America,South America,-12.16666667,-12.16666667,-66.75,-66.75,chac1251,chac1251,cao,Panoan,Pano-Tacanan,,,Panoan,Panoan,c0000dd,cao,cao,0,0,BO,BO,Bybee-et-al-1994 Prost-1962 Prost-1967
cpy,Chipaya,Chipaya,South America,South America,-18.75,-18.75,-67.83333333,-67.83333333,chip1262,chip1262,cap,Uru-Chipaya,Uru-Chipaya,,,Uru-Chipaya,Uru-Chipaya,fff4400,cap,cap,0,0,BO,BO,Cerron-Palomino-2006
nca,Nicobarese (Car),Nicobarese (Car),Eurasia,Eurasia,9,9,93,93,carn1240,carn1240,caq,Austro-Asiatic,Austro-Asiatic,Mon-Khmer,Mon-Khmer,Nicobarese,Nicobarese,sffffff,caq,caq,0,0,IN,IN,Braine-1970 Bybee-et-al-1994
car,Carib,Carib,South America,South America,5.5,5.5,-56,-56,gali1262,gali1262,car,Cariban,Cariban,,,Cariban,Cariban,dffffff,car,car,0,1,SR,SR,Derbyshire-1999 Gildea-1992 Gildea-1994 Hoff-1968 Hoff-1978 Hoff-1986 Martius-1863 Mosonyi-et-al-2000b Peasgood-1972
mos,Mosetén,Mosetén,South America,South America,-14.75,-14.75,-67.83333333,-67.83333333,mose1249,mose1249,cas,Mosetenan,Mosetenan,,,Mosetenan,Mosetenan,c0000dd,cas,cas,0,0,BO,BO,Bibolotti-1917 Sakel-2002a Sakel-2002b Suarez-1973
ctl,Catalan,Catalan,Eurasia,Eurasia,41.75,41.75,2,2,stan1289,stan1289,cat,Indo-European,Indo-European,,,Romance,Romance,cffcc00,cat,cat,0,0,ES,ES,Ammann-nd Carbonell-and-Llisteri-1999 Diaz-Insense-2001 Fabra-1897 Fabra-1956 Gulsoy-1982 Haspelmath-1997 Hualde-1992 Malherbe-and-Rosenberg-1996 Mascaro-1978 Roca-1999 Sabater-and-Freixinet-1990 Wheeler-1979 Wheeler-1988b Wheeler-et-al-1999
cav,Cavineña,Cavineña,South America,South America,-13.33333333,-13.33333333,-66.5,-66.5,cavi1250,cavi1250,cav,Tacanan,Pano-Tacanan,,,Tacanan,Tacanan,sff6600,cav,cav,0,0,BO,BO,Aikhenvald-and-Dixon-1999 Camp-1985 Guillaume-2004 Key-1963b Key-1968
cqt,Chiquitano,Chiquitano,South America,South America,-17.5,-17.5,-60,-60,chiq1248,chiq1248,cax,Chiquito,Chiquitano,,,Chiquito,Chiquitano,fffcc00,cax,cax,0,0,BO,BO,Adam-and-Henry-1880 Adelaar-2004 Tavera-Acosta-1907
cyg,Cayuga,Cayuga,North America,North America,42.75,42.75,-76.75,-76.75,cayu1261,cayu1261,cay,Iroquoian,Iroquoian,,,Northern Iroquoian,Northern Iroquoian,d990099,cay,cay,0,0,US,US,Chafe-1977 Foster-1982 Mithun-1988a
crp,Carapana,Carapana,South America,South America,0.833333333,0.833333333,-70.75,-70.75,cara1272,cara1272,cbc,Tucanoan,Tucanoan,,,Tucanoan,Tucanoan,ddd0000,cbc,cbc,0,0,CO BR,CO BR,Huber-and-Reed-1992 Metzger-1981
crj,Carijona,Carijona,South America,South America,1,1,-73,-73,cari1279,cari1279,cbd,Cariban,Cariban,,,Cariban,Cariban,dffffff,cbd,cbd,0,0,CO,CO,Durbin-and-Seijas-1972 Huber-and-Reed-1992 Robayo-1989
guq,Guaque,Guaque,South America,South America,1,1,-72.08333333,-72.08333333,cari1279,cari1279,cbd,Cariban,Cariban,,,Cariban,Cariban,dffffff,cbd,cbd,0,0,CO,CO,Durbin-and-Seijas-1972
hia,Hianacoto,Hianacoto,South America,South America,0.833333333,0.833333333,-71,-71,cari1279,cari1279,cbd,Cariban,Cariban,,,Cariban,Cariban,dffffff,cbd,cbd,0,0,CO,CO,Durbin-and-Seijas-1972
umu,Umaua,Umaua,South America,South America,1,1,-72,-72,cari1279,cari1279,cbd,Cariban,Cariban,,,Cariban,Cariban,dffffff,cbd,cbd,0,0,CO,CO,Durbin-and-Seijas-1972
cma,Chimila,Chimila,South America,South America,10,10,-74,-74,chim1309,chim1309,cbg,Chibchan,Chibchan,,,Chimila,Chimila,fdd0000,cbg,cbg,0,0,CO,CO,Huber-and-Reed-1992
cay,Cayapa,Cayapa,South America,South America,0.666666667,0.666666667,-79,-79,chac1249,chac1249,cbi,Barbacoan,Barbacoan,,,Barbacoan,Barbacoan,d66ff33,cbi,cbi,0,0,EC,EC,Abrahamson-1962 Lindskoog-and-Brend-1962 Lindskoog-and-Lindskoog-1964 Vittadello-1988
cvc,Chavacano,Chavacano,Papunesia,Papunesia,7,7,122.0833333,122.0833333,chav1241,chav1241,cbk,other,other,,,Creoles and Pidgins,Creoles and Pidgins,taa0000,cbk,cbk,0,0,PH,PH,
nkt,Nyah Kur (Tha Pong),Nyah Kur (Tha Pong),Eurasia,Eurasia,15.66666667,15.66666667,101.6666667,101.6666667,nyah1250,nyah1250,cbn,Austro-Asiatic,Austro-Asiatic,Mon-Khmer,Mon-Khmer,Monic,Monic,sffcc00,cbn,cbn,0,0,TH,TH,Diffloth-1984 Thongkum-1982 Thongkum-1984
cas,Cashibo,Cashibo,South America,South America,-8.5,-8.5,-75.5,-75.5,cash1251,cash1251,cbr,Panoan,Pano-Tacanan,,,Panoan,Panoan,c0000dd,cbr,cbr,0,0,PE,PE,Abreu-1914 Shell-1950 Wise-1978
csh,Cashinahua,Cashinahua,South America,South America,-10.5,-10.5,-71.83333333,-71.83333333,cash1254,cash1254,cbs,Panoan,Pano-Tacanan,,,Panoan,Panoan,c0000dd,cbs,cbs,0,0,BR PE,BR PE,Camargo-2007 Camargo-Bigot-1992 Cromack-1968 Montag-1981
chy,Chayahuita,Chayahuita,South America,South America,-5.5,-5.5,-77,-77,chay1248,chay1248,cbt,Cahuapanan,Cahuapanan,,,Cahuapanan,Cahuapanan,dffcc00,cbt,cbt,0,0,PE,PE,Derbyshire-and-Payne-1990 Hart-1988
can,Candoshi,Candoshi,South America,South America,-4.166666667,-4.166666667,-77,-77,cand1248,cand1248,cbu,,,,,,,dffffcc,cbu,cbu,0,0,PE,PE,Anderson-and-Wise-1963 Cox-1957
cac,Cacua,Cacua,South America,South America,1.083333333,1.083333333,-70,-70,cacu1241,cacu1241,cbv,Cacua-Nukak,Cacua-Nukak,,,Cacua-Nukak,Cacua-Nukak,dff6600,cbv,cbv,0,0,CO,CO,Anderton-1989 Cathcart-1979 Huber-and-Reed-1992
ccm,Chinantec (Comaltepec),Chinantec (Comaltepec),North America,North America,17.58333333,17.58333333,-96.41666667,-96.41666667,coma1246,coma1246,cco,Oto-Manguean,Oto-Manguean,,,Chinantecan,Chinantecan,tff6600,cco,cco,0,0,MX,MX,Anderson-1989 Anderson-et-al-1990
cpn,Chepang,Chepang,Eurasia,Eurasia,27.66666667,27.66666667,84.75,84.75,chep1245,chep1245,cdm,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Mahakiranti,Himalayish,c0000dd,cdm,cdm,0,0,NP,NP,Bybee-et-al-1994 Caughley-1982 Noonan-2003c
chd,Chaudangsi,Chaudangsi,Eurasia,Eurasia,30,30,80.25,80.25,chau1259,chau1259,cdn,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Bodic,Bodic,fffff00,cdn,cdn,0,0,IN,IN,Sharma-1989a
fuz,Fuzhou,Fuzhou,Eurasia,Eurasia,26,26,119.5,119.5,mind1253,mind1253,cdo,Sino-Tibetan,Sino-Tibetan,,,Chinese,Chinese,f000000,cdo,cdo,0,0,CN MY TH,CN MY TH,Chan-1985 Chen-and-Norman-1965 Hanyu-1960 Norman-1988
ceb,Cebuano,Cebuano,Papunesia,Papunesia,10,10,124,124,cebu1242,cebu1242,ceb,Austronesian,Austronesian,,,Greater Central Philippine,Greater Central Philippine,cffffcc,ceb,ceb,0,0,PH,PH,Cabonce-1983 Dahl-1985 Malherbe-and-Rosenberg-1996 Shryrock-1993 Wolff-1966 Wolff-1967
cze,Czech,Czech,Eurasia,Eurasia,50,50,15,15,czec1258,czec1258,ces,Indo-European,Indo-European,,,Slavic,Slavic,cffff00,ces,ces,0,0,CZ,CZ,Harkins-1953 Jakobson-1926 Kabesch-1975 Lee-and-Lee-1986 Malherbe-and-Rosenberg-1996 Poldaufem-1971 Short-1993a Short-1993b Sova-1962
nko,Nkore-Kiga,Nkore-Kiga,Africa,Africa,-0.916666667,-0.916666667,29.83333333,29.83333333,chig1238,chig1238,cgg,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,cgg,cgg,0,1,UG,UG,Taylor-1985
cha,Chamorro,Chamorro,Papunesia,Papunesia,13.45,13.45,144.75,144.75,cham1312,cham1312,cha,Austronesian,Austronesian,,,Chamorro,Chamorro,t9999ff,cha,cha,1,1,GU,GU,Chung-1983 Chung-1998 Cooreman-1982 Cooreman-1988 Costenoble-1940 Malherbe-and-Rosenberg-1996 Nichols-1992 Safford-1903-1905 Seiden-1960 Topping-1973 Topping-1980a Topping-1980b Topping-et-al-1975 Witucki-1974
msc,Muisca,Muisca,South America,South America,5,5,-74,-74,chib1270,chib1270,chb,Chibchan,Chibchan,,,Chibcha-Duit,Chibcha-Duit,fffff00,chb,chb,0,0,CO,CO,Adelaar-2004 Ostler-1994
ctw,Catawba,Catawba,North America,North America,35.5,35.5,-80.5,-80.5,cata1286,cata1286,chc,Siouan,Siouan,,,Catawban,Catawban,fffcc00,chc,chc,0,0,US,US,Shea-1984 Voorhis-2003
cho,Chontal (Highland),Chontal (Highland),North America,North America,16.25,16.25,-95.75,-95.75,high1242,high1242,chd,Tequistlatecan,Hokan,,,Tequistlatecan,Tequistlatecan,t990099,chd,chd,0,0,MX,MX,Turner-and-Turner-1971 Waterhouse-1962
chc,Chechen,Chechen,Eurasia,Eurasia,43.25,43.25,45.83333333,45.83333333,chec1245,chec1245,che,Nakh-Daghestanian,Nakh-Daghestanian,,,Nakh,Nakh,cff66ff,che,che,0,0,RU,RU,Aliroev-1997 Desheriev-1967 Digaev-et-al-2002 Jakovlev-1940 Jeschull-2004 Nichols-1992 Nichols-1994a Nichols-1997a
cmy,Chontal Maya,Chontal Maya,North America,North America,18.16666667,18.16666667,-92.58333333,-92.58333333,taba1266,taba1266,chf,Mayan,Mayan,,,Mayan,Mayan,tff6600,chf,chf,0,0,MX,MX,Keller-1959 Keller-and-Luciano-G-1997 Knowles-1984
ckl,Chinook (Lower),Chinook (Lower),North America,North America,46.25,46.25,-123.5,-123.5,chin1286,chin1286,chh,Penutian,Penutian,,,Chinookan,Chinookan,c9999ff,chh,chh,0,0,US,US,Boas-1911b
cuu,Chuukese,Chuukese,Papunesia,Papunesia,7.333333333,7.333333333,151.75,151.75,chuu1238,chuu1238,chk,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,chk,chk,0,0,FM,FM,Bybee-et-al-1994 Dyen-1965 Goodenough-and-Sugita-1976 Goodenough-and-Sugita-1990 Lynch-1998
cah,Cahuilla,Cahuilla,North America,North America,33.5,33.5,-116.25,-116.25,cahu1264,cahu1264,chl,Uto-Aztecan,Uto-Aztecan,,,California Uto-Aztecan,Northern Uto-Aztecan,fffff00,chl,chl,0,1,US,US,Bright-1965b Fuchs-1970 Langacker-1976 Sauvel-and-Munro-1981 Seiler-1957 Seiler-1965 Seiler-1967 Seiler-1972 Seiler-1977 Seiler-1997 Seiler-and-Hioki-1979
cct,Choctaw,Choctaw,North America,North America,32.25,32.25,-88.5,-88.5,choc1276,choc1276,cho,Muskogean,Muskogean,,,Muskogean,Muskogean,c990099,cho,cho,0,0,US,US,Broadwell-1986 Broadwell-1987 Byington-1915 Davies-1981c Davies-1984 Davies-1986 Munro-and-Ulrich-1984 Nichols-1992 Nicklas-1974 Nicklas-1975 Nicklas-1979 Ulrich-1986 Yegerlehner-and-Voegelin-1957
chp,Chipewyan,Chipewyan,North America,North America,59,59,-106,-106,chip1261,chip1261,chp,Na-Dene,Na-Dene,,,Athapaskan,Athapaskan,c99ffff,chp,chp,0,0,CA,CA,Carter-1979 Elford-and-Elford-1981 Li-1932 Li-1933 Li-1946 Richardson-1968
chq,Chinantec (Quiotepec),Chinantec (Quiotepec),North America,North America,17.58333333,17.58333333,-96.66666667,-96.66666667,quio1240,quio1240,chq,Oto-Manguean,Oto-Manguean,,,Chinantecan,Chinantecan,tff6600,chq,chq,0,0,MX,MX,Robbins-1961 Robbins-1968
che,Cherokee,Cherokee,North America,North America,35.5,35.5,-83.5,-83.5,cher1273,cher1273,chr,Iroquoian,Iroquoian,,,Southern Iroquoian,Southern Iroquoian,d66ff33,chr,chr,0,0,US,US,Bender-and-Harris-1946 Cook-1979 Feeling-1975 Foley-1980 Holmes-and-Smith-1976 Lindsey-and-Scancarelli-1985 Reyburn-1954a Scancarelli-1986 Scancarelli-1987 Walker-1975b
cln,Cholón,Cholón,South America,South America,-8,-8,-77.5,-77.5,,chol1284,,Cholon,Hobitu-Cholon,,,Cholon,Hobitu-Cholon,fffffff,cht clh,cht,0,0,PE,PE,Adelaar-2004 Alexander-Bakkerus-2005
chv,Chuvash,Chuvash,Eurasia,Eurasia,55.5,55.5,47.5,47.5,chuv1255,chuv1255,chv,Altaic,Altaic,,,Turkic,Turkic,d0000dd,chv,chv,0,0,RU,RU,Andreev-1966 Andreev-1992 Andreev-1997 Benzing-1965 Clark-1998a Krueger-1961 Kruger-1961
chn,Chantyal,Chantyal,Eurasia,Eurasia,28.58333333,28.58333333,83.41666667,83.41666667,chan1310,chan1310,chx,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Bodic,Bodic,fffff00,chx,chx,0,0,NP,NP,Noonan-2003b Noonan-2003c Noonan-and-Bhulanja-1999
cyn,Cheyenne,Cheyenne,North America,North America,47,47,-95,-95,chey1247,chey1247,chy,Algic,Algic,,,Algonquian,Algonquian,cffffff,chy,chy,0,0,US,US,Bybee-et-al-1994 Petter-1915
cck,Chickasaw,Chickasaw,North America,North America,34,34,-88,-88,chic1270,chic1270,cic,Muskogean,Muskogean,,,Muskogean,Muskogean,c990099,cic,cic,0,0,US,US,Gordon-et-al-2000 Munro-and-Willmond-1994 Munro-et-al-2002 Shopen-1985
chi,Chimariko,Chimariko,North America,North America,41,41,-123,-123,chim1301,chim1301,cid,Hokan,Hokan,,,Chimariko,Chimariko,c0000dd,cid,cid,0,0,US,US,Dixon-1910 Nichols-1992 Powell-1877
tin,Tinrin,Tinrin,Papunesia,Papunesia,-21.66666667,-21.66666667,165.75,165.75,tiri1258,tiri1258,cir,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,cir,cir,0,0,NC,NC,Osumi-1995
cpw,Chippewa (Red Lake and Pillager),Chippewa (Red Lake and Pillager),North America,North America,48,48,-95,-95,chip1241,chip1241,ciw,Algic,Algic,,,Algonquian,Algonquian,cffffff,ciw,ciw,0,0,US,US,Schuster-1970
ojm,Ojibwe (Minnesota),Ojibwe (Minnesota),North America,North America,47.66666667,47.66666667,-92.5,-92.5,chip1241,chip1241,ciw,Algic,Algic,,,Algonquian,Algonquian,cffffff,ciw,ciw,0,0,US,US,Baraga-1878 Nichols-and-Nyholm-1995 Schwartz-and-Dunnigan-1986
