ID,NameOLD,NameNEW,MacroareaOLD,MacroareaNEW,LatitudeOLD,LatitudeNEW,LongitudeOLD,LongitudeNEW,GlottocodeOLD,GlottocodeNEW,ISO639P3code,FamilyOLD,FamilyNEW,SubfamilyOLD,SubfamilyNEW,GenusOLD,GenusNEW,GenusIcon,ISO_codesOLD,ISO_codesNEW,Samples_100,Samples_200,Country_IDOLD,Country_IDNEW,Source
mlc,Malacca Creole,Malacca Creole,Eurasia,Eurasia,2.2,2.2,102.25,102.25,mala1533,mala1533,mcm,other,other,,,Creoles and Pidgins,Creoles and Pidgins,taa0000,mcm,mcm,0,0,MY,MY,Baxter-1988
mas,Masa,Masa,Africa,Africa,10.5,10.5,15.5,15.5,masa1322,masa1322,mcn,Afro-Asiatic,Afro-Asiatic,Chadic,Chadic,Masa,Masa,cff4400,mcn,mcn,0,0,TD CM,TD CM,Caitucoli-1986 Melis-1999
mco,Mixe (Coatlán),Mixe (Coatlán),North America,North America,16.91666667,16.91666667,-95.66666667,-95.66666667,coat1238,coat1238,mco,Mixe-Zoque,Mixe-Zoque,,,Mixe-Zoque,Mixe-Zoque,tffcc00,mco,mco,0,0,MX,MX,Noordsy-and-Hoogshagen-1993 Van-Haitsma-and-Van-Haitsma-1976
mkz,Makaa,Makaa,Africa,Africa,3.416666667,3.416666667,12.25,12.25,maka1304,maka1304,mcp,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,mcp,mcp,0,0,CM,CM,Heath-2003
mey,Menya,Menya,Papunesia,Papunesia,-7.25,-7.25,146,146,meny1245,meny1245,mcr,Trans-New Guinea,Trans-New Guinea,,,Angan,Nuclear Angan,d99ffff,mcr,mcr,0,0,PG,PG,Whitehead-2005
mmi,Mambai,Mambai,Africa,Africa,9.666666667,9.666666667,14,14,mamb1294,mamb1294,mcs,Niger-Congo,Niger-Congo,Adamawa-Ubangi,Adamawa-Ubangi,Mbumic,Mbumic,tb6b6b6,mcs,mcs,0,0,TD,TD,Eguchi-1971
mla,Mambila,Mambila,Africa,Africa,6.75,6.75,11.5,11.5,,mamb1312,,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Mambiloid,d0000dd,mcu mzk,mcu mzk,0,0,NG CM,NG CM,Connell-2000 Meyer-1940 Perrin-and-Hill-1969
mdz,Mada (in Nigeria),Mada (in Nigeria),Africa,Africa,8.75,8.75,8.25,8.25,mada1282,mada1282,mda,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Platoid,Benue-Congo Plateau,dff4400,mda,mda,0,0,NG,NG,Price-1989
mbm,Mbum,Mbum,Africa,Africa,7.75,7.75,13.16666667,13.16666667,mbum1254,mbum1254,mdd,Niger-Congo,Niger-Congo,Adamawa-Ubangi,Adamawa-Ubangi,Mbumic,Mbumic,tb6b6b6,mdd,mdd,0,0,CF TD CM,CF TD CM,Hagege-1970
mab,Maba,Maba,Africa,Africa,13.75,13.75,20.83333333,20.83333333,maba1277,maba1277,mde,Maban,Maban,,,Maban,Maban,s99ffff,mde,mde,0,1,TD,TD,Lukas-1933 Trenga-1947 Tucker-and-Bryan-1966
mmo,Mordvin (Moksha),Mordvin (Moksha),Eurasia,Eurasia,54,54,44,44,moks1248,moks1248,mdf,Uralic,Uralic,Finno-Ugric,Finno-Ugric,Mordvin,Mordvin,faa0000,mdf,mdf,0,0,RU,RU,Cygankin-and-Dabaev-1975 Feoktistov-1966 Itkonen-1955 Koljadenkov-1959 Paasonen-1909 Raun-1964a Zavodova-and-Koljadenkov-1964
mgn,Magindanao,Magindanao,Papunesia,Papunesia,6.833333333,6.833333333,124.5,124.5,magu1243,magu1243,mdh,Austronesian,Austronesian,,,Greater Central Philippine,Greater Central Philippine,cffffcc,mdh,mdh,0,0,PH,PH,Llamzon-1978
mmv,Mamvu,Mamvu,Africa,Africa,3.25,3.25,29,29,mamv1243,mamv1243,mdi,Central Sudanic,Central Sudanic,,,Mangbutu-Efe,Mangbutu-Efe,fffcc00,mdi,mdi,0,0,CD,CD,Tucker-and-Bryan-1966 Vorbichler-1971
mbt,Mangbetu,Mangbetu,Africa,Africa,2.5,2.5,26.5,26.5,mang1394,mang1394,mdj,Central Sudanic,Central Sudanic,,,Mangbetu,Mangbetu,scccccc,mdj,mdj,0,0,CD,CD,Larochette-1958 Tucker-and-Bryan-1966 Vekens-1928
myg,Mayogo,Mayogo,Africa,Africa,3,3,29,29,mayo1261,mayo1261,mdm,Niger-Congo,Niger-Congo,Adamawa-Ubangi,Adamawa-Ubangi,Ubangi,Ubangi,dffff00,mdm,mdm,0,0,CD,CD,Sawka-2001
mbl,Mbole,Mbole,Africa,Africa,-0.666666667,-0.666666667,24.66666667,24.66666667,mbol1247,mbol1247,mdq,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,mdq,mdq,0,0,CD,CD,De-Rop-1971
mnr,Mandar,Mandar,Papunesia,Papunesia,-3.416666667,-3.416666667,119.0833333,119.0833333,mand1442,mand1442,mdr,Austronesian,Austronesian,,,South Sulawesi,South Sulawesi,dff4400,mdr,mdr,0,0,ID,ID,Muthalib-et-al-1992
mbe,Mbere,Mbere,Africa,Africa,-0.5,-0.5,14,14,mber1257,mber1257,mdt,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,mdt,mdt,0,0,CG GA,CG GA,Adam-1954
mdw,Mbosi,Mbosi,Africa,Africa,-1.25,-1.25,15.5,15.5,mbos1242,mbos1242,mdw,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,mdw,mdw,0,0,CG,CG,Amboulou-1998
diz,Dizi,Dizi,Africa,Africa,6.166666667,6.166666667,36.5,36.5,dizi1235,dizi1235,mdx,Afro-Asiatic,Afro-Asiatic,Omotic,Omotic,Dizoid,Dizoid,tdd0000,mdx,mdx,0,0,ET,ET,Allan-1976b Nichols-1992
mle,Maale,Maale,Africa,Africa,6,6,36.91666667,36.91666667,male1284,male1284,mdy,Afro-Asiatic,Afro-Asiatic,Omotic,Omotic,North Omotic,Ta-Ne-Omotic,cff66ff,mdy,mdy,0,0,ET,ET,Amha-2001
mra,Mara,Mara,Australia,Australia,-15,-15,135.1666667,135.1666667,mara1385,mara1385,mec,Mangarrayi-Maran,Mangarrayi-Maran,,,Mara,Mara,saa0000,mec,mec,0,0,AU,AU,Dixon-2002 Fabricius-1998 Heath-1981
mid,Midob,Midob,Africa,Africa,15.08333333,15.08333333,26.25,26.25,mido1240,mido1240,mei,Eastern Sudanic,Eastern Sudanic,,,Nubian,Nubian,s000000,mei,mei,0,0,SD,SD,Thelwall-1983 Werner-1993
mea,Meyah,Meyah,Papunesia,Papunesia,-1.166666667,-1.166666667,133.5,133.5,meya1236,meya1236,mej,East Bird's Head,East Bird's Head,,,East Bird's Head,East Bird's Head,sffff00,mej,mej,0,0,ID,ID,Gravelle-2002 Gravelle-2004 Gravelle-and-Gravelle-1991
mke,Mekeo,Mekeo,Papunesia,Papunesia,-8.333333333,-8.333333333,146.5,146.5,meke1243,meke1243,mek,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mek,mek,0,0,PG,PG,Jones-1998a
mel,Melanau,Melanau,Papunesia,Papunesia,2.5,2.5,111.5,111.5,cent2101,cent2101,mel,Austronesian,Austronesian,,,North Borneo,North Borneo,d66ff33,mel,mel,0,0,MY,MY,Omar-1983
mde,Mende,Mende,Africa,Africa,7.833333333,7.833333333,-11.5,-11.5,mend1266,mend1266,men,Mande,Mande,,,Western Mande,Western Mande,f009900,men,men,0,0,SL,SL,Aginsky-1935 Innes-1971
mir,Miriwung,Miriwung,Australia,Australia,-15.66666667,-15.66666667,129,129,miri1266,miri1266,mep,Jarrakan,Jarrakan,,,Jarrakan,Jarrakan,s990099,mep,mep,0,0,AU,AU,Kofod-1978
mtu,Motu,Motu,Papunesia,Papunesia,-9.333333333,-9.333333333,147,147,motu1246,motu1246,meu,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,meu,meu,0,0,PG,PG,Bybee-et-al-1994 Lawes-1888 Lister-Turner-and-Clark-1930
man,Mano,Mano,Africa,Africa,7,7,-9,-9,mann1248,mann1248,mev,Mande,Mande,,,Eastern Mande,Eastern Mande,d000000,mev,mev,0,0,GN LR,GN LR,Becker-Donner-1965 Bybee-et-al-1994
ahs,Arabic (Bani-Hassan),Arabic (Bani-Hassan),Africa,Africa,20,20,-10,-10,hass1238,hass1238,mey,Afro-Asiatic,Afro-Asiatic,,,Semitic,Semitic,cdd0000,mey,mey,0,0,MR,MR,Irshied-and-Kenstowicz-1984
men,Menomini,Menomini,North America,North America,45.5,45.5,-88.33333333,-88.33333333,meno1252,meno1252,mez,Algic,Algic,,,Algonquian,Algonquian,cffffff,mez,mez,0,0,US,US,Bloomfield-1962 Miner-1975 Pesetsky-1979
mba,Mba,Mba,Africa,Africa,1,1,25,25,mbaa1245,mbaa1245,mfc,Niger-Congo,Niger-Congo,Adamawa-Ubangi,Adamawa-Ubangi,Ubangi,Ubangi,dffff00,mfc,mfc,0,0,CD,CD,Pasch-1986 Tucker-and-Bryan-1966
mcr,Mauritian Creole,Mauritian Creole,Africa,Africa,-20.33333333,-20.33333333,57.5,57.5,mori1278,mori1278,mfe,other,other,,,Creoles and Pidgins,Creoles and Pidgins,taa0000,mfe,mfe,0,0,MU,MU,Baker-1972
mrh,Marrithiyel,Marrithiyel,Australia,Australia,-13.83333333,-13.83333333,130,130,mari1424,mari1424,mfr,Western Daly,Western Daly,,,Bringen,Bringen,faa0000,mfr,mfr,0,0,AU,AU,Green-1981 Green-1989 Mushin-1995 Tryon-1974
mjk,Manjaku,Manjaku,Africa,Africa,12,12,-16.25,-16.25,mand1419,mand1419,mfv,Niger-Congo,Niger-Congo,Atlantic,North-Central Atlantic,Bak,Manjaku,f000000,mfv,mfv,0,0,GW,GW,Buis-1990
myo,Mayo,Mayo,North America,North America,26,26,-108,-108,mayo1264,mayo1264,mfy,Uto-Aztecan,Uto-Aztecan,,,Cahita,Cahita,fffffcc,mfy,mfy,0,0,MX,MX,Collard-and-Collard-1974 Freeze-1989 Stolz-1996
mou,Moru,Moru,Africa,Africa,4.75,4.75,29.75,29.75,moru1253,moru1253,mgd,Central Sudanic,Central Sudanic,,,Moru-Ma'di,Moru-Ma'di,fffff00,mgd,mgd,0,0,SS,SS,Andersen-1984 Andersen-1986 Tucker-1967 Tucker-and-Bryan-1966
mgq,Mango,Mango,Africa,Africa,8.75,8.75,17,17,mang1398,mang1398,mge,Central Sudanic,Central Sudanic,,,Bongo-Bagirmi,Bongo-Bagirmi,fffffcc,mge,mge,0,0,TD,TD,Khamis-1983
mkl,Maklew,Maklew,Papunesia,Papunesia,-7.666666667,-7.666666667,139.4166667,139.4166667,makl1246,makl1246,mgf,Bulaka River,Bulaka River,,,Bulaka River,Bulaka River,ddd0000,mgf,mgf,0,0,ID,ID,Boelaars-1950
mua,Makua,Makua,Africa,Africa,-15,-15,38.66666667,38.66666667,makh1264,makh1261,,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,mgh xsq,mgh,0,0,MZ,MZ,Katupha-1983 Woodward-1926
mlu,Maleu,Maleu,Papunesia,Papunesia,-5.716666667,-5.716666667,148.4166667,148.4166667,male1289,male1289,mgl,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mgl,mgl,0,0,PG,PG,Haywood-1996
mag,Magar,Magar,Eurasia,Eurasia,28,28,83,83,east2352,east2352,mgp,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Mahakiranti,Himalayish,c0000dd,mgp,mgp,0,0,NP,NP,Shepherd-and-Shepherd-1973
mmw,Mambwe,Mambwe,Africa,Africa,-9.083333333,-9.083333333,31.16666667,31.16666667,mamb1296,mamb1296,mgr,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,mgr,mgr,0,0,ZM TZ,ZM TZ,London-Missionary-Society-1962
mgi,Magi,Magi,Papunesia,Papunesia,-10.33333333,-10.33333333,149.3333333,149.3333333,mail1248,mail1248,mgu,Trans-New Guinea,Trans-New Guinea,,,Mailuan,Mailuan,daa0000,mgu,mgu,0,0,PG,PG,Thomson-1975a
mtb,Matuumbi,Matuumbi,Africa,Africa,-8.5,-8.5,39,39,matu1259,matu1259,mgw,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,mgw,mgw,0,0,TZ,TZ,Odden-1996
mbg,Mbugu,Mbugu,Africa,Africa,-4.333333333,-4.333333333,38.16666667,38.16666667,mbug1240,mbug1240,mhd,Afro-Asiatic,Afro-Asiatic,Cushitic,Cushitic,Southern Cushitic,Southern Cushitic,c000000,mhd,mhd,0,0,TZ,TZ,
mhm,Mah Meri,Mah Meri,Eurasia,Eurasia,2.833333333,2.833333333,101.5,101.5,besi1244,besi1244,mhe,Austro-Asiatic,Austro-Asiatic,Mon-Khmer,Mon-Khmer,Aslian,Aslian,sff4400,mhe,mhe,0,0,MY,MY,
mad,Ma'di,Ma'di,Africa,Africa,3.25,3.25,31.5,31.5,madi1260,madi1260,mhi,Central Sudanic,Central Sudanic,,,Moru-Ma'di,Moru-Ma'di,fffff00,mhi,mhi,0,0,UG SS,UG SS,Blackings-and-Fabb-2003 Molinaro-1925 Tucker-1967 Tucker-and-Bryan-1966
mog,Moghol,Moghol,Eurasia,Eurasia,35,35,62,62,mogh1245,mogh1245,mhj,Altaic,Altaic,,,Mongolic,Mongolic,d009900,mhj,mhj,0,0,AF,AF,Kuzmenkov-1997 Weiers-1971 Weiers-1972 Weiers-1975 Weiers-2003
mgk,Mungaka,Mungaka,Africa,Africa,5.916666667,5.916666667,10,10,mung1266,mung1266,mhk,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,mhk,mhk,0,0,CM,CM,Tischhauser-1992
mdn,Mandan,Mandan,North America,North America,46.5,46.5,-102.5,-102.5,mand1446,mand1446,mhq,Siouan,Siouan,,,Core Siouan,Mandan,fffffff,mhq,mhq,0,0,US,US,Carter-1991 Kennard-1936 Mixco-1997
mme,Mari (Meadow),Mari (Meadow),Eurasia,Eurasia,57,57,48,48,east2328,east2328,mhr,Uralic,Uralic,Finno-Ugric,Finno-Ugric,Mari,Mari,f99ffff,mhr,mhr,0,0,RU,RU,Collinder-1957 Gruzov-1960 Itkonen-1955 Kangasmaa-Minn-1998 Kovedjaeva-1966 Kovedjaeva-1976 Moisio-1992 Pengitov-et-al-1961 Ristinen-1960 Sebeok-and-Ingemann-1961 Timofeeva-1961
buu,Buru,Buru,Papunesia,Papunesia,-3.5,-3.5,126.5,126.5,buru1303,buru1303,mhs,Austronesian,Austronesian,,,Central Malayo-Polynesian,Central Malayo-Polynesian,t99ffff,mhs,mhs,0,0,ID,ID,Grimes-1991 Grimes-1995 Hendriks-1897
dig,Digaro,Digaro,Eurasia,Eurasia,28.41666667,28.41666667,96,96,diga1241,diga1241,mhu,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Digaroan,Digaroan,f0000dd,mhu,mhu,0,0,IN,IN,North-East-Frontier-Agency-1963 Sastry-1984
mru,Maru,Maru,Eurasia,Eurasia,23.5,23.5,98.5,98.5,maru1249,maru1249,mhx,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Burmese-Lolo,Burmese-Lolo,f9999ff,mhx,mhx,0,0,MM,MM,Abbey-1899 Clerk-1911
myn,Ma'anyan,Ma'anyan,Papunesia,Papunesia,-2,-2,115,115,maan1238,maan1238,mhy,Austronesian,Austronesian,,,Barito,Barito,t990099,mhy,mhy,0,0,ID,ID,Gudai-1988 Kawi-et-al-1984 Sundermann-1913a
mor,Mor,Mor,Papunesia,Papunesia,-2.95,-2.95,135.75,135.75,morm1235,morm1235,mhz,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,South Halmahera - West New Guinea,tff4400,mhz,mhz,0,0,ID,ID,Laycock-1978
ill,Illinois,Illinois,North America,North America,40,40,-90,-90,miam1252,miam1252,mia,Algic,Algic,,,Algonquian,Algonquian,cffffff,mia,mia,0,0,US,US,White-and-White-1990
mxa,Mixtec (Atatlahuca),Mixtec (Atatlahuca),North America,North America,17,17,-97.75,-97.75,atat1238,atat1238,mib,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,mib,mib,0,0,MX,MX,Alexander-1980 Yasugi-1995
mic,Micmac,Micmac,North America,North America,45,45,-63,-63,mikm1235,mikm1235,mic,Algic,Algic,,,Algonquian,Algonquian,cffffff,mic,mic,0,0,CA,CA,DeBlois-and-Metallic-1984 Hewson-and-Francis-1990
mma,Mandaic (Modern),Mandaic (Modern),Eurasia,Eurasia,31,31,48.5,48.5,nucl1706,nucl1706,mid,Afro-Asiatic,Afro-Asiatic,,,Semitic,Semitic,cdd0000,mid,mid,0,0,IR IQ,IR IQ,Malone-1997
mxo,Mixtec (Ocotepec),Mixtec (Ocotepec),North America,North America,17.16666667,17.16666667,-97.75,-97.75,ocot1243,ocot1243,mie,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,mie,mie,0,0,MX,MX,Alexander-1988
mof,Mofu-Gudur,Mofu-Gudur,Africa,Africa,10.5,10.5,14,14,mofu1248,mofu1248,mif,Afro-Asiatic,Afro-Asiatic,Chadic,Chadic,Biu-Mandara,Biu-Mandara,c990099,mif,mif,0,0,CM,CM,Barreteau-1988
mxm,Mixtec (Molinos),Mixtec (Molinos),North America,North America,17,17,-97.58333333,-97.58333333,sanm1295,sanm1259,mig,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,mig,mig,0,0,MX,MX,Hunter-and-Pike-1969
mxg,Mixtec (San Miguel el Grande),Mixtec (San Miguel el Grande),North America,North America,17.05,17.05,-97.56666667,-97.56666667,sanm1295,sanm1295,mig,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,mig,mig,0,0,MX,MX,Dyk-and-Stoudt-1973
mxc,Mixtec (Chalcatongo),Mixtec (Chalcatongo),North America,North America,17.05,17.05,-97.58333333,-97.58333333,sanm1295,sanm1296,mig,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,mig,mig,1,1,MX,MX,Macaulay-1996 Macaulay-2005 Nichols-1992
mxu,Mixtec (Chayuco),Mixtec (Chayuco),North America,North America,16.41666667,16.41666667,-97.83333333,-97.83333333,chay1249,chay1249,mih,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,mih,mih,0,0,MX,MX,Pensinger-1974
mki,Mikasuki,Mikasuki,North America,North America,32,32,-85,-85,mika1239,mika1239,mik,Muskogean,Muskogean,,,Muskogean,Muskogean,c990099,mik,mik,0,0,US,US,Boynton-1982
mxp,Mixtec (Peñoles),Mixtec (Peñoles),North America,North America,17.08333333,17.08333333,-96.91666667,-96.91666667,peno1244,peno1244,mil,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,mil,mil,0,0,MX,MX,Daly-1973
mxl,Mixtec (Alacatlatzala),Mixtec (Alacatlatzala),North America,North America,17.25,17.25,-98.58333333,-98.58333333,alac1244,alac1244,mim,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,mim,mim,0,0,MX,MX,
min,Minangkabau,Minangkabau,Papunesia,Papunesia,-1,-1,101,101,mina1268,mina1268,min,Austronesian,Austronesian,,,Malayo-Sumbawan,Malayo-Sumbawan,d990099,min,min,0,0,ID,ID,Adelaar-1995a Moussay-1981 van-der-Toorn-1899
mxj,Mixtec (Jicaltepec),Mixtec (Jicaltepec),North America,North America,16.33333333,16.33333333,-98,-98,pino1237,pino1237,mio,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,mio,mio,0,0,MX,MX,Bradley-1970
mis,Miskito,Miskito,North America,North America,14,14,-83.66666667,-83.66666667,misk1235,misk1235,miq,Misumalpan,Misumalpan,,,Misumalpan,Misumalpan,tff66ff,miq,miq,0,0,NI,NI,Adam-1891 Anonymous-1985 CIDCA-1985 Conzemius-1929 Hale-1994 Heath-and-Marx-1961 Nichols-1992 Thaeler-and-Thaeler-nd
mxt,Mixtec (Ayutla),Mixtec (Ayutla),North America,North America,16.91666667,16.91666667,-99.16666667,-99.16666667,ayut1236,ayut1236,miy,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,miy,miy,0,0,MX,MX,Hills-1990 Pankraz-and-Pike-1967
mxz,Mixtec (Coatzospan),Mixtec (Coatzospan),North America,North America,18.08333333,18.08333333,-96.58333333,-96.58333333,coat1241,coat1241,miz,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,miz,miz,0,0,MX,MX,Small-1990
mjc,Mixtec (San Juan Colorado),Mixtec (San Juan Colorado),North America,North America,16.5,16.5,-98,-98,sanj1281,sanj1281,mjc,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,mjc,mjc,0,0,MX,MX,Campbell-et-al-1986
knw,Konkow,Konkow,North America,North America,39.5,39.5,-121.5,-121.5,nort2951,nort2951,mjd,Penutian,Penutian,,,Maiduan,Maiduan,c990099,mjd,mjd,0,0,US,US,Ultan-1967
mgg,Mangghuer,Mangghuer,Eurasia,Eurasia,36,36,102,102,tuuu1240,tuuu1240,mjg,Altaic,Altaic,,,Mongolic,Mongolic,d009900,mjg,mjg,0,0,CN,CN,De-Smedt-and-Mostaert-1964 Slater-2003 Stolz-1996 Todaeva-1973 Todaeva-1997a
mnu,Mun,Mun,Eurasia,Eurasia,19,19,110,110,kimm1245,kimm1245,mji,Hmong-Mien,Hmong-Mien,,,Hmong-Mien,Mienic,tffffcc,mji,mji,0,0,CN,CN,Shintari-and-Yang-1990
mtk,Matukar,Matukar,Papunesia,Papunesia,-4.916666667,-4.916666667,145.75,145.75,matu1261,matu1261,mjk,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mjk,mjk,0,0,PG,PG,ZGraggen-1969
mik,Mikir,Mikir,Eurasia,Eurasia,26.33333333,26.33333333,93.5,93.5,karb1241,karb1241,mjw,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Kuki-Chin,Karbic,fff6600,mjw,mjw,0,0,IN,IN,Grussner-1978 Jeyapaul-1987 Konwar-2001
mcd,Macedonian,Macedonian,Eurasia,Eurasia,41.66666667,41.66666667,21.75,21.75,mace1250,mace1250,mkd,Indo-European,Indo-European,,,Slavic,Slavic,cffff00,mkd,mkd,0,0,MK,MK,De-Bray-1980b Foulon-Hristova-1997 Friedman-1993 Groen-1977 Lunt-1952
mwc,Mawchi,Mawchi,Eurasia,Eurasia,21.33333333,21.33333333,73.66666667,73.66666667,mawc1242,mawc1242,mke,Indo-European,Indo-European,,,Indic,Indic,cff6600,mke,mke,0,0,IN,IN,
miy,Miya,Miya,Africa,Africa,10.91666667,10.91666667,9.666666667,9.666666667,miya1266,miya1266,mkf,Afro-Asiatic,Afro-Asiatic,Chadic,Chadic,West Chadic,West Chadic,c9999ff,mkf,mkf,0,0,NG,NG,Schuh-1998
mok,Mokilese,Mokilese,Papunesia,Papunesia,6.666666667,6.666666667,159.75,159.75,moki1238,moki1238,mkj,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mkj,mkj,0,0,FM,FM,Harrison-1973 Harrison-1976 Harrison-and-Albert-1976 Harrison-and-Albert-1977 Stolz-1996
mxs,Mixtec (Silacayoapan),Mixtec (Silacayoapan),North America,North America,17.5,17.5,-98.16666667,-98.16666667,sila1250,sila1250,mks,Oto-Manguean,Oto-Manguean,,Mixtecan,Mixtecan,Mixtec,tff4400,mks,mks,0,0,MX,MX,Shields-1988
tab,Taba,Taba,Papunesia,Papunesia,0,0,127.5,127.5,east2440,east2440,mky,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,South Halmahera - West New Guinea,tff4400,mky,mky,0,1,ID,ID,Bowden-1997a Bowden-2001 Bowden-and-Hajek-1999
mkj,Makasae,Makasae,Papunesia,Papunesia,-8.666666667,-8.666666667,126.5,126.5,maka1316,maka1316,mkz,Timor-Alor-Pantar,Greater West Bomberai,,Timor-Alor-Pantar,Makasae-Fataluku-Oirata,East Timor,taa0000,mkz,mkz,0,0,TL,TL,Huber-2008
tmm,Tamabo,Tamabo,Papunesia,Papunesia,-15.66666667,-15.66666667,167.1666667,167.1666667,malo1243,malo1243,mla,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mla,mla,0,0,VU,VU,Jauncey-2002
mbu,Manambu,Manambu,Papunesia,Papunesia,-4.25,-4.25,142.8333333,142.8333333,mana1298,mana1298,mle,Sepik,Sepik,,,Ndu,Ndu,fcccccc,mle,mle,0,0,PG,PG,
mul,Mulao,Mulao,Eurasia,Eurasia,25,25,108,108,mula1253,mula1253,mlm,Tai-Kadai,Tai-Kadai,,,Kam-Tai,Kam-Tai,sff66ff,mlm,mlm,0,0,CN,CN,Jung-and-Guoqiao-1993 Wang-and-Guoqiao-1993 Wang-and-Zheng-1993
mug,Bargam,Bargam,Papunesia,Papunesia,-4.883333333,-4.883333333,145.75,145.75,barg1252,barg1252,mlp,Trans-New Guinea,Trans-New Guinea,,Madang,Madang,Bargam,cff6600,mlp,mlp,0,0,PG,PG,ZGraggen-1969
maw,Maninka (Western),Maninka (Western),Africa,Africa,13,13,-11,-11,west2500,west2500,mlq,Mande,Mande,,,Western Mande,Western Mande,f009900,mlq,mlq,0,0,ML,ML,Creissels-1983 Delafosse-1929 Friedlander-1992 Tokarskaja-1964
msl,Masalit,Masalit,Africa,Africa,13.33333333,13.33333333,22,22,nucl1440,nucl1440,mls,Maban,Maban,,,Maban,Maban,s99ffff,mls,mls,0,0,TD SD,TD SD,Edgar-1989
mlt,Maltese,Maltese,Eurasia,Eurasia,35.91666667,35.91666667,14.41666667,14.41666667,malt1254,malt1254,mlt,Afro-Asiatic,Afro-Asiatic,,,Semitic,Semitic,cdd0000,mlt,mlt,0,0,MT,MT,Aquilina-1959 Borg-1997 Borg-and-Azzopardi-Alexander-1997 Comrie-1989 Corbett-2000 Dahl-1985 French-1978 Haspelmath-1997 Malherbe-and-Rosenberg-1996 Schabert-1976 Sutcliffe-1936
toq,Toqabaqita,Toqabaqita,Papunesia,Papunesia,-8.416666667,-8.416666667,160.5833333,160.5833333,toab1237,toab1237,mlu,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mlu,mlu,0,0,SB,SB,Lichtenberk-1987 Lichtenberk-1991 Lichtenberk-2000 Lichtenberk-2007 Simons-1986
mwo,Mwotlap,Mwotlap,Papunesia,Papunesia,-13.58333333,-13.58333333,167.5833333,167.5833333,motl1237,motl1237,mlv,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,mlv,mlv,0,0,VU,VU,Crowley-2002d Francois-2001
