language_id,altname_name,altname_type,relation
ngj,Tchaakalaaga,other,
zqc,Copainalá Zoque,other,
btk,Igorot,other,
lge,German (Low),other,
sha,Tai Shan,other,
jva,Karaja,other,
sng,Balawaia,other,
nar,"Barea, Barya, Nera",other,
prh,Mure-Pirahã,other,
ati,Attikamek,other,
nbb,Big Nambas,other,
may,Brat,other,
ijo,Kolokuma,other,
qan,"Quechua, Ancash",other,
tha,Siamese,other,
tsh,Shoshone (Tumpisa),other,
pmn,N Pomo,other,
grw,West Greenlandic,other,
epe,Embera-Saija,other,
swi,Were,other,
skp,Ostyak Samoyed,other,
gim,Dizu,other,
awe,Aranda (Western) ,other,
kda,Porja,other,
tes,Ateso,other,
tas,Tashelhit Berber,other,
kgt,Kangiryuarmiut Eskimo,other,
cti,Tiddim Chin,other,
bqn,"Basque, Northern High Navarrese",other,
iso,"Isoko, Uzere dialect",other,
moj,Yuman (Upriver),other,
adt,Circassian (West),other,
ash,Circassian (West),other,
ady,Circassian (West),other,
apw,Apache (San Carlos),other,
bal,Bali,other,
mrs,Kaniran,other,
atu,Arabic (Tunis),other,
ypk,Kuskokwim Eskimo,other,
cmr,Mara,other,
ytu,"Yukaghir, Tundra dialect",other,
qaw,Kawesqar,other,
man,Mawe,other,
sno,Saami (North),other,
chu,Nivacle,other,
mrw,Murawari,other,
tja,Jamul Diegueño,other,
kya,Gugu Yalanji,other,
mtp,"Mixe, Totontepec dialect",other,
ddf,"Daju, Dar Fur dialect",other,
geo,Gruzinski,other,
ga,Dangme,other,
mbl,Lombole,other,
sno,Northern Saami,other,
kmj,Karamojong,other,
ych,"Yupik, Chevak",other,
hmi,Witoto Meneca,other,
olm,"Ngaju, Dayak (Ngaju)",other,
plp,"Ngaju, Dayak (Ngaju)",other,
duk,Dukawa,other,
fli,Liptako Ful,other,
nnc,Nicobarese,other,
sou,Upper Lusatian,other,
kbl,Kabyl,other,
brr,Eastern Bororo,other,
kla,Kru,other,
kzy,Zyrian,other,
owc,Oromo (Western),other,
kyn,Ten'a,other,
ara,Arawak (Lokono Dian),other,
pin,Luritja,other,
tvo,Volga Tatar,other,
tws,Isleta,other,
mzc,Mazatec (Chiquihuitlan),other,
ood,Papago-Pima,other,
trd,Ta'e,other,
ese,Essejja,other,
mgn,Magindanaw,other,
grm,"Gurma (Gourma, Gourmantche, Gourmanch(ma)",other,
acl,Acooli,other,
way,Wayampi,other,
mrw,Muruwurri,other,
tsg,Suluk,other,
tmm,Tamambo,other,
coi,Chorti,other,
osm,"Otomi, Santiago Mexquititlan",other,
kha,Khalkha Mongolian,other,
txj,"Totonac, Xicotepec",other,
ngk,Ngenkikurunggkur,other,
mxp,Peñoles Mixtec,other,
coo,Hanis Coos,other,
zaz,Dimili,other,
lgi,Irangi,other,
ill,Wea,other,
skp,Sel'kup,other,
aba,Green River,other,
bae,Bare,other,
awe,"Aranda, Western",other,
dre,Lifu,other,
qim,Otavalo Quichua,other,
dat,Datoga,other,
put,"Paiute, Southern",other,
ndy,Djuka,other,
lkt,Lakota (Teton),other,
mil,Milan,other,
pmn,N. Pomo,other,
mie,Man,other,
bee,Beembe (H.11),other,
juh,Xu,other,
xun,!Xun,other,
pis,Pisa,other,
mgg,Monguor,other,
cku,Wishram,other,
cha,Tjamoro,other,
bch,Aurès (Ait Frah),other,
evn,Lamut,other,
ara,Lokono Dian,other,
ruk,"Rukai, Tanan dialect",other,
jin,Chino,other,
zar,Dyerma,other,
ses,S Sotho,other,
rom,Rumanian,other,
yir,Yir Yoront,other,
rti,Rottinese,other,
mgo,Lomongo,other,
nkn,Guang,other,
wry,Waray (Australia),other,
ksh,Pomo (Southwestern),other,
ctl,"Catalan, Eastern",other,
nkr,Nukoro,other,
ewo,Yaunde,other,
ktz,Kativiri,other,
pso,SE Pomo,other,
mse,Delaware,other,
unm,Delaware,other,
mum,Zing,other,
tnt,Tompakewa,other,
twx,West Khorasani Turkic,other,
tmc,Timucua (Mocama dial.),other,
nvs,Gilyak,other,
niv,Gilyak,other,
gim,Bencho,other,
ldu,N Lendu,other,
olu,"Popoluca, Oluta",other,
gan,Great Andamanese,other,
kri,"Cariri, Kipea",other,
all,Lala,other,
nuu,Nuuchahnulth (Tseshaht),other,
khl,Chaladsch,other,
hil,Ilonggo,other,
gwe,Westfaelisch,other,
obk,Obogwitai,other,
yug,Jug,other,
paa,Paanci,other,
tim,Murut,other,
krz,Kryc,other,
msy,Western Magar,other,
mie,Highland Yao,other,
cle,San Juan Chinanteco Lealao,other,
aik,Huari,other,
tmn,Rone,other,
syg,Yughur (Saryg),other,
yqy,Jaqai,other,
nze,Empeo,other,
may,Maybrat (Ayawasi),other,
lno,Sefardi,other,
koy,Koi,other,
mdu,Mundu,other,
pmc,Central Pomo,other,
scr,Serbo-Croat,other,
tbu,Tedaga,other,
grm,Gourmanchema,other,
fua,Adamawa (Fula),other,
len,Tanna,other,
pam,Jiliapan Pame,other,
slb,Suau,other,
asy,"Arabic, Damascene",other,
sre,Srê,other,
ood,O'odham,other,
byu,Bandjalang (Yugambeh),other,
lav,Russell Island,other,
wlf,Dyolof,other,
wlw,Maula,other,
nan,Kalenjin,other,
ood,Tohono O'odham,other,
nsn,S. Maidu,other,
tnk,Lavongai,other,
mdb,Mudbarra,other,
bma,Berber (Ayt Ndhir Middle Atlas),other,
nmi,Nahuatl (Mecayapan),other,
bla,Pikanii,other,
hnd,Hunde,other,
crq,Dakelh,other,
hba,Hebrew (modern Ashkenazic),other,
pir,Arawakan (Piro),other,
nrm,Narum,other,
gdl,Guadeloupean Creole,other,
grf,Carib (Hopkins Island),other,
coo,Hanis,other,
cem,Touho,other,
bqo,"Basque, Oñati ",other,
wma,W. Makian,other,
ngj,Ngadju,other,
bsm,Bichelamar,other,
spi,Spiti,other,
tal,Kitalinga,other,
may,Mai Brat,other,
tks,"Teke, Southern",other,
cri,Tatar (Crimean),other,
msg,Miri,other,
apu,Ipurinã,other,
udm,Votyak,other,
yah,"Yagan, Jagan",other,
npi,Nigerian Pidgin English,other,
kyn,Koyukon (Central),other,
tug,Tamachek',other,
chs,Siyin Chin,other,
cnl,Kanela,other,
juh,Ju|'hoan,other,
ccp,Yuman (Delta River),other,
arg,Khaliji,other,
mee,Meen,other,
sre,Köho,other,
kab,Kabardino-Cherkes,other,
ndo,"Oshinonga, Oshiwambo",other,
mny,Gunya,other,
mcr,Mauritian French Creole,other,
ngr,Narinjari,other,
les,Balese,other,
ars,Arabic (Sanaani Spoken),other,
gdf,Gavoko,other,
naj,Aramaic (Arbel Jewish),other,
sra,Taki-Taki,other,
dgb,Dagomba,other,
gzu,d Schwyzerdütsch,other,
lov,Jruq,other,
lno,Sephardic,other,
trd,Toradja,other,
khi,Xinalug,other,
kil,Luba,other,
tvo,Tatar (Volga),other,
tbu,Tubu (Daza),other,
bco,Nuxalk,other,
rsc,"Rhaeto-Romansch, Scharans dialect",other,
mmw,Cimambwe,other,
ddf,Dar Fur Daju,other,
tat,Tatanaq,other,
cjo,Chichimeco,other,
pcm,Poqomam,other,
ylm,Jelmek,other,
kfy,Fu-Yu Kyrgyz,other,
mgo,Mongo,other,
ojm,Ojibwe (Southwestern),other,
aeg,Arabic (Colloquial Egyptian),other,
kuk,Kukú (d. of Bari),other,
tps,Tepehuan (Southeast),other,
tlb,Alabugat Tatar-Nogai,other,
bsk,Bashqort,other,
lse,Mímica,other,
ldu,North Lendu,other,
ita,Italian (Roman),other,
mxs,Silacayoapan Mixtec,other,
arh,"Arabic, Bedouin-Hijazi ",other,
mno,Monache,other,
lai,Chin (Lai),other,
tza,"Tzeltal, Aguacatenango dialect",other,
tib,"Tibetan, Lhasa dialect",other,
ter,"Tera, Wuyo dialect",other,
rnd,Kirundi,other,
qay,Chanka,other,
arv,"Arabic, Negev Bedouin",other,
mid,Nubian (Meidob),other,
btk,Igorot Bontok,other,
tzt,"Tzeltal, Tenejapa",other,
grw,W. Greenlandic,other,
mos,Tsimane,other,
zen,Berber (Mauritanian),other,
yok,Yaudanchi Yokuts,other,
psm,Passamaquoddy-Maliseet,other,
mtb,Kimatuumbi,other,
nap,Persian Azerbaijan Jewish Aramaic,other,
cti,Tedim Chin,other,
qhu,Huallaga Quechua,other,
luo,Dholuo,other,
emb,Darien,other,
mag,Magari,other,
psm,Passamaquoddy-Malecite,other,
akc,Andamanese,other,
apk,Andamanese,other,
akk,Andamanese,other,
gan,Andamanese,other,
akb,Andamanese,other,
hmi,Witoto (Minica),other,
ksa,Keres (Santa Ana Pueblo),other,
bbl,Southern Bomitaba,other,
mkg,Gambian Mandinka,other,
ynm,Central Waica,other,
mab,Bura-Mabang,other,
rmc,Romansch,other,
wet,Lgona,other,
apu,Ipurina,other,
mxj,Western Jamiltepec Mixteco,other,
dio,Diola Fogny,other,
arw,W Armenian,other,
msk,Daloka,other,
moe,Mordvin (Erza),other,
rny,Nyankole,other,
mup,Maghavul,other,
tlb,Tatar-Nogai (Alabugat),other,
ret,Tanimuca,other,
bma,Tamazight (Ayt Ndhir),other,
yny,"Yanyula, Anyula",other,
omh,Dhegiha,other,
mcs,Central Sierra Miwok,other,
nai,Juchen,other,
sin,Pioje-Sioni,other,
wwy,Waray (Philippines),other,
tsh,Tümpisa Panamint Shoshone,other,
bnl,Parnkalla,other,
mce,English (Mískito Coast Creole),other,
mco,Mixe (San José El Paraiso),other,
kon,KiKongo,other,
pta,Drùbea,other,
aht,Copper River,other,
yny,Wadiri,other,
shk,Shipibo,other,
kel,Kele (in Papua New Guinea),other,
dio,Fogny,other,
gan,Andamanese (Great Andaman),other,
vai,Vai (Mande),other,
myi,MaNrayi,other,
bdc,Berbice Creole Dutch,other,
mni,Migani,other,
mei,Manipuri,other,
mss,"Sierra Miwok, Southern",other,
bln,North Agaw,other,
irm,"Gaelic, Munster",other,
yna,"Yupik, Naukan",other,
kie,Giri,other,
hak,"Hakka, Moi-yan dialect",other,
nen,Samoyed,other,
buw,Bulu (in Cameroon),other,
mij,Kaman,other,
pec,"Paya, Culmí dialect",other,
xoo,"!Xóõ, Lone Tree dialect",other,
war,Wari' (Chapacuva),other,
bgv,Bagwalal,other,
maa,Masai,other,
ttn,Tetun (Fehan),other,
cin,Ineseño,other,
tex,East/Central Xorasan Turkic,other,
tni,Rangloi,other,
abu,Yimbun,other,
inu,Iñupiat,other,
cld,Syriac,other,
lnw,Ambrym (Lonwolwol),other,
lnd,Banda-Linda,other,
moj,River Yuman,other,
ulc,Ul'cha,other,
zqs,Sierra Popoluca,other,
gir,Iro,other,
iql,Labrador Inuttut,other,
tuv,Tuvinian,other,
apw,Coyotero,other,
juh,Ju'hoan,other,
kyk,Kyaka Enga,other,
bai,Minchia,other,
bnw,Baniwa-Kurripako,other,
nbo,Kinyambo,other,
cho,Highland Chontal,other,
tas,Shilha,other,
map,Mapudungu,other,
wlw,Walookera,other,
mko,Mokulu,other,
kse,Koyraboro Senni Songhay,other,
kng,Caingang,other,
cil,CiLuba (L 31a),other,
jab,Yabim,other,
gku,Pampa,other,
dhu,Thaua,other,
knm,Baza,other,
nog,Nogay,other,
pau,Paumari,other,
wdo,"W. Desert, as spoken at Ooldea",other,
heb,Modern Hebrew,other,
gjj,Gwazazara,other,
tga,Tanga,other,
wuc,Changzhou,other,
bsk,Bashkir (Bashqort),other,
kfy,Fu-Yu Kirghiz,other,
nha,Nanda,other,
saa,Ulawa,other,
lai,Haka,other,
agt,Jupangati,other,
bar,Beri,other,
fea,Frisian (Saterland),other,
yuc,Euchee,other,
tbw,Zabwa,other,
abb,Arabic (Chadian),other,
rwe,Romany (Welsh),other,
snh,Sinhalese,other,
bkr,Karo-Batak,other,
ite,Kamchadal,other,
arw,West Armenian,other,
sou,Obersorbisch,other,
ori,Turjok,other,
kop,Permian,other,
mxp,Eastern Mixteco,other,
grm,Gourmantche,other,
knq,Roper River Kriol,other,
ykp,Motilone (Northern),other,
bnw,Baniwa (Icana),other,
ysi,Yup'ik (Sirenik),other,
mja,Jamiltepec Mixtec,other,
dom,Zutt,other,
may,"Maybrat, Mayhapeh dialect of Ayawasi village",other,
crq,"Carrier, Central",other,
scr,Croatian,other,
iql,Labrador Inuktitut,other,
wau,Waumeo,other,
sil,Shila,other,
poh,Ponapean,other,
buj,Bisio,other,
sup,Supyire (Kampwo),other,
syg,Uygur (Saryg),other,
bnl,Parnkala,other,
mme,Eastern Cheremis,other,
ach,Ache,other,
moo,Moore,other,
nis,Dafla,other,
don,Tung,other,
lno,Judeo-Spanish,other,
wll,Wallisien,other,
mdl,Matngele,other,
prs,Farsi,other,
pir,Piro Arawakan,other,
hal,Hanahan,other,
nde,Kinande,other,
nbe,Lingombe,other,
kti,Kate [sic],other,
lag,Kotoko-Logone,other,
kap,Apoze,other,
bor,Bora-Miranya,other,
gua,Guarani (Paraguayan),other,
siu,Lower Umpqua,other,
pow,Virginia Algonquian,other,
drm,Darma Lwo,other,
jmo,Morokodo,other,
nyi,Nyima,other,
sup,"Supyire, Kampwo dialect",other,
kty,Ostyak,other,
kbu,Káidi-Kanembú,other,
cti,Chin (Tedim),other,
djn,Jandijinung,other,
cre,Western Cree,other,
ird,"Irish, Donegal dialect",other,
tha,"Thai, Standard",other,
cpl,Palantla Chinantec,other,
ywl,Yawelmani Yokuts,other,
klv,Kiriwina,other,
qim,Imbabura Quechua,other,
bur,Biltum,other,
twn,Taos,other,
efi,Calabar,other,
bob,Dzamba,other,
wik,Wikchamni (Yokuts),other,
orb,Boraana,other,
mge,E. Mnong,other,
bsq,"Basque, central",other,
tzz,Tzotzil (Zinacanteco),other,
sla,Hare,other,
juh,Kung,other,
dak,Stoney,other,
kha,Mongolian,other,
cba,Chumash (Barbareno),other,
rwe,Welsh Romany,other,
bto,Toba Batak,other,
moo,Moré,other,
sst,Northern Straits Salish (Samish),other,
tab,E Makian,other,
djp,Djapu Yolngu,other,
fuz,Fuchow,other,
txj,Totonac (Xicotepec),other,
mce,Mískito Coast Creole English,other,
psj,"Popoloca, San Juan Atzingo",other,
iwa,Jiwadja,other,
new,Kathmandu Newari,other,
asl,Ameslan,other,
gad,Gede,other,
ara,Arawak (Lokono),other,
mpo,Mpongwée,other,
mie,Mien,other,
mad,Ma'diti,other,
kus,Kusundu,other,
kli,Ledo,other,
pba,Pima (Lower),other,
wll,East Uvea,other,
ijo,Kolokuma Ijo,other,
ijo,Ijo (Central Western),other,
sav,Sau,other,
kem,Qemant,other,
non,Kumaju,other,
tks,"Teke, Kukuya dialect",other,
jlu,Jur,other,
nbd,Dongola,other,
cum,Chumburu,other,
map,Araucana,other,
tgl,Monpa,other,
kfc,Fitzroy Crossing Kriol,other,
mlk,Malak-Malak,other,
mco,"Mixe, Coatlan",other,
moj,Upriver Yuman,other,
emb,Darien Embera,other,
moc,Kafa (Mo...a dialect),other,
djm,Djambarbwingu,other,
dha,Merille,other,
cku,Kathlamet,other,
dom,Nawar,other,
grf,Island Carib,other,
brc,Brunka,other,
htt,Witoto,other,
fij,"Fijian, Boumaa",other,
hid,Hiraca,other,
drg,Darginski,other,
tbo,Tagabili,other,
nbr,Guaymi,other,
knd,Kanarese,other,
kro,Kurungu,other,
rbu,Bugurdzi,other,
tja,Diegueño (Jamul),other,
mxz,Coatzospan Mixteco,other,
kpe,Guerze,other,
ese,Chama (Tiatinagua),other,
kji,Northern Kurdish,other,
snm,Sanima,other,
arq,Iraqi Arabic,other,
buw,Bulu (Cameroon),other,
arm,Eastern Armenian,other,
kho,Hottentot,other,
bnq,Gan,other,
gso,"Greenlandic, South",other,
gbk,Gbaya Kaka,other,
yna,Yup'ik (Naukan),other,
rsc,Rhaeto-Romansch (Scharans),other,
mxl,Highland Guerrero Mixteco,other,
kil,Luba-Shaba,other,
kri,Kipea,other,
igs,Tabi (Ingessana),other,
kyl,Karen (Red),other,
wrb,Gunditjmara,other,
nun,Lungchow,other,
nze,Zeme Naga,other,
kwo,Kwoma,other,
naj,Arbili Neo Aramaic,other,
but,Buryat,other,
bug,Rappang Buginese,other,
yei,Jei,other,
djp,Dhuwala,other,
ain,"Ainu, Hokkaido dialect",other,
mii,Mileere,other,
cax,Axininca Campa,other,
nhm,Michoacán Aztec,other,
geo,Kartuli,other,
eka,Ekagi,other,
siu,Umpqua (Lower),other,
mri,Marori,other,
nhc,Central Aztec ,other,
kyl,E Kayah,other,
aso,Oirot,other,
ijo,"Ijo, North-Central",other,
bur,Burushaski (Yasin),other,
hay,Vayu,other,
swa,KiSwahili,other,
dts,"Dogon, Toro So dialect",other,
lug,High Lugbara,other,
kel,Kele (Papua New Guinea),other,
tlp,Tlapaneco,other,
lse,Spanish Sign Language,other,
deu,Chutiya,other,
naa,Aramaic (Amadia),other,
wma,W Makian,other,
lje,Laudje,other,
atq,Yup'ik (Pacific Gulf),other,
pur,Tarascan,other,
wrg,Wargamay,other,
pno,Northern Paiute,other,
kkv,Kaliai,other,
yus,Siberian Yup'ik,other,
brw,Western Bru,other,
uyg,Uigur,other,
pms,Paamese of Vanuatu,other,
lep,Rong,other,
bmb,Moba,other,
mbg,Ma'a,other,
kul,Dawuro,other,
knp,Enkelembu,other,
shh,Sharanawa,other,
yir,Yir-Yiront,other,
hrr,Adare,other,
wat,Wadjeri,other,
yel,Yeletnye,other,
wal,Walman,other,
swt,Siswati,other,
kim,Kaladdarsch,other,
mkb,Miwok (Bodega),other,
ara,Arawak (Surinam),other,
yqy,Yaqay,other,
pap,Papiamento,other,
ngm,Gambai,other,
lga,Ongtong Java,other,
jiv,Jibaro,other,
awn,Awiya,other,
jng,Chingpaw,other,
gae,Scottish Gaelic,other,
orh,"Oromo, Harar of Dirre Dawa town",other,
mrq,"Marquesan, North",other,
awy,Awji,other,
nav,Navaho,other,
ngu,Tongoa,other,
nun,Nung Fan Slihng,other,
itz,Itzaj Maya,other,
eud,Heve,other,
nko,Ciga,other,
mdm,Muthimuthi,other,
dan,Gio,other,
ykp,Motilón (Northern),other,
grw,W Greenlandic,other,
tab,E. Makian,other,
bus,Busa (in Nigeria),other,
brw,"Bruu, Western",other,
zap,Mitla Zapotec,other,
mxg,"Mixtec, San Miguel",other,
xoo,!Xóõ (Lone Tree),other,
mga,Ndunga,other,
nhh,Hidalgo Nahuatl,other,
gfr,Guianese (French),other,
dga,Dagare,other,
chu,Axluslay,other,
tsn,Shangaan,other,
naj,Neo-Aramaic (Arbel),other,
bak,Babinga,other,
amb,Abelam,other,
aga,Gadsup (Agarabi),other,
nau,Nauru,other,
kmu,Khmu,other,
bma,Berber (Ayt Ayache Middle Atlas),other,
trd,Toraja Sa'dan,other,
gre,"Greenlandic, East",other,
her,Ochiherero,other,
klz,Ikalanga,other,
ynk,Kulpantja,other,
mgg,Mongor,other,
hlu,Upriver Halkomelem,other,
kab,Circassian (East),other,
grw,"Inuktitut, West Greenlandic",other,
fon,Fon,other,
nih,Shuwa,other,
haw,'Olelo Hawai'i,other,
wob,Wobé,other,
rse,Romani (Sepec*ides),other,
ngl,Ngalakgan,other,
den,Deni,other,
kma,Kamaiura,other,
swi,Weda,other,
cld,Chaldean,other,
arp,Bukiyip,other,
tvl,Ellice,other,
nok,Karagash Nogai,other,
tbu,Dazaga,other,
shl,Shulla,other,
orh,Harar,other,
emb,Sambú,other,
tic,Tucuna,other,
kin,Ruanda,other,
tug,Tuareg,other,
brd,Baadi,other,
dam,Wiwa,other,
tnb,Tunebo (Central),other,
amp,E Aranda,other,
abb,Chadian Arabic,other,
tet,Òtètèla,other,
bej,Bedauye,other,
cuc,Timote-Cuica,other,
dig,Digaro Mishmi,other,
mir,Merong,other,
mon,Mon (Burmese),other,
glp,Yuulngu,other,
bkr,Karo Batak,other,
sim,Simalur,other,
all,Pokau,other,
agt,Mpakwithi,other,
nse,Chinsenga,other,
orh,Harar Oromo,other,
btk,Bontoc,other,
wal,Koruon,other,
gue,Wè,other,
nen,Yurak Samoyed,other,
iri,Irish Gaelic,other,
gum,Gumbainggir,other,
wmu,Wik-Munkan,other,
pen,Pengu,other,
ktl,Akalak,other,
kmu,Kammu,other,
jlu,Luwo,other,
nok,Karagash Nogay,other,
ylb,Yulboridja,other,
lai,Lai (in Myanmar),other,
dua,Douala,other,
sak,Sakau,other,
wll,Uvea (East),other,
aml,North-East Ambae (Lolovoli),other,
oji,E. Ojibwa,other,
hmu,Witoto Muinane,other,
uzn,"Uzbek, Tashkent dialect",other,
gay,Gajo,other,
kay,Gayardilt,other,
dul,Trung,other,
tex,Xorasan Turkic,other,
akn,Asante,other,
mdl,Matngala,other,
qco,Cochabamba Quechua,other,
kut,Kootenai,other,
xar,Xaracuu,other,
bsm,Bislaman,other,
eka,Kapauku,other,
tug,Tamasheq (Tahaggart),other,
che,"Cherokee, North Carolina",other,
naj,Arbel Jewish Aramaic,other,
ksa,Santa Ana Keresan,other,
cin,Ineseno Chumash,other,
kij,Kija,other,
akn,"Fante, Twi",other,
mer,Mer,other,
kch,"Songhay, Koyra Chiini",other,
hmd,Hmong Dao,other,
tug,Tuareg (Tahaggart Tamahaq),other,
mag,Eastern Magar,other,
ygr,"Yagaria, Move dialect",other,
paw,"Pawaian, Oyobe dialect",other,
xun,!Khung,other,
gpz,Appenzel,other,
don,Dong (Southern),other,
chx,Huamelultec Oaxaca Chontal,other,
ayi,Agni,other,
tws,S. Tiwa,other,
gso,S Greenlandic,other,
pno,Paviotso,other,
mid,Darfur-Nubian,other,
kuv,Kuwi,other,
chx,Oaxaca Chontal,other,
kch,Songhay (Koyra Chiini),other,
bou,Wargla,other,
aht,Mednovskiy,other,
bej,Bischari,other,
kyl,Eastern Kayah Li,other,
tps,Southeastern Tepehuan,other,
kyn,Alaska,other,
mjk,Mandyak,other,
sel,Ona-Selknam,other,
mxt,Ayutla Mixtec,other,
gbb,Gbeya-Bossangoa,other,
emb,Empera,other,
sdw,Sandaui,other,
amp,Mparntwe Arrernte,other,
bkn,Kundu,other,
mmv,Tengo,other,
psj,Popoloca (San Juan Atzingo Puebla),other,
isn,Maragat,other,
apa,Palestinian-Jordanic Arabic,other,
kpe,Kpele,other,
pec,Paya (Culmí),other,
fut,West Futuna-Aniwa,other,
sla,"Slave, Hare dialect",other,
yct,Yucateco,other,
agc,Agta,other,
afr,Afrikaans (Standard),other,
bse,Tamazight (Oum Jeniba),other,
mba,Mbane,other,
kji,Kurdish (Kurmanji),other,
ccm,Comaltepec Chinantec,other,
hve,Huave,other,
mxj,Jicaltepec Mixtec,other,
pkn,Baagandji,other,
brm,Burmese (Colloquial),other,
mne,Maidu (Moutain),other,
ypk,Yupik,other,
kyp,Kayapo,other,
mad,Ma'adi,other,
miz,Lushai (Mizo),other,
dni,Lower Grand Valley Dani,other,
kkv,Kandoka-Lusi,other,
zhn,Buyi,other,
ady,Abzakh,other,
tts,"Tati, Southern",other,
bbw,Mayali,other,
tja,Jamul Tiipay,other,
ksg,Sgaw Karen,other,
fua,Adamawa Fulani,other,
kch,"Songhay, Koyra Chiini dialect",other,
zul,IsiZulu,other,
kll,Bosavi,other,
cti,Kamhau,other,
bug,Buginese,other,
wik,Yokuts (Wikchamni),other,
nhn,N. Puebla Nahuatl,other,
ror,Waima,other,
kji,Kurdish (Northern),other,
grf,"Island Carib, Carib (Island)",other,
dul,Drung,other,
jmo,Mödö,other,
way,Oyampi,other,
bsh,Bushonga,other,
nhh,Tamazunchale Nahuatl,other,
agc,Central Agta,other,
grf,Black Carib,other,
err,Sye,other,
epe,Saija,other,
asm,Asmat (Flamingo Bay),other,
twx,West Quchani,other,
khv,Xvarshik,other,
bem,Cibemba,other,
ngm,Sara-Ngambay,other,
rka,Romani (Wallachian),other,
cle,Lealao Chinantec,other,
cil,Tshiluba,other,
wwy,Waray Waray,other,
par,Lokoro,other,
mnd,Mandarin Chinese,other,
stn,Northern Sotho,other,
ese,Chama,other,
tap,Gapun,other,
mgu,Mulwi,other,
fio,West Kongo,other,
kfe,Kurumfe,other,
nob,"Nubian, Mahas dialect",other,
mea,Mansibaber,other,
tri,Copala Trique,other,
sta,Dunsyan,other,
bjs,Kubang,other,
trg,Rio Grande Tewa,other,
chz,Chaozhou Chinese,other,
fuz,Foochow,other,
nse,Cinsenga,other,
mwn,Northern Sierra Miwok,other,
brl,Baragaon,other,
yin,Kurama,other,
nor,Norwegian (Bokmal),other,
knn,Kanauri,other,
cea,Eastern Cree,other,
mcs,C Sierra Miwok,other,
lug,Logbara,other,
pop,Los Reyes Metzontla,other,
ktk,Mandagué,other,
mpa,Murinhpatha,other,
bse,Oum Jeniba Tamazight,other,
jur,Hezhen,other,
ven,Tshivenda,other,
cop,Sahidic Coptic,other,
tet,Otetela,other,
pme,E. Pomo,other,
nym,Nyamwezi,other,
gue,Gere,other,
ahu,Auju,other,
mka,Mau,other,
apj,"Apache, Jicarilla",other,
hok,Chinese (Hokkien),other,
tbu,Tebu,other,
orh,Oromo (Dirre Dawa Harar),other,
lnd,Banda Linda,other,
oto,Chiwere,other,
yug,Yug,other,
ael,Arabic (East Libyan),other,
wur,Waura,other,
arw,Armenian (West),other,
cly,Chulym Turkic,other,
deu,Deori,other,
gdl,Guadeloupean,other,
hyo,Khyang,other,
wll,E Uvea,other,
amb,Abulas,other,
hln,Koyong,other,
par,Pari,other,
ttn,Tetum,other,
luv,Lwena,other,
kho,Khoekhoe,other,
vla,Vlaams Gebarentaal,other,
yta,Tatar (Yurt),other,
bma,Tamazight (Middle Atlas),other,
cas,Caxinyo,other,
ygd,Duru,other,
bkl,Bicolano (Central),other,
orw,Waata,other,
nto,Lontomba,other,
tzs,Tzotzil (San Andres),other,
laf,Tegem,other,
kot,Kota (in India),other,
tpt,Guarayu (Paraguay),other,
kse,Songhai (Koyraboro Senni),other,
lai,Lai (in Burma),other,
sre,Srê (Köho),other,
moe,Mordvin (Erzja),other,
drg,Dargva,other,
ifi,Tuscan,other,
fli,Liptaako-Dori Fula,other,
blc,Balochi,other,
twn,Picuris,other,
moa,Mono Alu,other,
mkn,Mancagne,other,
map,Mapuche,other,
pno,N Paiute,other,
jng,Kachin,other,
sly,Selayarese,other,
brs,S. Barasano,other,
did,Xaroxa,other,
amr,Moroccan Arabic,other,
win,Wintun,other,
amr,Maghrebi Arabic,other,
hlp,Upland Yuman,other,
yus,Yupik (Siberian),other,
djp,Dhuwal,other,
mis,Mosquito,other,
ika,Ica,other,
nuu,"Nuuchahnutlh (Tseshaht, Tsishaath)",other,
kss,"Kisi, Southern dialect",other,
tne,Timne,other,
nmb,Nambiquara (Southern),other,
mxz,Mixteco (Coatzospan),other,
kar,Fer,other,
pme,Eastern Pomo,other,
doy,Doayo,other,
jiv,Siurra,other,
trc,Trique (de Chicahuaxtla),other,
kje,Coreguaja,other,
sno,Lappish,other,
tuk,"Tukang Besi, Wanci dialect",other,
ara,Lokono,other,
fef,Fe?fe?,other,
ben,Bangla,other,
tpa,"Totonac, Papantla dialect",other,
yqy,Sohur,other,
avo,Avukaya,other,
tay,Kaldosh,other,
bik,Numfor,other,
brs,S Barasano,other,
duz,Flemish (Zeeuws),other,
bui,Buli (Indonesian),other,
apk,Aka-Bojígíab,other,
bem,Ichibemba,other,
npa,"Nahuatl, Pajapan",other,
ik,Teuso,other,
loz,Silozi,other,
wet,Literi Lagona,other,
adn,Atynyamathanha,other,
cde,De'kwana Carib,other,
akn,Fanti,other,
alb,"Albanian, Tosk dialect",other,
nym,Kinyamwezi,other,
gus,Ekegusii,other,
kac,Bara,other,
fas,Fasu (Namo Me),other,
thk,Thakali Marphatan,other,
khm,Cambodian,other,
gdk,Gadaba (Pottangi Ollar),other,
run,Runga,other,
ksm,Kassena,other,
cem,Cemuhi,other,
mzn,Sari,other,
amo,Amap,other,
all,"Lala, Pokau",other,
gso,S. Greenlandic,other,
btk,Central Bontok,other,
die,Kumeyaay,other,
tas,Tachelhait,other,
bgo,Bungu,other,
