name,type
Abelam,other
Retuarã,other
Kundu,other
Yâlayu,other
Awa-Kwaiker,other
Mapodi,other
Paamese of Vanuatu,other
Acatec,other
S Barasano,other
Bicolano (Central),other
Siurra,other
Chulikata,other
English (Standard Southern British),other
"Hakka, Moi-yan dialect",other
Mangap Mbula,other
Persian Azerbaijan Jewish Aramaic,other
N. Sakai,other
Oyampi,other
Saliba (PNG),other
Taishan,other
Tukano,other
Maidu (Moutain),other
Orochi,other
Prinmi,other
Karamojong,other
Tuvaluan (North),other
"Maybrat, Mayhapeh dialect of Ayawasi village",other
Qawasqar,other
Nawar,other
Airmati,other
!Xóõ (Lone Tree),other
Ambrym (Southeast),other
Tengo,other
"Diegueño, Mesa Grande dialect",other
Papago,other
Mongolian,other
Yuman (Delta River),other
Djambarbwingu,other
Cebuano Visayan,other
Great Andamanese,other
Enindhilyagwa,other
Camsa,other
Wo'tiheh,other
"Gurma (Gourma, Gourmantche, Gourmanch(ma)",other
Warau,other
"Tzeltal, Aguacatenango dialect",other
Touho,other
Iro,other
Mendeya,other
E. Mnong,other
Ika (Colombia),other
Tlapaneco,other
Tlapaneca,other
Western Cree,other
Zuñi,other
Dongola,other
Cegiha,other
Khanty (Obdorsk),other
Northern Sierra Miwok,other
Lungchow,other
Cou,other
Dazaga,other
Saliva,other
Kohistani,other
"Cariri, Kipea",other
Panamint,other
Arabic (Sanaani Spoken),other
Guniyan,other
Eastern Luba,other
Tarahumara,other
Tamachek',other
"Otomi, Sierra",other
MaNrayi,other
Agni',other
Tyvan,other
Tepeth,other
"Paya, Culmí dialect",other
Squamish (Sqxwu7mish),other
Srê (Köho),other
Giri,other
Kame.ntzá,other
Garadjari,other
Kuku (Bari),other
Welsh Romany,other
Sichule,other
Serbo-Croat,other
Murinpatha,other
"Isoko, Uzere dialect",other
Anyula,other
Kryc,other
Ostjak,other
Popoloca (San Juan Atzingo Puebla),other
Lower Lake Pomo,other
Kanarese,other
Gidabul,other
Caxinyo,other
Maring,other
Zeliangrong,other
Coptic (Sahidic),other
South Central Tlaxiaco Mixteco,other
Tiddim Chin,other
Air Mati,other
Karachay,other
Guaraní (Eastern Bolivian),other
Mbundu,other
Buduk,other
Papiamento,other
Rocoroibo,other
"Fante, Twi",other
Budux,other
Dawuro,other
Kriol (Roper River),other
Aranda,other
Darginski,other
Mulwi,other
Tepes,other
"Totonac, Papantla dialect",other
Ellice,other
Acooli,other
Yokuts (Wikchamni),other
Tunisian Arabic,other
Ostyak,other
Temane,other
Tetum,other
Kawesqar,other
Empera,other
Komodo,other
Easter Island,other
Papia Kristang,other
Weda,other
Kwakwala,other
Mayali,other
Monpa (Central),other
Kulpantja,other
Kayapo,other
Bom,other
Oviedo,other
Kuba,other
Coatzospan Mixtec,other
Rhaeto-Romansch,other
Bara,other
Mesalit,other
Chumburu,other
Bare,other
"Chinantec, Highland, Quiotepec dialect",other
Big Nambas,other
"Basque, Zeberio ",other
Craho,other
Chinese (Mandarin),other
"Andamanese, Great Andaman dialect",other
Kuskokwim Eskimo,other
Sabari,other
Dima,other
Santee,other
Obersorbisch,other
Barta,other
Ilonggo,other
Mogol',other
Kusundu,other
Kashaya (Southwestern Pomo),other
Siswati,other
Yessan-Mayo,other
Mískito Coast Creole English,other
Lezgi,other
Moba,other
Makian (East),other
Borana,other
Culina (Madija),other
Northern Sotho,other
"Ivatan, Southern",other
"Quechua, Cochabamba",other
Peñoles Mixtec,other
"Monguor, Minxe dialect",other
Tiri (Grand Couli),other
Kristang,other
Magindanaw,other
Jiarong,other
Romani (Wallachian),other
Karatay,other
Tamazight (Middle Atlas),other
Ica,other
Yucateco,other
Gamor,other
Guadeloupean,other
Quiotepec Chinantec,other
Sandaui,other
Barya,other
Mau,other
Brat,other
Central Bontok,other
Senoi,other
Maa,other
Igorot Bontok,other
Wasco-Wishram,other
Mali-Baining,other
Hokkien Chinese,other
Arabic (Colloquial Egyptian),other
Janjula,other
Man,other
Itza,other
Kuku Nganhcara,other
Lebanese-Syrian Arabic,other
Dimili,other
Trukese,other
East Makian,other
Trique (de Chicahuaxtla),other
Tamazunchale Nahuatl,other
Kobroor,other
Moroccan Arabic,other
Selknam (Central),other
Fe?fe?,other
Boumaa Fijian,other
Picuris,other
Yacouba,other
Aklan,other
Mudbarra,other
Yenisey Ostyak,other
Gagudju,other
Tuareg (Tahaggart),other
Neo-Aramaic (Arbel),other
St'at'imcets,other
Paya (Culmí),other
Aniwa,other
Gio,other
Karipuná do Guaporé,other
Bischari,other
Pikanii,other
Chingpaw,other
"Selknam, Central dialect",other
Eastern Kayah Li,other
N Saami,other
Otomi,other
N Sakai,other
Kirundi,other
Kidie,other
"Albanian, Tosk dialect",other
Lokono Dian,other
Lolo,other
Fu-Yu Kyrgyz,other
Kirinit,other
East/Central Xorasan Turkic,other
"Naxi, Western dialect",other
Imbabura Quechua,other
Nuguor,other
Burushaski (Yasin),other
"Nahuatl, Xalitla",other
Ineseño,other
"Quechua, Ecuadorean",other
Yaudanchi Yokuts,other
Teda,other
"Basque, Oñati ",other
Faranyao,other
Santa Ana Pueblo,other
Jamiltepec Mixtec,other
Western Jamiltepec Mixteco,other
Chinese (Chaozhou),other
Witoto Muinane,other
Lakota,other
Eastern Mnong,other
Megrelian,other
Kurdish (Kurmanji),other
Pioje-Sioni,other
Batad,other
Dehu,other
Xaroxa,other
Buma (Solomon Islands),other
Mori,other
Arawakan (Piro),other
E. Armenian,other
Witoto Meneca,other
"Mixe, Tlahuitoltepec",other
Croatian,other
Kiribatese,other
Chinese,other
Tanna,other
Palu,other
"Rhaeto-Romansch, Scharans dialect",other
"Ormuri, Logari dialect",other
Ciga,other
Rangloi,other
Meidob Nubian,other
Pala,other
Tshivenda,other
Gusha Bade,other
Aiki (Runga),other
Mparntwe Arrernte,other
Western Bru,other
Chin (Lai),other
"Zapotec, Mixtepec",other
Pisa,other
Areare,other
Heve,other
Bukidnon,other
Wetawit,other
Muralidban,other
N. Lendu,other
Copainalá Zoque,other
Tumucua,other
Baniwa-Kurripako,other
Creole (Hawaiian),other
Silacayoapan Mixtec,other
Igorot,other
"Yagan, Jagan",other
Xakas,other
Ingalik,other
Diola Fogny,other
Waray Waray,other
Erromanga,other
Gumbainggir,other
Futunan (East),other
Darma Lwo,other
N.E. Maidu,other
Fogny,other
Tolitai,other
West Frisian,other
Ngadju,other
Chalcatongo Mixtec,other
Kabyl,other
Embera-Catio,other
Bosavi,other
Jingulu,other
Mandagué,other
Northern Saami,other
Nisenan (Central Hill),other
Sama Bajau,other
Highland Popoluca,other
Isthumus Nahuatl,other
Wahehe,other
Baniwa of Icana,other
Sestwana,other
Otjiherero,other
Ngkalmpw Kanum,other
Western Magar,other
Yidena,other
Witoto (Minica),other
Northern Sagara,other
Yabim,other
Witoto Murui,other
Kathmandu Newari,other
Sadan,other
Primi,other
Nissan,other
Toba Batak,other
Tofalar,other
Northern Tepehuan,other
Hochunk,other
Sohur,other
Nubian (Mahas),other
Nias Selatan,other
Chama,other
Otetela,other
W. Greenlandic,other
"Basque, Sakana",other
Ju'hoan,other
Sioni,other
Mímica,other
Lomtomba,other
Serbian,other
Huasteco,other
Calabar,other
Fante Akan,other
KiSwahili,other
Bira,other
Coreguaja,other
Muruwurri,other
Bwe Karen,other
Ipurinã,other
Indonesian (Irianese),other
Lomongo,other
Gwich'in,other
Livonian,other
N. Puebla Nahuatl,other
Bulu (Cameroon),other
Nuri,other
Shila,other
Tibetan (Amdo),other
Ibo,other
Dangme,other
Car,other
Uvea (East),other
Paya-Pucuro Kuna,other
Mawe,other
Buyi,other
Central Pomo,other
Alacaluf,other
Romansch,other
Saa,other
Paanci,other
Naga (Kachcha),other
Darien,other
Mixe (Coatlan),other
Timucua (Mocama dial.),other
Arabic (Cairene),other
Ingura,other
Fasu (Namo Me),other
Rumanian,other
Havyaka,other
Magar (Tanahu),other
Western Bukidnon Manobo,other
Beembe (H.11),other
Ipurina,other
Toradja,other
Dasenech,other
Irangi,other
Fulnio,other
Meen,other
Hanguohua,other
Ekegusii,other
Dyerma,other
Natick,other
Ojibwe (Southwestern),other
Chavante,other
Yimbun,other
Bali,other
Sakau,other
Michoacan Nahuatl,other
Cibemba,other
Crioulo (Guinea Bissau),other
Eastern Pomo,other
Sakai,other
Maghavul,other
!Xu (Ju/'hoan),other
Wiwa,other
Panyima,other
Saryg-Uygur,other
Abazin,other
Jabem,other
Liptako Ful,other
Jabaal,other
Emwae,other
"Basque, Bidasoa Valley ",other
"Yanyula, Anyula",other
Ambrym,other
"Arabic, Damascene",other
Masset Haida,other
Khoekhoe,other
Miriam,other
"Slave, Hare dialect",other
Zoque (San Miguel Chimalapa),other
Waura,other
Karaja,other
Ineseño Chumash,other
Serbo-Croatian (Croatian),other
Maranunggu,other
Tedim Chin,other
Shoshone (Tümpisa),other
Zing,other
Yebamasa,other
Nubian (Meidob),other
Yukatek,other
Lamut,other
Atynyamatana,other
Jelmek,other
Eastern Oromo,other
Gbadi,other
"Taba, Waikyon dialect",other
"Irish, Donegal dialect",other
Busa-Bisa,other
"Ijo, North-Central",other
Botin,other
Simalur,other
Marind (Eastern),other
Jicaltepec Mixtec,other
Tuvinian,other
Yade,other
Tzotzil (Zinacanteco),other
Tae',other
Aramaic (Amadia),other
Tlapaneco (Malinaltepec),other
Palantla Chinantec,other
Chiricahua Apache,other
Oirot,other
Marphatan Thakali,other
Yuulngu,other
Ese-ejja,other
Socotri,other
Arabic (Cyrenaican Libyan),other
S. Barasano,other
Koko-Ja'o,other
Kamhau,other
Pitjantjara = Western Desert,other
Dargva,other
Iai,other
Yidinj,other
Mountain Maidu,other
Lontomba,other
Moxo,other
Mbane,other
Popoloca De Metzontla,other
Pari,other
Guarayú,other
Shipibo,other
Gurage (Chaha),other
Malaita (North),other
Nyankole,other
Levantine Arabic,other
Aranda (Western) ,other
Tinombo,other
(Colloquial) Burmese,other
Cewa,other
Minnesota Ojibwe,other
!Khung,other
Pa'anci,other
Yeletnye,other
Srê,other
Tamasheq (Tahaggart),other
Yagan,other
Uigur,other
Chontal (Tabasco),other
"Basque, central",other
Gulf Arabic,other
Haka,other
Supyire (Kampwo),other
Taki-Taki,other
Kubang,other
Merille,other
Luba-Shaba,other
Kanela,other
Murma,other
Arbili Neo Aramaic,other
Kammu,other
Kinande,other
Thompson River Salish,other
Maskoy,other
"Yupik, Naukan",other
Shilha/Tashlhiyt,other
Gavoko,other
Modern Mandaic,other
Lai (in Myanmar),other
Isangu,other
Digaro Mishmi,other
Walbiri,other
Gunditjmara,other
Judeo Spanish,other
Karagash Nogai,other
Berik (Tor),other
IsiZulu,other
Barua,other
Figuig,other
Parnkalla,other
Campa,other
Kalenjin,other
S. Paiute,other
Kathlamet,other
Rhaeto-Romansch (Scharans),other
Karo-Batak,other
NE Maidu,other
Gadsup (Agarabi),other
Skou,other
Tongoa,other
Chad Arabic,other
Poko,other
Upriver Yuman,other
Aomie,other
Jug,other
Mathimathi,other
Jur,other
Tsova-Tush (Batsbi),other
Ayutla Mixteco,other
Nederlands,other
Dong (Southern),other
Western Yi,other
Eastern Cree,other
Yankunytjatjara,other
Cantonese Chinese,other
Dene,other
Poconchi,other
Koko Imudji,other
Buli (Indonesian),other
"Paiute, Southern",other
San Esteban Atatláhuca Mixteco,other
Peninsular Maya,other
Bangla,other
Ngenkikurunggkur,other
Totonaca (Xicotepec de Juaréz),other
Ju|'hoan,other
Chinese (Kunming),other
Ta'e,other
Donno So Dogon,other
Bena-Bena,other
Itza Maya,other
Kotoko-Logone,other
Dafla,other
Pokau,other
Karo/Rawa,other
Gwe,other
Mekeo-Kovio,other
Kibo,other
Dhaasanac,other
Tegem,other
Lala,other
S. Maidu,other
Nigerian Pidgin English,other
Eseejja,other
Armenian (West),other
"Mixe, Coatlan",other
Özbek,other
Euchee,other
Bishnupriya,other
Lingombe,other
Ngadha,other
"Lakota, Dakota, Teton",other
W Apache,other
Mien,other
Adare,other
Shilha,other
Buma (in Solomon Islands),other
"Tera, Wuyo dialect",other
Brok-skad,other
Oromo (Dirre Dawa Harar),other
"Otomi, Santiago Mexquititlan",other
Makian (West),other
Ostyak Samoyed,other
Canala,other
Bo,other
Xebero,other
Tai Shan,other
Amap,other
Yaunde,other
Mbaye,other
Northern Straits Salish (Samish),other
Zabwa,other
Kisonge,other
Oshidonga,other
Central Sierra Miwok,other
"Chingpaw, Jingphaw",other
C Sierra Miwok,other
Teda-Daza,other
Jruq,other
Essejja,other
Central Aztec ,other
E Magar,other
Jiliapan Pame,other
Naga,other
"Barea, Barya, Nera",other
Atatlahuca Mixtec,other
Hanahan,other
Wemba Wemba,other
Futua,other
Zyrian,other
Syrian Arabic,other
Suk,other
Mordvin (Erzja),other
Avukaya,other
Highland Chinanteco,other
Rwanda,other
Waata,other
Awngthim,other
Kala Moru,other
Kolyma,other
Rolom,other
Wongkumara,other
Ambae (Lolovoli),other
San Juan Chinanteco Lealao,other
North Puebla Nahuatl,other
Embera-Saija,other
Southern Paiute,other
Al'utor,other
Cuiva,other
Berber (Mauritanian),other
Songhay (Koyraboro Senni),other
Pomo (Southwestern),other
Solor,other
Monache,other
Auca,other
Sierra Popoluca,other
Kate,other
Cimambwe,other
Scots Gaelic,other
Songhay (Koyra Chiini),other
Nogay,other
Ongtong Java,other
Tchaakalaaga,other
Ayutla Mixtec,other
Belarusan,other
Norwegian (Bokmal),other
Bagero,other
Twi,other
!Xun,other
Kunjut,other
Mpakwithi Anguthimri,other
"Lugbara, Western",other
Mandarin Chinese,other
Tshiluba,other
Mixteco (Ayutla),other
Mandaic,other
Kildin,other
Jinghpo,other
Songhai (Gao),other
Virginia Algonquian,other
"Basque, Roncalese",other
"Island Carib, Carib (Island)",other
Kihunde,other
Bukiyip,other
Gonja,other
Sgaw Karen,other
Bushona,other
"Nahuatl, Huauchinango",other
Mauritian French Creole,other
Erza-Mordvin,other
Suluk,other
Tequistlatec,other
Votyak,other
Osmanli,other
Kipea,other
Ponape Proper,other
Ijo (North-Central),other
Ocotepec Mixtec,other
Eastern Armenian,other
Mixe (San José El Paraiso),other
Ponapean,other
Otavalo Quichua,other
Kikongo,other
Macusa,other
Gourmantche,other
Wind River Shoshone,other
Kafa (Mo...a dialect),other
W Tarahumara,other
"Bruu, Western",other
"Basque, Hondarribia ",other
Gbeya-Bossangoa,other
Tabasco Chontal,other
Awji,other
Awju,other
S. Tiwa,other
South Greenlandic,other
Arawak (Surinam),other
Nass-Gitksan,other
Ngukurr Kriol,other
Kipeá,other
Cambodian,other
Yir Yoront,other
Barbareno Chumash,other
Parï,other
Bayungu,ruhlen
Dhalandji,ruhlen
Gugadj,ruhlen
Kariyarra,ruhlen
Kaititj,ruhlen
Linngithigh,ruhlen
Ngarla,ruhlen
Nyamal,ruhlen
Umpila,ruhlen
Waga,ruhlen
Warnman,ruhlen
Warumungu,ruhlen
Yalarnnga,ruhlen
Legbo,ruhlen
|=HÍ,ruhlen
Tima,ruhlen
Nwa,ruhlen
d Godie,ruhlen
--,ruhlen
d Dogon,ruhlen
Wama,ruhlen
Mangbai,ruhlen
Mayogo,ruhlen
Monzombo,ruhlen
Avikam,ruhlen
Mankon,ruhlen
Mboshi,ruhlen
Yombe,ruhlen
Suku,ruhlen
Zagawa,ruhlen
Tamasheq,ruhlen
Hina,ruhlen
Sidamo,ruhlen
d Ryukyuan,ruhlen
Kurumba,ruhlen
Raji,ruhlen
Manang,ruhlen
d Tibetan (Central),ruhlen
Kanashi,ruhlen
d Gyarung,ruhlen
Ralte,ruhlen
Li,ruhlen
Khün,ruhlen
d Agta,ruhlen
Banggi,ruhlen
d Tetun,ruhlen
Labu,ruhlen
Vinmavis,ruhlen
Port Sandwich,ruhlen
d Lewo,ruhlen
Efate (South),ruhlen
d Fijian,ruhlen
Mele,ruhlen
Mianmin,ruhlen
Makasai,ruhlen
Abui,ruhlen
Baham,ruhlen
d Dera,ruhlen
d Warapu,ruhlen
Fas,ruhlen
Kwomtari,ruhlen
Biaka,ruhlen
Ama,ruhlen
Owiniga,ruhlen
Urat,ruhlen
Kombio,ruhlen
Arapesh (Southern),ruhlen
Kamasau,ruhlen
Yandruwandha,ruhlen
d Halkomelem,ruhlen
d Tepehua,ruhlen
d Mixe,ruhlen
Sipacapa,ruhlen
Leco,ruhlen
Emerillon,ruhlen
Chipaya,ruhlen
Nahukwa,ruhlen
Kreen-Akarore,ruhlen
Botocudo,ruhlen
Angaatiha,other
Arakanese,other
Comorian,other
Slovenian,other
Schwyzerdütsch,other
Occitan (post 1500),other
Urubú-Kaapor Sign Language,other
Cogui,other
Bedawi,other
Malay (individual language),other
"Tlapanec, Acatepec",other
Sanye,other
"Bobo Madaré, Northern",other
Kumauni,other
"Chinantec, Sochiapan",other
Tuvin,other
"East Cree, Southern",other
"Yi, Sichuan",other
Belgian Sign Language,other
Chuanqiandian Cluster Miao,other
"Mari, Eastern",other
"Dogon, Bangeri Me",other
Haitian Creole French,other
Tubarão,other
"Mari, Western",other
"Yi, Western",other
Besisi,other
Arop-Lukep,other
Bukusu,other
Bassari,other
Guibei Zhuang,other
Chukot,other
"Palaung, Pale",other
Urubú-Kaapor,other
Kxoe,other
"East Cree, Northern",other
Chochotec,other
Barasana,other
Ayiwo,other
Fulniô,other
Eñepa,other
Bali Sign Language,other
Mesquakie,other
"Norwegian, Bokmål",other
Mbe',other
Yurutí,other
Asuriní,other
Karachay-Balkar,other
Zayse-Zergulla,other
Hmong Daw,other
Kimaama,other
"Tarahumara, Lowland",other
Western Frisian,other
Standard Malay,other
Tapieté,other
Subiya,other
Rennell-Belona,other
Parauk,other
