pk,jsondata,key,description,valueset_pk,source_pk,version
4158,,,54-5,3959,1173,1
4160,,,575-8,3962,349,1
4161,,,50-6,3964,2198,1
4162,,,"398-401, 431",3965,559,1
4163,,,117,3966,398,1
4164,,,464,3967,1964,1
4165,,,64,3968,1266,1
4166,,,"173-4, 177-80",3969,291,1
4167,,,321-2,3970,3186,1
4168,,,135-6,3971,2394,1
4169,,,63,3972,2016,1
4170,,,130,3973,1267,1
4171,,,29-31,3974,1000,1
4172,,,241-2,3975,323,1
4173,,,84-5,3976,2272,1
4174,,,"50-1, 56",3977,1060,1
4175,,,127,3978,944,1
4176,,,"28, 84",3979,3052,1
4177,,,63-6,3980,908,1
4178,,,107-8,3981,266,1
4179,,,343,3982,1326,1
4180,,,129,3983,610,1
4181,,,132,3984,586,1
4182,,,269,3985,1350,1
4183,,,525-34,3987,2965,1
4184,,,259-60,3988,2590,1
4185,,,"56-8, 65",3989,1279,1
4186,,,38,3990,2280,1
4187,,,279-80,3991,1281,1
4188,,,72-3,3992,795,1
4189,,,139-40,3993,3666,1
4190,,,115,3994,625,1
4191,,,"176-81, 507, 524-5",3995,2628,1
4192,,,72-3,3996,3141,1
4193,,,470-2,3997,245,1
4194,,,97-8,3998,1026,1
4195,,,"105, 131",3999,5222,1
4196,,,37-8,4000,1995,1
4197,,,"78, 92",4001,1309,1
4198,,,200-1,4002,5221,1
4199,,,121,4003,762,1
4200,,,236-40,4004,886,1
4201,,,37,4005,184,1
4202,,,164-5,4006,1244,1
4203,,,54-5,4007,695,1
4204,,,349-52,4008,687,1
4205,,,"258-9, 280",4009,977,1
4206,,,244-5,4010,1115,1
4207,,,395-7,4011,824,1
4208,,,391-2,4012,327,1
4209,,,213-5,4013,1221,1
4210,,,516-7,4014,2234,1
4211,,,175,4015,367,1
4212,,,33,4016,874,1
4213,,,115,4017,1948,1
4214,,,"45, 85-6",4018,1385,1
4215,,,10-1,4019,565,1
4216,,,"1-2, 66, 68",4020,52,1
4217,,,278,4021,785,1
4218,,,,4022,844,1
4219,,,111-2,4023,3123,1
4220,,,251-5,4024,193,1
4221,,,262,4025,210,1
4222,,,"172, 178",4026,145,1
4223,,,156-7,4027,524,1
4224,,,398-9,4028,2732,1
4225,,,263,4029,2392,1
4226,,,264-5,4030,1922,1
4227,,,130,4031,2135,1
4228,,,"119, 134-5",4032,852,1
4229,,,"66-9, 115-7",4033,386,1
4231,,,398,4035,479,1
4232,,,43,4036,5217,1
4233,,,51-2,4037,296,1
4234,,,29,4038,817,1
4235,,,226,4039,2769,1
4236,,,"370, 433-5",4040,1380,1
4237,,,"44, 108",4041,2719,1
4238,,,570-2,4042,335,1
4239,,,"146, 154",4043,639,1
4240,,,"183, 192, 202, 246, 256-60",4044,1012,1
4241,,,"44, 74-5",4045,2171,1
4242,,,54,4046,492,1
4243,,,"225-7, 230-2",4047,142,1
4244,,,"256, 264-5",4048,2338,1
4245,,,39,4049,1990,1
4246,,,265,4050,246,1
4247,,,268-9,4051,233,1
4248,,,116-9,4052,2862,1
4249,,,"ch. 12, 4, 6-7",4053,292,1
4250,,,52-3,4054,219,1
4251,,,"310-1, 344, 356-7",4055,13,1
4252,,,"164-5, 169-70",4056,3136,1
4253,,,"331, 498-9",4057,1204,1
4254,,,99-100,4058,91,1
4255,,,45,4059,3142,1
4256,,,"593-4, 599-603",4060,474,1
4257,,,578,4061,5223,1
4258,,,1261-3,4062,698,1
4259,,,221,4063,3562,1
4260,,,"304-5, 315-6",4064,336,1
4261,,,"206, 239, 260-1",4065,1942,1
4262,,,585-8,4066,123,1
4263,,,453,4067,96,1
4264,,,477-9,4068,744,1
4265,,,"71, 76",4069,652,1
4266,,,43,4070,3075,1
4267,,,180-1,4071,264,1
4268,,,220,4072,3197,1
4269,,,"209, 276-7",4073,1122,1
4270,,,405-7,4074,5224,1
4271,,,"382-5, 400-2",4075,1273,1
4272,,,409,4076,212,1
4273,,,355-6,4077,1473,1
4274,,,311,4078,1872,1
4275,,,"48-9, 91-3",4079,3077,1
4276,,,233-7,4080,2269,1
4277,,,155-6,4081,717,1
4278,,,256-8,4082,2770,1
4279,,,99-104,4083,1206,1
4280,,,"89, 92-3",4084,5219,1
4281,,,164-5,4085,615,1
4282,,,"18, 21",4086,711,1
4283,,,"271, 277-8, 282",4087,566,1
4284,,,69-70,4088,1482,1
4285,,,97-8,4089,247,1
4286,,,86-9,4090,3886,1
4287,,,337,4091,1126,1
4288,,,82,4092,1984,1
4289,,,"342-7, 448",4093,205,1
4290,,,402-3,4094,262,1
4291,,,71-3,4095,5220,1
4292,,,"472-3, 522-3",4096,549,1
4293,,,292,4097,668,1
4294,,,64-5,4098,5218,1
4295,,,208-9,4099,3305,1
4296,,,258,4100,1504,1
4297,,,125-7,4101,1333,1
4298,,,280-1,4102,112,1
4299,,,59,4103,707,1
4300,,,418-9,4104,2690,1
4301,,,614-5,4105,248,1
4302,,,"263, 278-9",4106,178,1
4303,,,"71, 73-6",4107,652,1
4304,,,513-4,4108,2234,1
4305,,,153-4,4109,1054,1
4306,,,53-60,4110,722,1
4307,,,403-7,4111,3445,1
4308,,,163,4112,206,1
4309,,,101,4113,1225,1
4310,,,389,4114,1985,1
4311,,,139,4115,664,1
4312,,,242,4116,759,1
4313,,,167-8,4117,524,1
4314,,,"148-9, 276",4118,835,1
4315,,,178-9,4119,485,1
4316,,,128-33,4120,580,1
4317,,,432,4121,1380,1
4318,,,188,4122,587,1
4319,,,161-2,4124,322,1
4320,,,43,4125,598,1
4321,,,84,4126,644,1
4322,,,154-61,4127,4192,1
4323,,,53-60,4128,1173,1
4325,,,581-3,4131,349,1
4326,,,48-4,4133,2198,1
4327,,,399-405,4134,559,1
4328,,,465-6,4135,1964,1
4329,,,"187, 190",4136,291,1
4330,,,"26-8, 34-5",4137,2423,1
4331,,,151,4138,639,1
4332,,,89,4139,2016,1
4333,,,130,4140,1267,1
4334,,,139-40,4141,3116,1
4335,,,30-1,4142,1000,1
4336,,,242-3,4143,323,1
4337,,,76-84,4144,2272,1
4338,,,425-6,4145,4185,1
4339,,,118-9,4146,2862,1
4340,,,51,4147,1060,1
4341,,,127,4148,944,1
4342,,,105,4149,3052,1
4343,,,94-5,4150,266,1
4344,,,204,4151,760,1
4345,,,"343, 347",4152,3135,1
4346,,,"244, 262",4153,586,1
4347,,,"267-9, 284",4154,1350,1
4348,,,153-75,4156,1975,1
4349,,,284,4157,1281,1
4350,,,74-6,4158,795,1
4351,,,143-4,4159,3666,1
4352,,,"107, 122",4160,625,1
4353,,,"176-81, 507",4161,2628,1
4354,,,"325-6, 333",4162,921,1
4355,,,73-4,4163,3141,1
4356,,,"480-3, 521-2",4164,245,1
4357,,,97-8,4165,1995,1
4358,,,119-20,4166,762,1
4359,,,114-5,4167,1026,1
4360,,,236-40,4168,886,1
4361,,,100,4169,294,1
4362,,,33-40,4170,998,1
4363,,,63-6,4171,908,1
4364,,,"470-1, 522",4172,549,1
4365,,,155-7,4173,1244,1
4366,,,55-6,4174,695,1
4367,,,"332, 347",4175,687,1
4368,,,391,4176,824,1
4369,,,243-6,4177,1115,1
4370,,,257-8,4178,977,1
4371,,,51,4179,718,1
4372,,,390-1,4180,327,1
4373,,,"225-38, 149-58",4181,1221,1
4374,,,"207, 234",4182,1939,1
4375,,,"160, 162",4183,367,1
4376,,,"115, 153",4184,1948,1
4377,,,"44, 85-7",4185,1385,1
4378,,,651-6,4186,1086,1
4379,,,35,4187,565,1
4380,,,67,4188,52,1
4381,,,"245, 470",4189,785,1
4382,,,,4190,844,1
4383,,,112-5,4191,3123,1
4384,,,"131-2, 266-79",4192,282,1
4385,,,220,4193,3197,1
4386,,,244-6,4194,193,1
4387,,,263,4195,210,1
4388,,,"174-6, 180-1",4196,145,1
4389,,,398,4197,2732,1
4390,,,262-3,4198,2392,1
4391,,,262,4199,1922,1
4392,,,200-1,4200,5221,1
4393,,,"66, 71, 117-8",4201,386,1
4395,,,403,4203,479,1
4396,,,289-93,4204,950,1
4397,,,43,4205,5217,1
4398,,,51,4206,296,1
4399,,,30,4207,817,1
4400,,,225-6,4208,2769,1
4401,,,124-5,4209,4416,1
4402,,,103,4210,2719,1
4403,,,101-2,4211,345,1
4404,,,"193, 249-50, 273",4212,1012,1
4405,,,54,4213,492,1
4406,,,230-2,4214,142,1
4407,,,"257-8, 269-75",4215,2338,1
4408,,,39-40,4216,1990,1
4409,,,265-6,4217,246,1
4410,,,270-1,4218,233,1
4411,,,75-6,4219,2171,1
4412,,,"ch. 12, 4",4220,292,1
4413,,,54-5,4221,219,1
4414,,,"310-1, 344, 356-7",4222,13,1
4415,,,172-5,4223,3136,1
4416,,,"389, 497",4224,1204,1
4417,,,213-4,4225,725,1
4418,,,98-9,4226,91,1
4419,,,613-7,4227,474,1
4420,,,78-9,4228,3680,1
4421,,,1058-64,4229,698,1
4422,,,221-2,4230,3562,1
4423,,,"210-1, 260",4231,1942,1
4424,,,580-1,4232,123,1
4425,,,429,4233,96,1
4426,,,476-9,4234,744,1
4427,,,43,4235,3075,1
4428,,,"116, 123-4",4236,2135,1
4429,,,"119, 133-4",4237,852,1
4430,,,"264, 277-8",4238,1122,1
4431,,,70,4239,637,1
4432,,,"371, 403-7",4240,5224,1
4433,,,"374, 402-10",4241,1273,1
4434,,,410,4242,212,1
4435,,,87-8,4243,1473,1
4436,,,"324-5, 435-6",4244,1872,1
4437,,,"50-2, 85-6, 94-6, 106",4245,3077,1
4438,,,369-70,4246,2269,1
4439,,,"725-7, 743, 747",4247,3358,1
4440,,,80,4248,156,1
4441,,,367,4249,421,1
4442,,,253-6,4250,2770,1
4443,,,"109, 128-9",4251,1206,1
4444,,,117,4252,5219,1
4445,,,217-9,4253,615,1
4446,,,20-1,4254,711,1
4447,,,311-2,4255,566,1
4448,,,"98-103, 112-4",4256,247,1
4449,,,85-9,4257,3886,1
4450,,,65-6,4258,1266,1
4451,,,33,4259,874,1
4452,,,338,4260,1126,1
4453,,,84,4261,1984,1
4454,,,435-40,4262,262,1
4455,,,174-7,4263,5220,1
4456,,,341,4264,1299,1
4457,,,39,4265,3091,1
4458,,,278,4266,668,1
4459,,,"234-5, 239",4267,5218,1
4460,,,165,4268,3305,1
4461,,,"244-6, 254",4269,1504,1
4462,,,183-4,4270,1101,1
4463,,,128,4271,1333,1
4464,,,16,4272,707,1
4465,,,398,4273,2690,1
4466,,,603-4,4274,248,1
4467,,,"75-9, 88-97",4275,1529,1
4468,,,"259-62, 265-6",4276,178,1
4469,,,"71, 73-6, 83",4277,652,1
4470,,,502-3,4278,2234,1
4471,,,160-1,4279,1054,1
4472,,,"2, 43-50",4280,722,1
4473,,,"323-5, 332-8",4281,3445,1
4474,,,"2, 267",4282,206,1
4475,,,100,4284,1225,1
4476,,,401,4285,1985,1
4477,,,"164-7, 139, 148-9",4286,664,1
4478,,,244-5,4287,759,1
4479,,,156,4288,524,1
4480,,,181,4289,587,1
4481,,,148,4290,580,1
4482,,,424-6,4291,1380,1
4483,,,173,4293,322,1
4484,,,255-6,4294,2931,1
4485,,,1-2,4295,598,1
4486,,,"157-61, 169-70",4296,4192,1
4487,,,"4-6, 30-31, 37-8",4297,1173,1
4488,,,614,4299,349,1
4489,,,61-2,4300,2198,1
4490,,,417-20,4301,559,1
4491,,,"3, 22",4302,1285,1
4492,,,"1-2, 20-2",4303,2423,1
4493,,,329,4304,3186,1
4494,,,"310, 325",4305,1267,1
4495,,,106-7,4306,3116,1
4496,,,1-2,4307,1000,1
4497,,,"201, 217-21",4308,323,1
4498,,,85-6,4309,2272,1
4499,,,20-1,4310,2862,1
4500,,,"1, 30-1",4311,1060,1
4501,,,46,4312,3052,1
4502,,,103-5,4313,266,1
4503,,,292,4314,3135,1
4504,,,127-9,4315,610,1
4505,,,"495, 505-6",4317,2965,1
4506,,,"253-4, 262",4318,1350,1
4507,,,231-67,4319,168,1
4508,,,"153-75, 213-22",4320,1975,1
4509,,,290,4321,1281,1
4510,,,"1-5, 44-5",4322,795,1
4511,,,141-2,4323,3666,1
4512,,,311,4324,921,1
4513,,,"181, 507, 530-1",4325,2628,1
4514,,,"1-3, 48",4326,3141,1
4515,,,512-6,4327,245,1
4516,,,121,4328,1026,1
4517,,,93-8,4329,1995,1
4518,,,74,4330,1309,1
4519,,,235,4331,886,1
4520,,,"491-2, 604-6",4332,549,1
4521,,,145,4333,1244,1
4522,,,"11, 43-4",4334,695,1
4523,,,282-3,4335,336,1
4524,,,"335-6, 353-4",4336,687,1
4525,,,232,4337,977,1
4526,,,"220-2, 224-6",4338,1115,1
4527,,,"365-70, 391",4339,327,1
4528,,,,4340,1221,1
4529,,,33,4341,874,1
4530,,,"2-7, 46-7",4342,1385,1
4531,,,"172-83, 598-611",4343,1086,1
4532,,,1-3,4344,565,1
4533,,,"1-2, 67-9",4345,3123,1
4534,,,130-1,4346,282,1
4535,,,214-6,4347,3197,1
4536,,,223,4348,193,1
4537,,,220-1,4349,210,1
4538,,,95,4350,145,1
4539,,,365-6,4351,2732,1
4540,,,238-46,4352,1922,1
4541,,,"108-13, 115-6, 294-6, 440-1, 449-50",4353,2339,1
4542,,,216-8,4354,5221,1
4543,,,"129-39, 148-50",4355,173,1
4544,,,301,4356,950,1
4545,,,6-7,4357,5217,1
4546,,,57,4358,296,1
4547,,,"1-3, 73, 77",4359,386,1
4549,,,"5, 16-7",4361,817,1
4550,,,223,4362,2769,1
4551,,,132-3,4363,4416,1
4552,,,103-11,4364,2719,1
4553,,,559,4365,335,1
4554,,,104-5,4366,345,1
4555,,,136,4367,176,1
4556,,,259,4368,2338,1
4557,,,2,4369,1990,1
4558,,,269-70,4370,246,1
4559,,,274,4371,233,1
4560,,,"44, 74-8",4372,2171,1
4561,,,"ch. 13, 1",4373,292,1
4562,,,"310, 324-7, 344, 356-7",4374,13,1
4563,,,162,4375,3136,1
4564,,,494,4376,1204,1
4565,,,"45-7, 51",4377,3142,1
4566,,,644-5,4378,474,1
4567,,,1243-8,4379,698,1
4568,,,254,4380,1942,1
4569,,,183-8,4381,476,1
4570,,,422-3,4382,123,1
4571,,,65,4383,3815,1
4572,,,441-2,4384,96,1
4573,,,172-81,4385,744,1
4574,,,20,4386,3075,1
4575,,,131-2,4387,2135,1
4576,,,118-9,4388,852,1
4577,,,409-11,4389,5224,1
4578,,,406-7,4390,212,1
4579,,,374-85,4391,1473,1
4580,,,"322-4, 433-6",4392,1872,1
4581,,,378-9,4393,1273,1
4582,,,"1-5, 59",4394,3077,1
4583,,,391,4395,2269,1
4584,,,"663-4, 714-5",4396,3358,1
4585,,,157-60,4397,717,1
4586,,,367,4398,421,1
4587,,,72,4399,2770,1
4588,,,107-8,4400,1206,1
4589,,,"89, 106",4401,5219,1
4590,,,21-2,4402,711,1
4591,,,10-3,4403,247,1
4592,,,34-44,4404,1266,1
4593,,,334-5,4405,1126,1
4594,,,105-6,4406,1984,1
4595,,,67-8,4407,5220,1
4596,,,37,4408,3091,1
4597,,,95-6,4409,3886,1
4598,,,139,4410,5218,1
4599,,,"192, 194-7",4411,3305,1
4600,,,258,4412,1504,1
4601,,,184,4413,1101,1
4602,,,238-59,4414,2688,1
4603,,,"284, 287-8",4415,112,1
4604,,,56-7,4416,707,1
4605,,,411-2,4417,2690,1
4606,,,615,4418,248,1
4607,,,"26-8, 32-4, 190-91",4419,2423,1
4608,,,"271-5, 278-9",4420,178,1
4609,,,82-5,4421,3680,1
4610,,,153-4,4422,1054,1
4611,,,"43-7, 53-60",4423,722,1
4612,,,"326, 335-6",4424,921,1
4613,,,125-6,4425,691,1
4614,,,100,4426,1225,1
4615,,,365,4427,1985,1
4616,,,246,4428,759,1
4617,,,139,4429,664,1
4618,,,"147-8, 276",4430,835,1
4619,,,53-5,4431,718,1
4620,,,"595-8, 640-1",4432,1086,1
4621,,,329-31,4433,917,1
4622,,,108-9,4434,3445,1
4623,,,43-4,4435,1939,1
4624,,,151-7,4436,485,1
4625,,,128-31,4437,580,1
4626,,,186,4438,587,1
4627,,,115,4439,4416,1
4628,,,153-6,4441,322,1
4629,,,"262, 267-8",4442,2931,1
4630,,,43,4443,598,1
4631,,,84,4444,644,1
4632,,,154-61,4445,4192,1
4633,,,258,4446,206,1
4634,,,50-2,4447,1173,1
4636,,,590-1,4450,349,1
4637,,,48-56,4452,2198,1
4638,,,"397-8, 428-9, 434-5",4453,559,1
4639,,,116,4454,398,1
4640,,,462,4455,1964,1
4641,,,55-61,4456,1266,1
4642,,,189,4457,291,1
4643,,,325-8,4458,3186,1
4644,,,79,4459,2016,1
4645,,,128-9,4460,1267,1
4646,,,"138-9, 174",4461,3116,1
4647,,,27-8,4462,1000,1
4648,,,76-84,4463,2272,1
4649,,,48-9,4464,1060,1
4650,,,105,4465,3052,1
4651,,,78,4466,908,1
4652,,,92-3,4467,266,1
4653,,,207,4468,760,1
4654,,,"341, 347",4469,3135,1
4655,,,"130, 134",4470,610,1
4656,,,124,4471,586,1
4657,,,"269, 284, 322-3, 325",4472,1350,1
4658,,,509-20,4474,2965,1
4659,,,"184-94, 201-9",4475,1975,1
4660,,,39,4476,3091,1
4661,,,271,4477,1281,1
4662,,,67,4478,795,1
4663,,,95-8,4479,3666,1
4664,,,"97, 103-4, 116",4480,625,1
4665,,,"176-81, 507",4481,2628,1
4666,,,67-70,4482,3141,1
4667,,,"480-3, 508-9",4483,245,1
4668,,,83,4484,1026,1
4669,,,"120-1, 57, 72, 92",4485,5222,1
4670,,,97-8,4486,1995,1
4671,,,216-8,4487,5221,1
4672,,,116-7,4488,762,1
4673,,,236-40,4489,886,1
4674,,,100,4490,294,1
4675,,,35,4491,998,1
4676,,,152-4,4492,1244,1
4677,,,50-2,4493,695,1
4678,,,"338, 341",4494,687,1
4679,,,247-8,4495,977,1
4680,,,194-5,4496,1115,1
4681,,,"216-7, 383-5",4497,824,1
4682,,,376-83,4498,327,1
4683,,,,4499,1221,1
4684,,,513-4,4500,2234,1
4685,,,"158, 203",4501,367,1
4686,,,33,4502,874,1
4687,,,"115, 156",4503,1948,1
4688,,,21-2,4504,565,1
4689,,,60-4,4505,52,1
4690,,,"245, 285-7",4506,785,1
4691,,,103-6,4507,3123,1
4692,,,"131-2, 266-79",4508,282,1
4693,,,242,4509,193,1
4694,,,"91, 101",4510,120,1
4695,,,267,4511,210,1
4696,,,"173, 180-1",4512,145,1
4697,,,166,4513,524,1
4698,,,"372-5, 392-3",4514,2732,1
4699,,,26,4515,2392,1
4700,,,110-5,4516,2135,1
4701,,,130-1,4517,852,1
4702,,,"66, 110-2",4518,386,1
4703,,,396,4519,479,1
4704,,,289-92,4520,950,1
4705,,,42,4521,5217,1
4706,,,50,4522,296,1
4707,,,"26, 28, 34",4523,817,1
4708,,,224-5,4524,2769,1
4709,,,"201, 429-33",4525,1380,1
4710,,,84-5,4526,2719,1
4711,,,142,4527,639,1
4712,,,1002-4,4528,345,1
4713,,,136,4529,176,1
4714,,,264,4530,1012,1
4715,,,"67-9, 71-2",4531,2171,1
4716,,,225-7,4532,142,1
4717,,,"257-8, 269-75",4533,2338,1
4718,,,38,4534,1990,1
4719,,,262-5,4535,246,1
4720,,,266,4536,233,1
4721,,,76-7,4537,584,1
4722,,,"ch. 12, 1-5",4538,1032,1
4723,,,49-50,4539,219,1
4724,,,"172-3, 176-7",4540,3136,1
4725,,,"388, 507",4541,1204,1
4726,,,125-6,4542,725,1
4727,,,90-1,4543,91,1
4728,,,621-6,4544,474,1
4729,,,583,4545,5223,1
4730,,,1058-64,4546,698,1
4731,,,218,4547,3562,1
4732,,,"206-9, 260",4548,1942,1
4733,,,189-95,4549,476,1
4734,,,550-5,4550,123,1
4735,,,"430, 445-6",4551,96,1
4736,,,"172-81, 477-9",4552,744,1
4737,,,"71, 73-6",4553,652,1
4738,,,"37-9, 40-2",4554,3075,1
4739,,,219,4555,3197,1
4740,,,275,4556,1122,1
4741,,,70,4557,637,1
4742,,,"371, 403-7",4558,5224,1
4743,,,389-97,4559,1273,1
4744,,,412-5,4560,212,1
4745,,,87-8,4561,1473,1
4746,,,"381, 399-401",4562,1872,1
4747,,,"83-4, 106",4563,3077,1
4748,,,366-8,4564,2269,1
4749,,,"732-3, 738-9, 742",4565,3358,1
4750,,,"77-8, 82-3",4566,156,1
4751,,,363-4,4567,421,1
4752,,,127,4568,1206,1
4753,,,82-3,4569,5219,1
4754,,,"210-1, 217-9",4570,615,1
4755,,,19,4571,711,1
4756,,,270-1,4572,566,1
4757,,,"90-5, 114-6",4573,247,1
4758,,,85-9,4574,3886,1
4759,,,340-1,4575,1126,1
4760,,,81,4576,1984,1
4761,,,322-34,4577,205,1
4762,,,"411, 435-7",4578,262,1
4763,,,167-73,4579,5220,1
4764,,,"468-9, 478-9",4580,549,1
4765,,,341,4581,1299,1
4766,,,"257, 276",4582,668,1
4767,,,156-158,4583,348,1
4768,,,"43-44, 113-114",4584,1992,1
4769,,,75,4585,112,1
4770,,,208,4586,707,1
4771,,,5-6,4587,2663,1
4772,,,348-358,4587,248,1
4773,,,79,4588,1030,1
4774,,,91,4589,1953,1
4775,,,10,4590,1543,1
4776,,,32,4590,802,1
4777,,,31,4591,1054,1
4778,,,196,4592,3529,1
4779,,,13,4593,160,1
4780,,,99-101,4594,629,1
4781,,,123,4595,1985,1
4782,,,175,4596,664,1
4783,,,106-108,4597,835,1
4784,,,637,4598,7299,1
4785,,,40,4599,1968,1
4786,,,424,4600,1347,1
4787,,,34-36,4601,590,1
4788,,,190,4602,1939,1
4789,,,250,4604,1816,1
4790,,,74,4605,3512,1
4791,,,10,4607,1946,1
4792,,,167-173,4609,559,1
4793,,,50,4610,398,1
4794,,,53,4611,3523,1
4795,,,252-253,4612,1266,1
4796,,,"113-114, 130-132, 140-141",4613,291,1
4797,,,91-113,4614,2038,1
4798,,,5,4615,3510,1
4799,,,12,4616,3116,1
4800,,,127,4617,1000,1
4801,,,124,4618,323,1
4802,,,44,4619,760,1
4803,,,160,4620,3135,1
4804,,,101,4621,168,1
4805,,,1078,4622,3519,1
4806,,,203,4623,795,1
4807,,,lexicon,4624,102,1
4808,,,202,4625,245,1
4809,,,34,4626,1026,1
4810,,,71,4627,3521,1
4811,,,43-44,4628,307,1
4812,,,15,4629,3520,1
4813,,,417,4630,1064,1
4814,,,283,4631,1167,1
4815,,,163,4632,687,1
4816,,,25,4633,1943,1
4817,,,45,4634,2029,1
4818,,,453-454,4634,2009,1
4819,,,108-110,4635,1115,1
4820,,,156,4636,824,1
4821,,,184,4637,327,1
4822,,,64,4638,367,1
4823,,,44,4640,3522,1
4824,,,102,4641,565,1
4825,,,98,4642,1151,1
4826,,,123,4642,785,1
4827,,,56-61,4643,282,1
4828,,,100,4644,193,1
4829,,,81,4645,381,1
4830,,,59,4646,120,1
4831,,,68-70,4647,210,1
4832,,,78-79,4648,145,1
4833,,,80-81,4649,524,1
4834,,,121-123,4650,950,1
4835,,,55,4651,1,1
4836,,,98,4652,639,1
4837,,,8,4653,3516,1
4838,,,154,4654,1012,1
4839,,,108,4655,3518,1
4840,,,280-283,4656,246,1
4841,,,129,4657,991,1
4842,,,103,4658,1032,1
4843,,,140,4659,219,1
4844,,,218,4660,3526,1
4845,,,138-139,4661,725,1
4846,,,149,4662,91,1
4847,,,"253, 431",4663,698,1
4848,,,79,4664,1041,1
4849,,,151-155,4666,3507,1
4850,,,42,4667,1386,1
4851,,,88,4668,744,1
4852,,,27,4669,652,1
4853,,,98-102,4670,618,1
4854,,,101,4671,1290,1
4855,,,112-113,4672,212,1
4856,,,281,4673,1065,1
4857,,,248-249,4674,3527,1
4858,,,64,4675,711,1
4859,,,303,4676,247,1
4860,,,606-608,4677,1313,1
4861,,,369-370,4678,1126,1
4862,,,29,4679,1984,1
4863,,,12-22-24,4680,1932,1
4864,,,415-416,4681,1037,1
4865,,,10,4682,667,1
4866,,,53-56,4683,593,1
4867,,,31,4684,768,1
4868,,,80-82,4685,1132,1
4869,,,13,4686,3514,1
4870,,,86,4687,178,1
4871,,,103,4687,1118,1
4872,,,81,4688,1001,1
4873,,,126,4688,1960,1
4874,,,27,4689,3513,1
4875,,,108,4690,921,1
4876,,,145-154,4691,691,1
4877,,,124,4692,373,1
4878,,,47-49,4693,1225,1
4879,,,2,4694,3508,1
4880,,,105,4695,759,1
4881,,,10,4696,3525,1
4882,,,274,4697,355,1
4883,,,34-35,4698,436,1
4884,,,79,4699,718,1
4885,,,100,4700,144,1
4886,,,395,4701,1025,1
4887,,,70,4702,730,1
4888,,,72,4703,1196,1
4889,,,12,4704,1498,1
4890,,,57-60,4705,322,1
4891,,,196,4706,598,1
4892,,,16,4707,3524,1
4893,,,92-93,4708,403,1
4894,,,38-39,4709,116,1
4895,,,256,4710,1176,1
4896,,,61,4711,3528,1
4897,,,60,4712,944,1
4898,,,32,4713,3052,1
4899,,,26,4714,266,1
4900,,,100-101,4715,610,1
4901,,,112,4716,586,1
4902,,,121,4717,3407,1
4903,,,3,4718,3091,1
4904,,,1062 77-78,4718,788,1
4905,,,25,4719,3316,1
4906,,,17,4720,625,1
4907,,,462-465,4721,153,1
4908,,,183,4722,791,1
4909,,,130,4723,232,1
4910,,,133,4724,1208,1
4911,,,66,4725,679,1
4912,,,32-33,4726,1309,1
4913,,,46-47,4727,762,1
4914,,,57,4728,294,1
4915,,,151-154,4729,3509,1
4917,,,237,4731,695,1
4918,,,17-18,4732,62,1
4919,,,109-122,4733,455,1
4920,,,132-135,4734,3511,1
4921,,,17,4735,1110,1
4922,,,33 ff.,4736,3517,1
4923,,,195,4737,848,1
4924,,,366-371,4738,52,1
4925,,,16,4739,844,1
4926,,,28,4740,218,1
4927,,,93,4741,107,1
4928,,,64,4742,1121,1
4929,,,89,4743,30,1
4930,,,80,4744,852,1
4931,,,8,4745,3530,1
4932,,,460-462,4746,386,1
4933,,,342 ff.,4747,1944,1
4934,,,123,4748,2707,1
4935,,,190-193,4749,479,1
4936,,,25-26,4750,296,1
4937,,,130,4751,817,1
4938,,,172,4752,1380,1
4939,,,,4753,335,1
4940,,,80,4754,176,1
4941,,,6,4755,492,1
4942,,,267-271,4756,142,1
4943,,,11-13,4757,3047,1
4944,,,99-102,4758,584,1
4945,,,21,4759,594,1
4946,,,268-271,4760,474,1
4947,,,16,4761,167,1
4948,,,7,4762,1522,1
4949,,,142,4763,476,1
4950,,,14-15,4764,914,1
4951,,,215,4765,96,1
4952,,,170,4766,1176,1
4953,,,175-176,4767,575,1
4954,,,391,4768,1230,1
4955,,,21,4769,2797,1
4956,,,72,4770,514,1
4957,,,31,4771,717,1
4958,,,379-380,4772,421,1
4959,,,"15, 53",4773,686,1
4960,,,125-126,4774,615,1
4961,,,107-108,4775,566,1
4962,,,53,4776,656,1
4963,,,165-179,4777,205,1
4964,,,111-114,4778,262,1
4965,,,325,4779,1205,1
4966,,,22,4781,1613,1
4967,,,20,4782,708,1
4968,,,103-104,4783,348,1
4969,,,"77-79, 83-85",4784,1992,1
4970,,,149,4785,112,1
4971,,,208,4786,707,1
4972,,,7,4787,2663,1
4973,,,274,4787,248,1
4974,,,100,4788,1030,1
4975,,,37-38,4789,1953,1
4976,,,10,4790,1543,1
4977,,,73-74,4791,1054,1
4978,,,218 ff.,4792,3529,1
4979,,,15,4793,160,1
4980,,,passim,4794,629,1
4981,,,"127, 218 ff.",4795,1985,1
4982,,,175,4796,664,1
4983,,,82 ff.,4797,835,1
4984,,,passim,4798,7299,1
4985,,,65,4799,1968,1
4986,,,399 ff.,4800,1347,1
4987,,,47-64,4801,590,1
4988,,,30 ff.,4802,1939,1
4989,,,,4804,1816,1
4990,,,74,4805,3512,1
4991,,,20,4807,1946,1
4992,,,203 ff.,4809,559,1
4993,,,54 ff.,4810,398,1
4994,,,58 ff.,4811,3523,1
