chapter_id,reference_id
27,Chapman-and-Derbyshire-1991
27,Donaldson-1980
27,Harrison-1973
27,Merlan-1982
27,Harrison-2000
27,Brown-2001
27,Bruce-1984
27,Hardy-and-Montler-1988
27,Kroeber-and-Grace-1960
27,Walker-1976
27,Dobrin-2001
27,Rubino-2000
27,Dunn-1999
27,Newman-1944
27,Gowda-1975
27,Evans-1995
27,Beaumont-1979
27,Hagman-1977
28,Comrie-1991
28,Reh-1985
28,Jacobson-1995
28,Blake-1994
28,Goddard-1982
28,Robins-1958
28,Saltarelli-et-al-1988
28,Nordlinger-1998
28,Fromm-1982
28,Klimov-1970
28,Nichols-1994b
28,Jakobson-1984
28,Minassian-1980
28,Zirkov-1955
29,Deza-Galindo-1992
29,Bender-1996
29,Mous-1993
29,Davies-1981b
29,Mitchell-1962
29,Sapir-1965
29,Frank-1990
29,Macaulay-1992a
29,Murane-1974
30,Hutchison-1981
30,Jenewari-1983
30,Dixon-1982
30,Corbett-1991
30,Aikhenvald-2000
30,Aikhenvald-1994
30,Strom-1992
30,van-Staden-2000
30,Reid-1997
30,Dunn-2000
30,Zaliznjak-1964
30,Schachter-and-Otanes-1972
30,Mosel-and-Spriggs-2000
30,Nichols-1992
30,Guldemann-2000
30,Corbett-and-Hayward-1987
30,Arnott-1967
30,Koval-1979
30,Breedveld-1995
30,Fortune-1942
30,Aronoff-1994
30,Fraser-and-Corbett-1997
31,Evans-et-al-2002
31,Breedveld-1995
31,Corbett-1991
31,van-Staden-2000
31,Xajdakov-1963
31,Miranda-1975
31,Zareba-1984
31,Welmers-1973
31,Wald-1975
31,Bloomfield-1957
31,Black-Rogers-1982
32,Sridhar-1990
32,Evans-et-al-2002
32,Corbett-1991
32,Parker-and-Hayward-1985
32,Corbett-1982
32,Fraser-and-Corbett-1995
32,Fraser-and-Corbett-1997
32,Corbett-and-Fraser-2000
32,Mills-1986
32,Muller-2000
32,Polinsky-and-Jackson-1999
32,Comrie-and-Polinsky-1998
32,Polinsky-and-van-Everbroeck-2003
33,Elbert-and-Pukui-1979
33,Leeding-1989
33,Campbell-and-Campbell-1987
33,Nebel-1948
33,Crazzolara-1933
33,Frank-1999
33,Gordon-1986
33,Miller-2001
33,Burgess-1984
33,Boyeldieu-1982
33,Adwiraah-1989
33,Prost-1964d
33,Crass-and-Jakobi-2004
33,Kutsch-Lojenga-1994
33,Sneddon-1996
33,Campbell-1985
33,MacKay-1999
33,Vorbichler-1971
33,Norris-1986
33,Macaulay-1996
33,Key-1967
33,Kolia-1975
33,Ehrman-1970
33,Bauer-1993
33,Childs-1995
33,Borgman-1990
33,Tryon-1970b
33,Hayward-1990a
33,Evans-1995
33,Seiler-1985
33,de-Vries-1989
33,Corbett-2000
34,Haller-2000
34,Kilian-Hatz-1995
34,Green-1995
34,Reesink-1999
34,Miller-2001
34,van-Klinken-1999
34,Pet-1987
34,Fortescue-1984
34,Nagaraja-1999
34,Bowden-2001
34,Osborne-1974
34,Roberts-1987
34,Nedjalkov-1997
34,Haspelmath-1993
34,Hofling-2000
34,Andronov-1980
34,Rowlands-1969
34,Nikolaeva-and-Tolskaya-2001
34,Pilhofer-1933
34,Smith-Stark-1974
34,Corbett-2000
35,Forchheimer-1953
35,Benveniste-1966a
35,Barulin-1980
35,Corbett-2000
35,Majtinskaja-1969
35,Keegan-1997
36,Delbruck-1893
36,Jespersen-1965
36,Corbett-2000
36,Daniel-2000
36,Moravcsik-2003
36,Barulin-1980
36,Lewis-1893
36,Derbyshire-1985
36,Heusler-1964
37,Ingham-2001
37,Merlan-1982
37,Hamel-1994
37,Nichols-1988
37,Givon-1980
37,Besha-1993
37,Skinner-1979
37,Gary-and-Gamal-Eldin-1982
37,Giridhar-1980
37,MacDonald-1990
37,Scancarelli-1987
37,Samarin-1967b
37,Dougherty-1983
37,Elwell-Sutton-1941
37,Allan-et-al-1995
38,Davies-1981b
38,Kornfilt-1997
38,Fernandez-1967
38,van-Driem-1987
38,Skinner-1979
38,Haspelmath-1993
38,Givon-1981
38,Chelliah-1997
38,Terrill-2003
38,van-Enk-and-de-Vries-1997
38,Armbruster-1960
38,Bielec-1998
38,Dougherty-1983
38,Dickens-1992
39,Everett-1986
39,Clairis-1985
39,Gordon-1986
39,Harriehausen-1990
39,Popjes-and-Popjes-1986
39,Topping-1973
39,Terrill-2003
39,Plank-1996
39,Thomas-1955
39,Broadbent-1964
39,Cysouw-2003
39,Payne-and-Payne-1990
39,McGregor-1990
39,Crowley-1982
39,McKay-1978
39,Merlan-1982
39,Dixon-1980
39,OGrady-et-al-1966
39,Koch-1997
40,Kutsch-Lojenga-1994
40,Leavitt-1996
40,Payne-and-Payne-1990
40,Donaldson-1980
40,McGregor-1995
41,Diessel-1999b
41,Churchward-1953
41,Anderson-and-Keenan-1985
41,van-den-Berg-1995
41,Kuno-1973
41,Wolff-1993
42,Kornfilt-1997
42,Noonan-1992
42,Diessel-1999b
42,Sohn-1994
42,Rehg-1981
42,Dayley-1989a
42,Dayley-1989b
42,Hale-1983
43,Tamura-2000
43,Harms-1994
43,Saltarelli-et-al-1988
43,Keen-1983
43,Reed-and-Payne-1986
43,Wilson-1980
43,Nagaraja-1985
43,Biligiri-1965
43,Kozintseva-1995
43,Bromley-1981
43,Elbert-and-Pukui-1979
43,Voorhoeve-1965b
43,Bray-1986
43,Haspelmath-1993
43,Facundes-2000
43,Poulos-1990
43,Innes-1966
43,Asher-and-Kumari-1997
43,Hardman-2000
43,Kordic-1997
43,Osada-1992
43,McLendon-1975
43,Key-1967
43,Rood-1976
43,Bhat-2004
44,Corbett-1991
44,Greenberg-1963
44,Plank-and-Schellinger-1997
44,Newman-2000
44,Laycock-1965a
44,McClelland-2000
44,Wise-1999
44,Meinhof-1930
44,Love-2000
44,Terrill-2003
44,Aikhenvald-2000
44,Mous-1993
44,Bodomo-1997
45,Friedrich-1966
45,Friedrich-1972
45,Shibatani-1998
45,Helmbrecht-2002
45,Cooke-1968
45,Muhlhausler-and-Harre-1990
45,Bowden-2001
45,Pandharipande-1997
45,Brown-and-Levinson-1987
45,Brown-and-Gilman-1960
45,Agha-1994
45,Malsch-1987
45,Helmbrecht-2003
46,Hewitt-1979
46,Jacob-1968
46,Haspelmath-1997
46,Panfilov-1962
46,Zirkov-1955
46,Nagaraja-1999
46,Willett-1991
46,Schultze-Berndt-2000
46,Bhat-2000
46,Bhat-2004
46,Mushin-1995
46,Davies-1981b
46,Newman-2000
46,Kruspe-1999
46,Bauer-1993
46,Kakumasu-1986
46,Schachter-and-Otanes-1972
47,Asher-and-Kumari-1997
47,Ogawa-1998
47,Konig-and-Siemund-2000a
47,Faltz-1985
47,Norman-1848
47,Priego-Montfort-1989
48,Dol-1999
48,Wash-2001
48,MacDonald-1990
48,Hercus-1994
48,Hardman-2000
48,Hoddinott-and-Kofod-1988
48,Crowley-1982
48,Lorimer-1935
48,Groves-et-al-1985
48,Hewitt-1979
48,Hawkins-1983
48,Tsunoda-et-al-1995
49,Smeets-1989
49,Nikolaeva-1999
49,Thrainsson-1994
49,Wade-1992
49,Fortescue-1984
49,Tompa-1968
49,Wolfart-1973
49,Hewitt-1989a
49,Blake-1994
49,Plank-1995
49,Seiler-1985
49,Comrie-1999
50,Kornfilt-1997
50,Davies-1981b
50,Maslova-2003a
50,Pitman-1980
50,Ucida-1970
50,Jakobi-1990
50,Foley-1991
50,Bowe-1990
50,Mathiassen-1997
50,Wurzel-1984
50,Haspelmath-2002
50,Valenzuela-2003
51,Reh-1985
51,Holisky-and-Gagua-1994
51,Collins-1962
51,Green-1995
51,Penchoen-1973b
51,Morgenstierne-1949
51,Sapir-1922b
51,Tucker-and-Bryan-1966
51,Kohnen-1933
51,Tucker-and-Mpaayei-1955
51,Creider-and-Creider-1989
51,Crazzolara-1933
51,Brown-2001
51,Dunn-1999
51,Merlan-1982
51,Frachtenberg-1922a
51,Dimmendaal-1983a
51,Key-1967
51,Rumsey-1982
51,Saeed-1993
51,Hosokawa-1991
51,Williams-1980b
51,Ziervogel-et-al-1981
51,Mateene-1992
52,Levinsohn-1976
52,Stolz-1996
52,Lavotha-1973
52,Stolz-and-Stroh-2001
52,Karlsson-1978
52,Banhidi-et-al-1975
52,Stolz-2001c
52,Lakoff-and-Johnson-1980
52,Schwarz-et-al-2001
52,Stolz-2001a
52,Stolz-2001b
52,Stassen-2000
53,Hurford-1975
53,Hurford-1987
53,Veselinova-1997
53,Stolz-2001d
53,Davies-1989b
53,Jacq-and-Sidwell-1999
53,Kwee-1981
53,Olza-Zubiri-and-Jusayu-1985
53,van-den-Berg-1995
53,Childs-1995
53,Lavotha-1973
53,Hoang-Thi-Chau-1982
54,Gil-1988
54,Braine-1970
54,Boas-1911c
54,Gil-1982
54,Saltarelli-et-al-1988
54,Gil-1989
54,Key-1967
54,Gil-1993
54,Besnier-2000
54,Prokofeva-1966
54,Refsing-1986
54,Hawkins-1998
54,Nikolaeva-and-Tolskaya-2001
54,Foreman-1974
54,Skorik-1961
54,Ezard-1997
54,Gil-1987
54,Link-1986a
54,Link-1986b
54,Choe-1987
55,Welmers-1973
55,Osborne-1974
55,Beckwith-1992
55,Noonan-2000
55,Reesink-1999
55,Swanton-1911b
55,Jones-1998b
55,Boas-1911c
55,Aikhenvald-1998
55,Haas-1942
55,Burling-1965
55,Craig-1986
55,Gil-1987
55,Thompson-1965
55,Quine-1969
55,Stein-1981
55,Link-1991
55,Gil-1996
56,Keenan-and-Faltz-1986
56,Carlson-1994
56,Dixon-1977a
56,Boas-1911c
56,Bowden-2001
56,Roberts-1987
56,Bach-1996
56,Cyffer-and-Hutchison-1990
56,Gil-1994a
56,Hardman-2000
56,Guma-1971
56,Emeneau-1980
56,Gil-1994b
56,Konig-1991
56,Haspelmath-1997
57,Abbott-1991
57,Hamel-1994
57,Kibrik-1994a
57,Dorais-1988
57,Kuipers-1967
57,van-Eijk-1997
57,Gordon-1986
57,Donohue-1999a
57,Rumsey-1982
57,Chapman-and-Derbyshire-1991
57,Wilkins-1989
57,MacDonald-1990
57,Groves-et-al-1985
57,Niggemeyer-1951
57,Gruzdeva-1998
57,Sauvageot-1965
58,Young-and-Morgan-1987
58,Miller-1965
58,Jensen-1998
58,Lastra-de-Suarez-1984
58,Rodrigues-1999b
58,Aikhenvald-2000
58,Carlson-and-Payne-1989
58,Kroeber-and-Grace-1960
58,Jacobsen-1964
58,Lichtenberk-1983b
58,Crowley-1982
58,Dixon-1988
58,Rehg-1981
59,Langdon-1970
59,Heath-1980b
59,Osborne-1974
59,Rude-1985
59,Aoki-1994
59,Aoki-1970
59,Berger-1998
59,Roberts-1987
59,Thurston-1982
59,Lastra-de-Suarez-1984
59,Key-1967
60,Gil-2001
61,Evans-1995
61,Fleisch-2001
61,Okell-1969
61,Harvey-1992
61,Matthewson-1998
61,Aikhenvald-1996
61,Heath-1999b
61,Reesink-1999
61,Moore-1984
61,Haspelmath-1993
61,Seiler-1985
61,Dol-1999
61,Harms-1994
61,Gil-1994d
61,van-den-Berg-1995
62,Comrie-1976a
62,Comrie-and-Thompson-1985
62,Koptjevskaja-Tamm-1993
62,Koptjevskaja-Tamm-2003
62,Chomsky-1970
62,Haspelmath-1996
62,Grimshaw-1990
62,Cole-1982
62,Vendler-1967
62,Kazenin-1996
62,Topping-1973
63,Stassen-2000
63,Taylor-1985
63,Feldman-1986
63,Asher-1982
63,Reinisch-1893
63,Lukas-1953
63,Nichols-1986
63,Dumezil-1931
63,Tonelli-1926
63,Welmers-1973
63,Schaub-1985
63,Mosel-1984
63,Hinds-1986
64,Kenesei-et-al-1998
64,Olawsky-1999
64,Blevins-2001
64,Davies-1999
64,Merlan-1994
64,Willett-1991
64,Osumi-1995
64,Rennison-1997
64,Seiler-1985
64,Guirardello-1999a
64,Haspelmath-2005
64,Schaub-1985
64,Kuno-1978
64,MacDonald-1990
64,Haspelmath-1995
64,Alpatov-and-Podlesskaya-1995
64,Berchem-1991
64,Topping-1973
64,Welmers-1973
65,Dahl-1985
65,Bybee-et-al-1994
65,Grinevald-1988
66,Klein-1994
66,Dahl-1985
66,Bybee-et-al-1994
66,Payne-and-Payne-1990
67,Bybee-et-al-1994
67,Lyons-1968
67,Ultan-1978
68,Bybee-et-al-1994
68,Lindstedt-2000
68,Ebert-2001
69,Reh-1996
69,Owens-1985
69,Noonan-1992
69,Macaulay-1996
69,Dimmendaal-1983a
69,Langdon-1970
69,Reh-1985
69,Alexander-1988
69,Rau-1992
69,Alekseev-1994b
69,Hamel-1994
69,Sneddon-1996
69,Donohue-1999a
69,Werner-1997a
69,Lin-1993
69,Benjamin-1976
69,Voorhoeve-1971
69,Kuipers-1974
70,van-Driem-1987
70,Meeuwis-1998
70,Holst-2001
70,Egli-1990
70,Heath-1984
70,Vogt-1971
70,Taylor-1985
70,Nichols-1994b
70,Guerin-1998
70,Xrakovskij-2001
71,Thompson-1965
71,Poulos-and-Bosch-1997
71,Boyeldieu-1995
71,Volodin-2001
71,Koehn-and-Koehn-1986
71,Mous-1992
71,Kamba-Muzenga-1981
71,Aikhenvald-1999
71,Kahrel-and-van-den-Berg-1994
71,Kahrel-1996
71,Hovdhaugen-and-Mosel-1999
71,Xrakovskij-2001
71,Zanuttini-1997
72,Sanchez-and-Castro-1977
72,Heath-1984
72,Quirk-et-al-1985
72,Creissels-2000
72,Kenesei-et-al-1998
72,Diagana-1995
72,Meeuwis-1998
72,Sebeok-and-Ingemann-1961
72,Ammann-and-van-der-Auwera-2004
72,Xrakovskij-2001
72,Palmer-1986
72,Hengeveld-2004
73,Dobrusina-2001
73,Bybee-et-al-1994
73,Chung-and-Timberlake-1985
73,Sadock-and-Zwicky-1985
73,Rice-1989
73,Tenisev-et-al-1997
73,Fortescue-1984
73,Hardman-de-Bautista-1974
73,Gregores-and-Suarez-1967
73,Gordon-1986
73,Koshal-1979
73,Giridhar-1994
73,Gadzhiaxmedov-2000
73,Juldasev-1981
73,Kozintseva-2001
73,Wilson-1970
73,Loogman-1965
73,Palmer-1986
73,Kibrik-et-al-1977
73,Plungian-2000
73,Bodding-1952
73,Smeets-1989
73,Rupp-1989
73,Haspelmath-1993
73,Hewitt-1979
73,Korolev-1965
74,Terrill-2003
74,Murane-1974
74,Bhaskararao-1998
74,Bowden-2001
74,Dunn-1999
74,Derbyshire-1993
74,Roberts-1987
74,Sohn-1994
74,Palmer-1979
74,Coates-1983
74,Traugott-1989
74,Bybee-et-al-1994
74,van-der-Auwera-and-Plungian-1998
74,Heine-1993
74,Ross-1969
75,Owens-1985
75,Sammallahti-1998a
75,Bartens-1989
75,Kimball-1991
75,Rood-and-Taylor-1996
75,Harms-1994
75,Nedjalkov-1997
75,McGregor-1990
75,Merlan-1994
75,Craig-1977
75,Day-1973
75,Schaub-1985
75,Fife-1990
75,King-1993a
75,Jones-and-Thomas-1977
75,Bybee-et-al-1994
75,van-der-Auwera-and-Plungian-1998
76,Fortescue-1984
76,Joseph-and-Philippaki-Warburton-1989
76,Palmer-1986
76,O-Siadhail-1989
76,Schachter-and-Otanes-1983
76,Refsing-1986
76,Tamura-2000
76,Kenesei-et-al-1998
76,Nedjalkov-1997
76,Robins-1958
76,Coates-1983
76,Perkins-1983
76,Palmer-2001
76,Bybee-et-al-1994
76,van-der-Auwera-and-Plungian-1998
77,Loeweke-and-May-1980
77,Kimball-1991
77,Barnes-1984
77,Franklin-1971
77,Street-1963
77,Haspelmath-1993
77,de-Haan-1999
77,Boeder-2000
77,Leinonen-2000
77,Swanton-1911b
77,Frank-1990
77,Aksu-Koc-and-Slobin-1986
77,Jones-and-Jones-1991
77,Holisky-and-Gagua-1994
77,Botne-1995
77,Palmer-1986
77,Floyd-1999
77,de-Haan-2001
77,Haarmann-1970
77,Johanson-and-Utas-2000
77,Aikhenvald-and-Dixon-1998
78,Sridhar-1990
78,Haspelmath-1993
78,Sapir-1922b
78,Aksu-Koc-and-Slobin-1986
78,Boeder-2000
78,van-Driem-1991
78,Koehn-and-Koehn-1986
78,Botne-1995
78,de-Haan-2001
78,McGregor-1990
78,Merlan-1982
78,Austin-1981
78,Johanson-2000
78,Haarmann-1970
78,Aikhenvald-and-Dixon-1998
78,Johanson-and-Utas-2000
79,Dressler-1985
79,Melcuk-1994
79,Rudes-1980
79,Anderson-1985
79,Carstairs-McCarthy-1992
79,Carstairs-McCarthy-1994
79,Mithun-1988b
79,Corbett-2000
79,Bybee-1985
79,Markey-1985
79,Deshpande-1992
79,Aski-1995
79,Fertig-1998
79,Veselinova-2003
79,Bruce-1984
79,Macaulay-1996
79,Haspelmath-1993
79,Mitchell-1962
80,Frajzyngier-1993
80,Corbett-2000
80,Tamura-1988
80,Mithun-1988b
80,Melcuk-1994
80,Valenzuela-1997
80,Reh-1985
80,Young-and-Morgan-1987
80,Durie-1986
80,Rice-1989
80,Gil-1993
80,Veselinova-2003
81,Kuno-1973
81,Li-and-Thompson-1981
81,Dillon-and-O-Croinin-1961
81,Brown-2001
81,Derbyshire-1979
81,Weir-1994
81,Schachter-1976
81,Heath-1984
81,Cowell-1964
81,Nebel-1948
81,Andrade-1933
81,Schuh-1998
81,Greenberg-1963
81,Ingram-2001
81,Jones-1998a
81,Dryer-1997
81,Dryer-1992
81,Dryer-1991
82,Kornfilt-1997
82,Williams-1980b
82,Dixon-1988
82,van-den-Berg-1989b
82,Stairs-and-Hollenbach-1981
82,Edmonson-1988
82,Watters-1988
82,Sischo-1977
82,Tryon-1968
82,Chapman-and-Derbyshire-1991
82,Andersen-1988
82,Merlan-1982
82,Rumsey-1982
82,Dryer-1989
82,Macalister-1914
82,Engel-and-Longacre-1963
82,Pet-1987
82,Harrison-and-Albert-1976
82,Chung-and-Chung-1996
82,Tomlin-1986
82,Givon-1983
83,Underhill-1976
83,Holes-1990
83,Cowell-1964
83,Abbott-1991
83,Hoijer-1972
83,Keen-1983
83,Dixon-1988
83,Hercus-1982
83,Heath-1978
83,Childs-1995
83,Crazzolara-1933
83,Nebel-1948
83,Tucker-and-Bryan-1966
83,Kilpatrick-1981
83,Buddruss-1967
83,Whiteley-1958
83,Greenberg-1963
83,Hawkins-1983
83,Dryer-1992
83,Dryer-1988a
84,Li-and-Thompson-1981
84,Rice-1989
84,Campbell-and-Campbell-1987
84,Wivell-1981
84,O-Siadhail-1989
84,Bromley-1981
84,Dixon-1977a
84,Frantz-1991
84,Curnow-1997
84,Wilson-1974
84,Tomlin-1986
84,Gensler-1994
84,Gensler-1997
84,Carlson-1994
84,Heath-1999a
84,Dugast-1971
84,Innes-1966
84,Blackings-and-Fabb-2003
85,Dixon-1988
85,Haspelmath-1993
85,Merlan-1983
85,Abdel-Hafiz-1988
85,Linguistics-langwa-1993
85,Dayley-1989b
85,Heath-1999b
85,Frachtenberg-1922b
85,Rennison-1997
85,Dixon-1977a
85,Merlan-1994
85,Derbyshire-1985
85,Craig-1977
85,Day-1973
85,Li-and-Thompson-1981
85,Dol-1999
86,Sulkala-and-Karjalainen-1992
86,Reh-1985
86,Rosenbach-2002
86,Dol-1999
86,Rehg-1981
86,Li-and-Thompson-1981
86,MacDonald-1990
86,Dunn-1999
86,Hamel-1994
86,Macaulay-1996
87,Prasad-1991
87,Abraham-1985
87,Benjamin-1976
87,Beller-and-Beller-1977
87,Schachter-and-Otanes-1972
87,Kahler-1963
87,Rupp-1989
87,Couro-and-Langdon-1975
87,Dryer-1988a
87,Dryer-1992
87,Greenberg-1963
87,Hawkins-1983
88,Scott-1978
88,Trenga-1947
88,Paris-1989
88,Hoskison-1983
88,Tayeng-1976
88,Hamilton-1900
88,Hay-Neave-1953
88,Last-and-Lucassen-1998
88,Reichle-1981
88,Holes-1990
88,Raz-1983
88,Wiering-1994
88,Merlan-1982
88,Ebermann-1986a
88,Ikoro-1996
88,Kutsch-Lojenga-1994
89,Najlis-1973
89,Ding-1998
89,Dickens-1992
89,Maring-1967
89,Brown-2005
89,Gary-and-Gamal-Eldin-1982
89,Harrell-1962
89,Erwin-1963
89,MacDonald-1990
89,Panfilov-1962
89,Nougayrol-1990
89,Lambdin-1983
89,Faraclas-1984
89,Williams-1980b
89,Everett-and-Kern-1997
89,Gabas-1999
89,Sun-and-Lu-1986
89,Babby-1987
89,Kossmann-2000
90,Dol-1999
90,Bruce-1984
90,Couro-and-Langdon-1975
90,Bird-and-Kante-1976
90,Austin-1981
90,de-Vries-1993
90,Breeze-1990
90,Mirikitani-1972
90,Walsh-1976
90,Bhatia-1993
90,Donaldson-1980
90,Davies-1981b
90,Maslova-2003a
90,Curnow-1997
91,Ding-1998
91,Wivell-1981
91,Childs-1995
91,Everett-and-Kern-1997
91,Sneddon-1996
91,Huttar-and-Huttar-1994
91,Tuggy-1979
91,Robbins-1968
91,Gordon-1986
92,Traill-1994
92,Harris-1988
92,Reesink-1999
92,Unseth-1989
92,Boelaars-1950
92,Robins-1958
92,Norris-1986
92,Harriehausen-1990
92,Seiter-1980
92,Heath-1999a
92,Kahombo-1992
92,Kutsch-Lojenga-1994
92,Berry-and-Berry-1999
92,Cole-1982
92,Cowell-1964
92,Davies-1981b
92,Derbyshire-1979
93,Noonan-1992
93,Keenan-1976
93,Saltarelli-et-al-1988
93,Owens-1985
93,Randal-1998
93,Hyman-1981b
93,Woollams-1996
93,Moore-1984
93,Merlan-1982
93,Curnow-1997
93,Heath-1999a
93,Heath-1999b
93,Birk-1976
93,Donohue-1999a
93,Rehg-1981
94,Frachtenberg-1913
94,de-Vries-1993
94,Maslova-2003a
94,Taylor-1985
94,Keen-1983
94,Watkins-1984
94,van-den-Berg-1995
94,Raz-1983
94,Henderson-1997
94,Harms-1994
94,Unseth-1989
94,Schuh-1998
94,Reh-1985
94,Sridhar-1990
94,Kortmann-1997
94,Diessel-2001
95,Gruzdeva-1998
95,Mahootian-1997
95,Raz-1983
95,Heath-1999b
95,Pet-1987
95,Macaulay-1996
95,Greenberg-1963
95,Hawkins-1983
95,Hawkins-1994
95,Dryer-1992
95,Mous-1993
96,Maslova-2003a
96,Petterson-1999
96,Owens-1985
96,Dedrick-and-Casad-1999
96,Li-and-Thompson-1981
96,Xu-and-Zhao-1984
96,Reesink-1999
96,Donohue-1999a
96,Hawkins-1990
96,Hawkins-1993
96,Hawkins-1994
96,Hawkins-2002
96,Dryer-1992
97,Nikolaeva-and-Tolskaya-2001
97,Abdel-Hafiz-1988
97,Mulder-1994
97,Staley-1995
97,Dryer-1988a
97,Dryer-1992
97,Greenberg-1963
97,Newell-1993
97,Hoskison-1983
98,Comrie-1978
98,Dixon-1994
98,Li-and-Thompson-1981
98,Mathiassen-1997
98,Owens-1985
98,van-den-Berg-1995
98,Donohue-1999a
98,Brown-2001
98,McGregor-1977
98,Payne-1979
98,Harris-1981
98,Moyse-Faurie-1983
98,Hualde-and-Ortiz-de-Urbina-2003
98,Seiler-1985
98,Mithun-1991
98,Everett-and-Kern-1997
98,Rood-1976
98,Popjes-and-Popjes-1986
98,Bromley-1981
98,Pitman-1980
98,McGregor-1990
98,Woollams-1996
98,Du-Feu-1996
98,Chapman-and-Derbyshire-1991
98,Keegan-1997
98,Silverstein-1976
99,Comrie-1978
99,Dixon-1994
99,Li-and-Thompson-1981
99,Mathiassen-1997
99,Owens-1985
99,van-den-Berg-1995
99,Donohue-1999a
99,Brown-2001
99,McGregor-1977
99,Payne-1979
99,Harris-1981
99,Moyse-Faurie-1983
99,Hualde-and-Ortiz-de-Urbina-2003
99,Seiler-1985
99,Mithun-1991
99,Everett-and-Kern-1997
99,Rood-1976
99,Popjes-and-Popjes-1986
99,Bromley-1981
99,Pitman-1980
99,McGregor-1990
99,Woollams-1996
99,Du-Feu-1996
99,Chapman-and-Derbyshire-1991
99,Keegan-1997
99,Silverstein-1976
100,Ezard-1997
100,Friberg-1996
100,Mithun-1991
100,Kimball-1991
100,Keen-1983
100,Wolfart-and-Carroll-1981
100,Guirardello-1999a
100,Cristofaro-2003
100,Nichols-1992
101,Press-1979
101,Hill-2002
101,Crowley-2002a
101,Craig-1977
101,Vandame-1968
101,Sulkala-and-Karjalainen-1992
101,Nebel-1948
