ID,Parameter_ID,Name,Description
144T-20,144T,NegV & VOS/SVO,NegV & VOS/SVO
144T-21,144T,OptSingleNeg,Verb-initial with optional single negation
144T-22,144T,ObligDoubleNeg,Verb-initial with obligatory double negation
144T-23,144T,OptDoubleNeg,Verb-initial with optional double negation
144U-1,144U,NegVNegSO,NegVNegSO
144U-2,144U,NegVNegOS,NegVNegOS
144U-3,144U,NegVSONeg,NegVSONeg
144U-4,144U,NegNegVSO,NegNegVSO
144U-5,144U,VNegSONeg,VNegSONeg
144U-6,144U,VS & VO & [Neg-V-Neg],VS & VO & [Neg-V-Neg]
144U-7,144U,NegVOSNeg/VNegOSNeg/SNegVONeg/SVNegONeg,NegVOSNeg/VNegOSNeg/SNegVONeg/SVNegONeg
144U-8,144U,V(Neg)SONeg,V(Neg)SONeg
144U-9,144U,Neg(Neg)VSO,Neg(Neg)VSO
144U-10,144U,NegVSO/[Neg-V-Neg]SO,NegVSO/[Neg-V-Neg]SO
144U-11,144U,NegVSO&OptStemChange,NegVSO with optional stem change
144U-12,144U,SVO/VSO but [Neg-V]SO(Neg),[Neg-V]SO(Neg) but SVO/VSO in affirmative clauses
144U-13,144U,VS&VO&Neg[(Neg-)V],VS & VO & Neg[(Neg-)V]
144U-14,144U,VS&VO&NegV/[(Neg-)V-Neg],VS & VO & NegV/[(Neg-)V-Neg]
144U-15,144U,VOS & NegVNeg,VOS & NegVNeg
144U-16,144U,VSO/SVO & (Neg)V(Neg),VSO/SVO & (Neg)V(Neg)
144V-1,144V,"Separate word, no double negation	Word&NoDoubleNeg","Separate word, no double negation	Word&NoDoubleNeg"
144V-2,144V,"Prefix, no double negation	Prefix&NoDoubleNeg","Prefix, no double negation	Prefix&NoDoubleNeg"
144V-3,144V,Word&Opt,"Separate word, optional single or double negation, with preverbal negative word possible without a second negative"
144V-4,144V,Prefix&OptDoubleNeg,"Prefix, optional double negation, with negative prefix possible without a second negative"
144V-5,144V,Word&OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme"
144V-6,144V,Prefix&OnlyWithAnotherNeg,"Prefix, only occurs with another negative morpheme"
144V-7,144V,Type 1 / Type 2,Type 1 / Type 2
144V-8,144V,Type 3 / Type 6,Type 3 / Type 6
144V-9,144V,No preverbal neg,Verb-initial but preverbal negative does not occur
144W-1,144W,Suffix&NoDoubleNeg,"Suffix, no double negation"
144W-2,144W,Word&OnlyWithAnotherNeg,"Separate word, immediately following verb, only occurs with another negative morpheme"
144W-3,144W,Suffix&OptDoubleNeg,"Suffix, optional double negation, can occur without a second negative"
144W-4,144W,Suffix&OnlyWithAnotherNeg,"Suffix, only occurs with another negative morpheme"
144W-5,144W,WordBetweenSAndO,"Separate word, between subject and object"
144W-6,144W,None,Verb-initial but immediately postverbal negative or negative between subject and object does not occur
144X-1,144X,NoDoubleNeg,"Separate word, no double negation"
144X-2,144X,OptDoubleNeg,"Separate word, optional double negation, with clause-final negative word possible without a second negative"
144X-3,144X,OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme"
144X-4,144X,No clause-final neg,Verb-initial but clause-final negative does not occur
144Y-1,144Y,ONegVS,ONegVS
144Y-2,144Y,OVNegS,OVNegS
144Y-3,144Y,OSVNeg,OSVNeg
144Y-4,144Y,O[V-Neg]S,O[V-Neg]S
144Y-5,144Y,OS(Neg)[V(-Neg)],OS(Neg)[V(-Neg)]
144Y-6,144Y,O[Neg-V-Neg]S,O[Neg-V-Neg]S
144Y-7,144Y,OVNegS/SOVNeg,OVNegS/SOVNeg
144Y-8,144Y,NegOVS/NegSOV,NegOVS/NegSOV
144Y-9,144Y,O[V-Neg]S/SO[V-Neg],O[V-Neg]S/SO[V-Neg]
144Y-10,144Y,O[Neg-V]S/NegSVO,O[Neg-V]S/NegSVO
144Y-11,144Y,OVS & NegV,OVS & NegV
